enst_id	length	syn_prob	syn_count	mis_prob	mis_count
ENST00000333050	213	6.425e-06	63	1.988e-05	171
ENST00000333055	445	2.437e-05	171	5.320e-05	234
ENST00000333070	539	2.298e-05	127	5.227e-05	160
ENST00000333082	271	1.127e-05	68	2.497e-05	168
ENST00000333090	353	1.780e-05	126	3.611e-05	198
ENST00000333127	164	4.640e-06	37	1.463e-05	86
ENST00000333129	759	2.504e-05	213	5.909e-05	355
ENST00000333130	206	6.445e-06	49	1.721e-05	121
ENST00000333141	396	1.728e-05	128	3.814e-05	148
ENST00000333149	487	2.370e-05	161	5.175e-05	299
ENST00000333151	128	7.282e-06	77	1.613e-05	74
ENST00000333167	424	1.874e-05	112	4.001e-05	189
ENST00000333172	841	3.203e-05	214	7.033e-05	479
ENST00000333188	906	2.189e-05	151	6.235e-05	302
ENST00000333190	1349	3.279e-05	293	8.730e-05	752
ENST00000333201	569	1.223e-05	106	3.602e-05	172
ENST00000333202	247	9.822e-06	77	2.294e-05	174
ENST00000333206	494	1.145e-05	84	3.398e-05	262
ENST00000333213	526	2.449e-05	139	5.521e-05	299
ENST00000333229	2320	5.630e-05	436	1.653e-04	887
ENST00000333244	5795	2.409e-04	2641	4.722e-04	5279
ENST00000333254	258	5.515e-06	31	1.668e-05	111
ENST00000333256	329	1.545e-05	115	3.159e-05	231
ENST00000333274	228	9.091e-06	55	2.026e-05	81
ENST00000333279	266	5.854e-06	41	1.760e-05	115
ENST00000333305	53	1.512e-06	8	4.586e-06	33
ENST00000333323	285	8.591e-06	58	2.745e-05	143
ENST00000333337	323	2.929e-05	81	4.542e-05	89
ENST00000333360	610	1.630e-05	126	4.270e-05	325
ENST00000333371	617	1.914e-05	127	5.218e-05	298
ENST00000333383	125	1.196e-05	22	1.908e-05	36
ENST00000333396	465	1.492e-05	110	3.509e-05	250
ENST00000333407	500	2.765e-05	133	5.764e-05	255
ENST00000333425	707	3.212e-05	126	7.473e-05	321
ENST00000333430	398	3.194e-05	123	5.697e-05	202
ENST00000333437	164	4.254e-06	36	1.117e-05	80
ENST00000333449	219	8.602e-06	57	1.891e-05	140
ENST00000333461	411	1.697e-05	101	3.921e-05	245
ENST00000333467	382	1.400e-05	107	3.629e-05	208
ENST00000333479	2209	5.783e-05	382	1.478e-04	926
ENST00000333480	353	3.409e-05	49	5.399e-05	112
ENST00000333486	1012	3.406e-05	234	8.136e-05	498
ENST00000333493	549	2.160e-05	144	4.653e-05	300
ENST00000333503	321	2.559e-05	74	4.519e-05	100
ENST00000333511	385	2.427e-05	162	4.364e-05	243
ENST00000333527	228	9.096e-06	50	1.877e-05	117
ENST00000333538	598	2.668e-05	147	5.930e-05	240
ENST00000333590	484	1.268e-05	52	3.594e-05	106
ENST00000333598	187	5.495e-06	47	1.310e-05	89
ENST00000333610	151	5.781e-06	42	1.234e-05	92
ENST00000333625	200	8.049e-06	58	1.684e-05	115
ENST00000333628	445	2.488e-05	132	4.896e-05	30
ENST00000333629	308	8.167e-06	72	2.118e-05	217
ENST00000333634	239	7.070e-06	48	1.701e-05	112
ENST00000333640	611	2.406e-05	77	5.289e-05	125
ENST00000333643	111	2.941e-06	16	8.478e-06	39
ENST00000333651	317	2.153e-05	104	4.133e-05	120
ENST00000333676	198	1.042e-05	63	2.030e-05	111
ENST00000333677	675	2.426e-05	138	5.538e-05	375
ENST00000333681	239	1.552e-05	69	2.892e-05	95
ENST00000333722	462	1.556e-05	88	3.643e-05	216
ENST00000333743	288	1.058e-05	115	2.339e-05	138
ENST00000333756	1132	3.092e-05	220	8.327e-05	603
ENST00000333762	213	1.625e-05	65	2.739e-05	101
ENST00000333775	173	9.697e-06	62	2.139e-05	117
ENST00000333781	174	7.200e-06	56	1.485e-05	80
ENST00000333796	530	1.840e-05	234	4.155e-05	534
ENST00000333813	177	8.530e-06	66	1.725e-05	132
ENST00000333822	185	5.332e-06	40	1.659e-05	127
ENST00000333843	208	7.580e-06	28	1.972e-05	59
ENST00000333845	293	1.434e-05	83	3.061e-05	162
ENST00000333850	490	1.337e-05	107	3.667e-05	207
ENST00000333861	849	2.974e-05	191	7.109e-05	473
ENST00000333868	416	1.612e-05	97	3.823e-05	235
ENST00000333870	501	1.902e-05	120	5.316e-05	349
ENST00000333881	94	2.756e-06	11	7.659e-06	37
ENST00000333891	5142	1.279e-04	1108	3.564e-04	2777
ENST00000333892	83	2.614e-06	23	6.360e-06	39
ENST00000333911	330	1.001e-05	82	2.520e-05	128
ENST00000333916	361	1.443e-05	97	3.143e-05	203
ENST00000333924	292	1.081e-05	65	2.657e-05	162
ENST00000333926	108	2.696e-06	15	8.329e-06	49
ENST00000333933	258	6.963e-06	30	1.901e-05	34
ENST00000333952	584	1.304e-05	116	3.778e-05	304
ENST00000333957	1000	2.514e-05	216	7.101e-05	341
ENST00000333972	619	2.084e-05	135	5.299e-05	288
ENST00000333976	313	9.299e-06	71	2.157e-05	183
ENST00000333987	644	1.453e-05	97	4.335e-05	260
ENST00000333995	166	3.915e-06	20	1.090e-05	46
ENST00000333999	435	1.902e-05	140	3.974e-05	273
ENST00000334000	138	8.064e-06	46	1.640e-05	88
ENST00000334011	545	2.047e-05	128	4.935e-05	280
ENST00000334018	443	1.707e-05	112	4.195e-05	201
ENST00000334025	257	8.421e-06	56	2.268e-05	105
ENST00000334036	192	5.738e-06	1	1.375e-05	5
ENST00000334046	58	1.498e-06	14	4.615e-06	37
ENST00000334047	295	1.032e-05	57	2.449e-05	134
ENST00000334049	458	2.169e-05	88	4.751e-05	86
ENST00000334055	52	1.656e-06	12	3.823e-06	27
ENST00000334056	313	6.655e-06	49	2.144e-05	104
ENST00000334058	84	2.563e-06	20	6.475e-06	50
ENST00000334062	834	4.057e-05	280	8.098e-05	392
ENST00000334063	81	2.965e-06	23	6.825e-06	57
ENST00000334067	137	3.156e-06	32	8.579e-06	85
ENST00000334068	160	4.742e-06	47	1.266e-05	105
ENST00000334077	108	3.157e-06	20	7.824e-06	53
ENST00000334082	354	8.847e-06	61	2.500e-05	92
ENST00000334109	154	3.687e-06	54	1.081e-05	106
ENST00000334121	624	1.824e-05	120	5.268e-05	225
ENST00000334122	206	6.089e-06	41	1.531e-05	89
ENST00000334126	2353	6.157e-05	452	1.663e-04	1101
ENST00000334133	578	2.111e-05	145	4.588e-05	305
ENST00000334134	239	1.474e-05	62	3.245e-05	136
ENST00000334136	1215	4.197e-05	192	1.046e-04	286
ENST00000334151	72	3.697e-06	27	7.659e-06	53
ENST00000334160	65	1.935e-06	16	4.406e-06	33
ENST00000334163	534	1.398e-05	125	4.052e-05	239
ENST00000334166	171	4.770e-06	36	1.364e-05	82
ENST00000334176	235	2.094e-05	57	3.589e-05	112
ENST00000334179	174	6.033e-06	42	1.339e-05	88
ENST00000334181	778	1.850e-05	156	5.229e-05	410
ENST00000334186	1194	5.679e-05	277	1.314e-04	303
ENST00000334192	834	3.076e-05	180	7.119e-05	316
ENST00000334194	505	1.269e-05	82	3.717e-05	255
ENST00000334202	105	5.024e-06	29	9.613e-06	58
ENST00000334205	772	4.784e-05	209	9.494e-05	281
ENST00000334213	532	1.207e-05	85	3.634e-05	250
ENST00000334218	1732	4.323e-05	317	1.255e-04	704
ENST00000334220	453	1.379e-05	106	3.820e-05	221
ENST00000334221	238	1.809e-05	64	3.221e-05	116
ENST00000334232	215	6.778e-06	47	1.751e-05	87
ENST00000334241	628	1.619e-05	121	4.595e-05	326
ENST00000334256	521	1.146e-05	82	3.385e-05	96
ENST00000334258	975	3.986e-05	285	8.887e-05	572
ENST00000334266	314	7.344e-06	66	1.870e-05	161
ENST00000334268	729	1.563e-05	91	4.527e-05	269
ENST00000334269	118	2.904e-06	17	9.259e-06	68
ENST00000334270	905	2.451e-05	195	6.610e-05	482
ENST00000334274	509	1.577e-05	91	3.666e-05	213
ENST00000334287	128	3.442e-06	19	8.613e-06	52
ENST00000334289	388	9.305e-06	73	2.641e-05	214
ENST00000334295	300	8.925e-06	59	2.197e-05	162
ENST00000334304	1321	4.750e-05	307	1.126e-04	691
ENST00000334306	793	3.822e-05	191	8.109e-05	404
ENST00000334307	221	4.884e-06	40	1.361e-05	111
ENST00000334310	357	1.160e-05	71	2.871e-05	128
ENST00000334325	190	5.004e-06	41	1.274e-05	104
ENST00000334344	1835	4.780e-05	392	1.295e-04	714
ENST00000334346	61	2.067e-06	11	4.888e-06	33
ENST00000334350	61	2.593e-06	13	5.065e-06	39
ENST00000334351	139	2.931e-06	8	8.595e-06	17
ENST00000334352	823	1.926e-05	130	5.409e-05	387
ENST00000334370	2778	1.291e-04	729	2.934e-04	1277
ENST00000334371	118	4.067e-06	44	1.011e-05	76
ENST00000334379	463	1.207e-05	98	3.261e-05	234
ENST00000334384	315	8.158e-06	78	2.247e-05	152
ENST00000334391	93	2.298e-06	27	5.588e-06	62
ENST00000334398	421	1.178e-05	57	3.194e-05	114
ENST00000334409	288	1.352e-05	79	3.011e-05	140
ENST00000334414	2215	6.456e-05	438	1.653e-04	1012
ENST00000334418	332	1.064e-05	55	3.034e-05	178
ENST00000334438	314	7.638e-06	83	2.086e-05	207
ENST00000334444	1437	4.924e-05	319	1.188e-04	521
ENST00000334456	941	4.300e-05	222	8.862e-05	254
ENST00000334462	271	1.081e-05	63	2.228e-05	112
ENST00000334463	1250	3.008e-05	145	8.312e-05	270
ENST00000334464	1154	4.399e-05	271	9.969e-05	515
ENST00000334490	202	1.379e-05	52	2.472e-05	122
ENST00000334493	376	2.524e-05	104	4.867e-05	200
ENST00000334497	279	1.491e-05	76	3.363e-05	150
ENST00000334512	1067	5.099e-05	329	1.042e-04	435
ENST00000334513	328	1.301e-05	92	3.073e-05	199
ENST00000334527	345	1.078e-05	68	2.603e-05	121
ENST00000334528	1196	3.466e-05	323	8.718e-05	722
ENST00000334529	289	6.710e-06	36	1.860e-05	96
ENST00000334534	408	1.066e-05	77	2.913e-05	203
ENST00000334549	384	1.240e-05	102	2.792e-05	213
ENST00000334553	639	2.245e-05	146	5.525e-05	189
ENST00000334567	194	4.694e-06	23	1.257e-05	62
ENST00000334568	113	3.764e-06	27	8.150e-06	57
ENST00000334571	468	1.748e-05	90	4.064e-05	231
ENST00000334574	749	2.205e-05	163	5.482e-05	371
ENST00000334575	222	5.424e-06	63	1.528e-05	160
ENST00000334583	1435	7.115e-05	352	1.517e-04	682
ENST00000334586	412	1.781e-05	123	3.655e-05	251
ENST00000334600	474	1.403e-05	52	3.527e-05	92
ENST00000334619	447	2.372e-05	123	5.325e-05	274
ENST00000334632	317	8.522e-06	75	2.286e-05	171
ENST00000334634	759	3.085e-05	193	7.642e-05	295
ENST00000334635	292	7.692e-06	52	1.975e-05	111
ENST00000334636	501	1.501e-05	110	3.823e-05	244
ENST00000334651	330	1.638e-05	98	3.175e-05	159
ENST00000334660	195	5.907e-06	41	1.835e-05	48
ENST00000334662	259	9.540e-06	84	2.169e-05	173
ENST00000334664	56	1.390e-06	8	4.126e-06	40
ENST00000334667	257	5.667e-06	44	1.785e-05	91
ENST00000334670	298	1.216e-05	109	2.546e-05	236
ENST00000334678	136	6.919e-06	33	1.632e-05	73
ENST00000334679	188	6.533e-06	43	1.669e-05	115
ENST00000334680	48	1.332e-06	9	3.351e-06	19
ENST00000334681	115	7.046e-06	33	1.445e-05	57
ENST00000334690	1133	2.972e-05	216	7.987e-05	516
ENST00000334696	428	1.154e-05	91	2.973e-05	205
ENST00000334701	854	2.512e-05	312	6.396e-05	382
ENST00000334705	838	2.130e-05	142	5.955e-05	297
ENST00000334708	422	1.343e-05	133	3.029e-05	236
ENST00000334726	319	8.958e-06	78	2.219e-05	192
ENST00000334731	157	3.966e-06	25	1.132e-05	81
ENST00000334744	189	4.867e-06	26	1.438e-05	84
ENST00000334746	1132	3.201e-05	231	8.706e-05	561
ENST00000334770	336	1.677e-05	100	3.482e-05	193
ENST00000334773	78	2.221e-06	6	5.233e-06	18
ENST00000334785	675	1.419e-05	110	4.674e-05	343
ENST00000334793	495	4.732e-05	112	7.367e-05	157
ENST00000334801	1499	6.483e-05	469	1.455e-04	861
ENST00000334805	291	1.505e-05	86	3.087e-05	138
ENST00000334815	371	2.208e-05	103	4.164e-05	198
ENST00000334828	254	1.037e-05	73	2.462e-05	134
ENST00000334830	421	1.082e-05	82	3.051e-05	203
ENST00000334849	63	2.234e-06	22	5.108e-06	37
ENST00000334850	516	3.293e-05	190	6.842e-05	336
ENST00000334857	309	7.661e-06	78	2.074e-05	160
ENST00000334859	712	2.427e-05	148	5.939e-05	353
ENST00000334869	433	1.728e-05	106	3.635e-05	198
ENST00000334879	70	1.583e-06	28	4.348e-06	67
ENST00000334888	148	5.191e-06	29	1.249e-05	68
ENST00000334889	346	3.005e-05	93	5.031e-05	170
ENST00000334897	62	3.046e-06	23	6.183e-06	44
ENST00000334920	318	1.425e-05	110	2.854e-05	209
ENST00000334928	652	4.292e-05	161	8.279e-05	413
ENST00000334955	846	2.942e-05	206	6.912e-05	394
ENST00000334956	372	1.265e-05	101	2.976e-05	166
ENST00000334976	262	1.423e-05	87	2.990e-05	142
ENST00000334982	178	5.908e-06	44	1.449e-05	63
ENST00000334983	175	1.032e-05	35	1.875e-05	52
ENST00000334994	622	1.425e-05	89	4.057e-05	177
ENST00000335012	250	1.097e-05	69	2.206e-05	139
ENST00000335016	1161	3.333e-05	214	8.721e-05	557
ENST00000335017	255	1.478e-05	72	3.127e-05	164
ENST00000335021	70	1.465e-06	2	4.389e-06	6
ENST00000335040	320	8.982e-06	85	2.208e-05	164
ENST00000335044	790	2.399e-05	162	6.221e-05	405
ENST00000335071	319	3.304e-05	64	5.388e-05	95
ENST00000335080	523	1.482e-05	122	4.439e-05	210
ENST00000335093	79	2.491e-06	17	5.844e-06	48
ENST00000335094	312	8.829e-06	84	2.179e-05	183
ENST00000335099	420	2.803e-05	102	5.399e-05	113
ENST00000335102	776	2.305e-05	166	6.382e-05	339
ENST00000335117	463	1.085e-05	130	2.993e-05	344
ENST00000335119	588	1.937e-05	159	5.091e-05	291
ENST00000335123	110	3.506e-06	37	8.703e-06	76
ENST00000335125	232	9.670e-06	94	2.226e-05	214
ENST00000335135	442	3.401e-05	136	5.714e-05	193
ENST00000335137	305	8.389e-06	34	2.089e-05	86
ENST00000335144	249	9.330e-06	35	2.256e-05	54
ENST00000335146	735	3.138e-05	181	6.820e-05	332
ENST00000335154	1027	3.494e-05	250	9.042e-05	437
ENST00000335174	158	6.163e-06	38	1.238e-05	95
ENST00000335181	531	1.873e-05	120	4.961e-05	218
ENST00000335183	212	5.247e-06	30	1.500e-05	72
ENST00000335185	1079	2.301e-05	178	6.473e-05	434
ENST00000335186	65	1.819e-06	7	4.526e-06	15
ENST00000335209	214	1.072e-05	52	2.334e-05	87
ENST00000335211	3708	1.137e-04	829	2.818e-04	1931
ENST00000335238	309	7.160e-06	67	1.936e-05	208
ENST00000335244	483	1.689e-05	117	3.866e-05	262
ENST00000335247	372	1.388e-05	90	3.291e-05	193
ENST00000335251	942	2.522e-05	163	6.615e-05	459
ENST00000335255	660	4.323e-05	237	7.595e-05	366
ENST00000335272	271	7.817e-06	35	2.058e-05	44
ENST00000335281	71	2.349e-06	16	5.234e-06	17
ENST00000335282	134	3.933e-06	24	1.104e-05	67
ENST00000335288	291	1.413e-05	83	2.769e-05	168
ENST00000335290	544	2.005e-05	132	4.848e-05	301
ENST00000335295	147	4.830e-06	63	9.948e-06	78
ENST00000335302	313	9.081e-06	76	2.216e-05	189
ENST00000335312	668	4.197e-05	276	7.662e-05	291
ENST00000335325	227	1.478e-05	44	2.650e-05	81
ENST00000335327	502	2.085e-05	139	4.637e-05	256
ENST00000335350	945	4.437e-05	290	9.510e-05	592
ENST00000335351	500	3.528e-05	91	6.022e-05	154
ENST00000335385	385	1.354e-05	94	3.219e-05	225
ENST00000335390	198	5.848e-06	56	1.592e-05	94
ENST00000335393	697	3.448e-05	166	7.842e-05	375
ENST00000335397	310	9.033e-06	71	2.240e-05	184
ENST00000335420	442	1.498e-05	82	3.897e-05	90
ENST00000335426	346	2.085e-05	78	3.913e-05	174
ENST00000335449	551	2.330e-05	135	5.144e-05	296
ENST00000335459	456	1.677e-05	105	4.449e-05	257
ENST00000335464	496	2.535e-05	185	5.168e-05	318
ENST00000335472	340	9.479e-06	63	2.301e-05	123
ENST00000335473	2567	9.423e-05	634	2.280e-04	1436
ENST00000335479	65	1.819e-06	5	4.526e-06	18
ENST00000335496	469	1.705e-05	126	4.081e-05	266
ENST00000335508	1304	3.195e-05	244	9.860e-05	138
ENST00000335510	78	2.221e-06	3	5.233e-06	8
ENST00000335514	106	5.462e-06	22	1.278e-05	66
ENST00000335523	285	2.361e-05	61	4.085e-05	139
ENST00000335524	412	1.392e-05	113	3.540e-05	219
ENST00000335542	117	4.116e-06	28	9.538e-06	82
ENST00000335552	468	1.431e-05	96	3.453e-05	275
ENST00000335565	845	2.692e-05	133	6.316e-05	170
ENST00000335568	529	1.237e-05	135	3.537e-05	375
ENST00000335585	447	2.075e-05	135	4.499e-05	120
ENST00000335605	314	7.399e-06	79	2.115e-05	214
ENST00000335613	955	3.933e-05	221	8.705e-05	472
ENST00000335621	308	1.663e-05	49	3.777e-05	106
ENST00000335624	867	4.467e-05	148	9.412e-05	284
ENST00000335625	462	1.985e-05	126	4.145e-05	122
ENST00000335633	95	2.820e-06	12	7.664e-06	27
ENST00000335647	491	1.309e-05	94	4.014e-05	196
ENST00000335658	304	8.081e-06	81	2.136e-05	148
ENST00000335666	462	1.890e-05	120	4.423e-05	292
ENST00000335674	89	2.933e-06	19	8.137e-06	58
ENST00000335678	563	2.642e-05	158	5.158e-05	316
ENST00000335681	824	3.268e-05	204	7.067e-05	327
ENST00000335694	225	1.084e-05	70	2.205e-05	179
ENST00000335712	801	4.454e-05	222	8.328e-05	294
ENST00000335715	295	1.044e-05	77	2.624e-05	207
ENST00000335725	608	1.840e-05	123	4.545e-05	290
ENST00000335749	1726	6.302e-05	375	1.418e-04	805
ENST00000335754	624	1.938e-05	127	5.134e-05	278
ENST00000335756	140	5.671e-06	26	1.637e-05	29
ENST00000335757	706	2.907e-05	180	6.443e-05	348
ENST00000335765	240	1.319e-05	59	2.669e-05	112
ENST00000335769	89	1.857e-06	11	6.121e-06	44
ENST00000335783	268	5.971e-06	49	1.630e-05	110
ENST00000335790	156	6.138e-06	43	1.470e-05	82
ENST00000335791	302	1.595e-05	93	3.413e-05	170
ENST00000335793	356	1.886e-05	119	3.883e-05	236
ENST00000335815	605	1.501e-05	115	4.300e-05	266
ENST00000335822	131	5.815e-06	36	1.228e-05	55
ENST00000335847	249	6.563e-06	48	1.768e-05	169
ENST00000335852	351	1.426e-05	86	3.085e-05	177
ENST00000335867	836	4.269e-05	235	8.427e-05	493
ENST00000335870	495	1.759e-05	125	4.235e-05	267
ENST00000335875	736	2.277e-05	157	5.615e-05	360
ENST00000335877	271	1.127e-05	68	2.497e-05	168
ENST00000335890	169	5.864e-06	23	1.510e-05	43
ENST00000335894	1027	2.912e-05	190	7.466e-05	495
ENST00000335934	332	1.237e-05	77	2.688e-05	162
ENST00000335953	673	2.931e-05	188	6.258e-05	262
ENST00000335968	802	2.704e-05	173	6.682e-05	387
ENST00000335972	1058	3.966e-05	208	9.800e-05	242
ENST00000335979	186	4.316e-06	32	1.223e-05	73
ENST00000335987	267	1.312e-05	68	2.794e-05	116
ENST00000335997	663	2.413e-05	113	5.119e-05	210
ENST00000335999	1334	5.048e-05	317	1.196e-04	658
ENST00000336023	451	1.317e-05	121	3.764e-05	16
ENST00000336032	327	1.686e-05	79	3.474e-05	140
ENST00000336077	348	1.194e-05	115	2.820e-05	265
ENST00000336078	1301	4.921e-05	347	1.047e-04	550
ENST00000336079	660	1.499e-05	26	5.512e-05	52
ENST00000336097	177	6.058e-06	37	1.607e-05	87
ENST00000336098	453	1.141e-05	88	3.071e-05	174
ENST00000336119	1036	3.680e-05	315	8.230e-05	413
ENST00000336123	163	5.587e-06	56	1.423e-05	103
ENST00000336125	177	4.897e-06	4	1.242e-05	14
ENST00000336126	256	6.332e-06	36	1.901e-05	54
ENST00000336128	545	1.353e-05	90	3.778e-05	271
ENST00000336133	210	5.189e-06	43	1.463e-05	64
ENST00000336138	208	1.555e-05	41	3.144e-05	61
ENST00000336139	648	2.054e-05	150	5.221e-05	277
ENST00000336148	910	2.040e-05	150	5.901e-05	394
ENST00000336152	479	2.332e-05	121	4.544e-05	196
ENST00000336164	179	4.777e-06	27	1.250e-05	77
ENST00000336174	431	1.512e-05	97	3.613e-05	181
ENST00000336180	647	3.108e-05	192	6.781e-05	267
ENST00000336184	557	1.434e-05	97	4.044e-05	245
ENST00000336216	347	8.713e-06	71	2.975e-05	142
ENST00000336219	241	1.087e-05	73	2.339e-05	148
ENST00000336232	542	1.966e-05	131	4.623e-05	271
ENST00000336233	399	1.075e-05	96	2.796e-05	202
ENST00000336257	411	2.697e-05	151	5.554e-05	292
ENST00000336273	582	2.075e-05	107	4.962e-05	247
ENST00000336278	540	2.957e-05	97	5.746e-05	154
ENST00000336283	236	9.647e-06	55	2.196e-05	140
ENST00000336292	1565	7.449e-05	399	1.582e-04	897
ENST00000336294	492	1.965e-05	143	4.511e-05	208
ENST00000336307	417	1.342e-05	115	3.804e-05	208
ENST00000336308	445	1.904e-05	132	4.431e-05	231
ENST00000336314	1019	3.085e-05	211	9.125e-05	396
ENST00000336334	293	1.214e-05	71	2.544e-05	160
ENST00000336338	2223	5.323e-05	395	1.513e-04	1104
ENST00000336349	685	1.675e-05	135	5.319e-05	323
ENST00000336356	230	1.057e-05	59	2.166e-05	128
ENST00000336374	503	1.278e-05	100	3.529e-05	273
ENST00000336378	1341	4.199e-05	177	9.821e-05	435
ENST00000336395	626	2.608e-05	152	6.456e-05	286
ENST00000336411	534	1.330e-05	90	3.596e-05	265
ENST00000336418	193	5.543e-06	49	1.550e-05	103
ENST00000336429	380	1.071e-05	84	2.705e-05	219
ENST00000336431	662	3.461e-05	169	6.802e-05	273
ENST00000336452	184	6.425e-06	56	1.576e-05	34
ENST00000336470	582	1.826e-05	92	4.980e-05	184
ENST00000336498	786	2.499e-05	174	6.101e-05	390
ENST00000336557	219	6.775e-06	51	1.860e-05	122
ENST00000336564	170	6.369e-06	34	1.694e-05	82
ENST00000336576	324	1.179e-05	77	3.199e-05	170
ENST00000336577	562	3.312e-05	190	6.815e-05	378
ENST00000336596	983	2.719e-05	222	7.491e-05	490
ENST00000336600	242	1.452e-05	75	3.171e-05	148
ENST00000336614	544	2.883e-05	180	6.371e-05	349
ENST00000336615	504	3.183e-05	162	5.959e-05	302
ENST00000336617	312	7.961e-06	55	2.038e-05	145
ENST00000336640	446	1.451e-05	98	3.812e-05	164
ENST00000336643	307	1.012e-05	66	2.309e-05	103
ENST00000336648	726	2.747e-05	193	5.890e-05	395
ENST00000336655	229	6.299e-06	59	1.706e-05	103
ENST00000336686	721	1.750e-05	118	5.508e-05	322
ENST00000336689	903	3.952e-05	196	8.360e-05	411
ENST00000336702	707	3.075e-05	154	7.100e-05	315
ENST00000336714	767	2.069e-05	149	6.117e-05	378
ENST00000336715	1237	4.155e-05	333	1.062e-04	607
ENST00000336726	307	7.444e-06	53	2.118e-05	122
ENST00000336735	794	2.172e-05	156	5.890e-05	277
ENST00000336737	423	1.951e-05	115	4.274e-05	231
ENST00000336751	426	1.555e-05	94	4.115e-05	247
ENST00000336755	543	1.379e-05	95	3.931e-05	271
ENST00000336767	353	9.196e-06	55	2.827e-05	154
ENST00000336803	230	6.317e-06	29	1.608e-05	44
ENST00000336811	147	4.769e-06	34	1.265e-05	85
ENST00000336812	795	1.994e-05	164	6.443e-05	113
ENST00000336824	1204	3.883e-05	280	9.531e-05	539
ENST00000336838	1870	4.248e-05	323	1.232e-04	668
ENST00000336854	218	8.373e-06	55	2.106e-05	106
ENST00000336866	370	1.896e-05	121	3.962e-05	191
ENST00000336868	435	2.691e-05	108	5.069e-05	152
ENST00000336890	509	2.219e-05	125	5.052e-05	144
ENST00000336898	605	2.711e-05	182	6.018e-05	289
ENST00000336904	140	3.338e-06	32	9.013e-06	57
ENST00000336906	147	4.051e-06	21	9.290e-06	33
ENST00000336915	359	9.908e-06	58	2.786e-05	153
ENST00000336926	1037	3.718e-05	229	8.780e-05	422
ENST00000336930	346	8.876e-06	57	2.332e-05	162
ENST00000336934	1113	4.065e-05	320	9.546e-05	615
ENST00000336949	183	1.123e-05	46	2.079e-05	68
ENST00000336976	707	1.753e-05	148	5.060e-05	354
ENST00000336990	172	7.867e-06	41	1.751e-05	76
ENST00000337002	399	8.819e-06	69	2.708e-05	133
ENST00000337006	1278	3.515e-05	32	9.705e-05	78
ENST00000337014	585	2.797e-05	167	5.669e-05	342
ENST00000337019	296	1.021e-05	73	2.432e-05	126
ENST00000337057	1005	2.826e-05	207	7.567e-05	499
ENST00000337080	327	2.314e-05	83	4.484e-05	106
ENST00000337090	703	1.565e-05	117	4.709e-05	358
ENST00000337107	270	1.237e-05	89	2.710e-05	207
ENST00000337109	188	5.474e-06	44	1.484e-05	102
ENST00000337114	991	3.712e-05	390	8.092e-05	883
ENST00000337130	508	1.303e-05	107	3.482e-05	170
ENST00000337137	517	2.452e-05	162	5.070e-05	267
ENST00000337147	586	2.040e-05	172	5.318e-05	299
ENST00000337179	181	6.612e-06	20	1.559e-05	35
ENST00000337190	209	1.210e-05	71	2.461e-05	94
ENST00000337198	448	1.088e-05	85	2.925e-05	151
ENST00000337225	111	6.329e-06	24	1.333e-05	47
ENST00000337227	186	6.417e-06	35	1.521e-05	94
ENST00000337231	465	2.587e-05	89	5.280e-05	168
ENST00000337248	334	1.184e-05	74	2.725e-05	183
ENST00000337273	898	2.244e-05	164	6.531e-05	210
ENST00000337288	370	1.468e-05	89	3.914e-05	177
ENST00000337304	351	1.164e-05	136	2.559e-05	322
ENST00000337318	422	1.795e-05	133	4.232e-05	215
ENST00000337322	488	1.488e-05	108	3.684e-05	239
ENST00000337323	182	7.357e-06	49	1.710e-05	100
ENST00000337331	1330	4.074e-05	235	1.034e-04	613
ENST00000337334	362	1.149e-05	67	2.838e-05	177
ENST00000337338	858	2.327e-05	160	6.084e-05	268
ENST00000337343	1220	4.125e-05	226	9.683e-05	414
ENST00000337385	129	6.122e-06	49	1.232e-05	99
ENST00000337386	487	1.328e-05	97	3.336e-05	191
ENST00000337392	669	3.432e-05	192	6.950e-05	251
ENST00000337401	913	2.024e-05	169	6.061e-05	442
ENST00000337414	974	4.559e-05	172	9.115e-05	278
ENST00000337425	435	1.253e-05	121	2.994e-05	282
ENST00000337428	559	2.770e-05	119	5.740e-05	256
ENST00000337432	376	9.501e-06	71	2.942e-05	194
ENST00000337433	803	1.860e-05	169	5.487e-05	467
ENST00000337435	329	1.959e-05	113	3.326e-05	110
ENST00000337451	360	1.036e-05	101	2.622e-05	188
ENST00000337478	547	2.638e-05	191	5.516e-05	335
ENST00000337488	594	1.762e-05	123	5.034e-05	168
ENST00000337491	355	2.106e-05	97	4.207e-05	193
ENST00000337508	281	1.054e-05	79	2.430e-05	200
ENST00000337523	396	1.426e-05	82	3.736e-05	207
ENST00000337526	1192	4.091e-05	222	8.855e-05	637
ENST00000337530	716	2.376e-05	175	5.736e-05	343
ENST00000337532	576	1.692e-05	121	4.150e-05	251
ENST00000337537	467	1.236e-05	103	3.358e-05	76
ENST00000337539	412	1.843e-05	114	3.986e-05	191
ENST00000337554	169	8.694e-06	43	1.825e-05	73
ENST00000337573	213	4.708e-06	39	1.394e-05	74
ENST00000337579	870	3.036e-05	99	7.163e-05	233
ENST00000337619	158	5.430e-06	35	1.401e-05	40
ENST00000337620	183	3.991e-06	40	1.175e-05	34
ENST00000337652	615	2.883e-05	157	6.463e-05	199
