uniprot_id	struct_id	struct_source
A8MWV9	AF-A8MWV9-F1-model_v1	AF2
A8MWY0	AF-A8MWY0-F1-model_v1	AF2
A8MXD5	AF-A8MXD5-F1-model_v1	AF2
A8MXK1	AF-A8MXK1-F1-model_v1	AF2
A8MXV4	AF-A8MXV4-F1-model_v1	AF2
A8MXV6	AF-A8MXV6-F1-model_v1	AF2
A8MYP8	AF-A8MYP8-F1-model_v1	AF2
A8MYV0	AF-A8MYV0-F1-model_v1	AF2
A8MYZ0	AF-A8MYZ0-F1-model_v1	AF2
A8MZ26	AF-A8MZ26-F1-model_v1	AF2
A8MZ36	AF-A8MZ36-F1-model_v1	AF2
A8MZ97	AF-A8MZ97-F1-model_v1	AF2
A8MZG2	AF-A8MZG2-F1-model_v1	AF2
B0FP48	AF-B0FP48-F1-model_v1	AF2
B0YJ81	AF-B0YJ81-F1-model_v1	AF2
B1AJZ9	AF-B1AJZ9-F1-model_v1	AF2
B1AKI9	AF-B1AKI9-F1-model_v1	AF2
B1ANS9	AF-B1ANS9-F1-model_v1	AF2
B1ATL7	AF-B1ATL7-F1-model_v1	AF2
B2CW77	AF-B2CW77-F1-model_v1	AF2
B2RC85	AF-B2RC85-F1-model_v1	AF2
B2RN74	AF-B2RN74-F1-model_v1	AF2
B2RUY7	AF-B2RUY7-F1-model_v1	AF2
B2RUZ4	AF-B2RUZ4-F1-model_v1	AF2
B2RXF0	AF-B2RXF0-F1-model_v1	AF2
B3EWG3	AF-B3EWG3-F1-model_v1	AF2
B3KU38	AF-B3KU38-F1-model_v1	AF2
B4DJY2	AF-B4DJY2-F1-model_v1	AF2
B4DS77	AF-B4DS77-F1-model_v1	AF2
B5MCY1	AF-B5MCY1-F1-model_v1	AF2
B6SEH8	AF-B6SEH8-F1-model_v1	AF2
B6SEH9	AF-B6SEH9-F1-model_v1	AF2
B7Z1M9	AF-B7Z1M9-F1-model_v1	AF2
B7Z3J9	AF-B7Z3J9-F1-model_v1	AF2
B7ZAQ6	AF-B7ZAQ6-F1-model_v1	AF2
B9A014	AF-B9A014-F1-model_v1	AF2
B9EJG8	AF-B9EJG8-F1-model_v1	AF2
C9J069	AF-C9J069-F1-model_v1	AF2
C9J1S8	AF-C9J1S8-F1-model_v1	AF2
C9J302	AF-C9J302-F1-model_v1	AF2
C9J3V5	AF-C9J3V5-F1-model_v1	AF2
C9J6K1	AF-C9J6K1-F1-model_v1	AF2
C9J798	AF-C9J798-F1-model_v1	AF2
C9JA33	AF-C9JA33-F1-model_v1	AF2
C9JCN9	AF-C9JCN9-F1-model_v1	AF2
C9JH25	AF-C9JH25-F1-model_v1	AF2
C9JI98	AF-C9JI98-F1-model_v1	AF2
C9JJ37	AF-C9JJ37-F1-model_v1	AF2
C9JL84	AF-C9JL84-F1-model_v1	AF2
C9JQI7	AF-C9JQI7-F1-model_v1	AF2
C9JR72	AF-C9JR72-F1-model_v1	AF2
C9JUS6	AF-C9JUS6-F1-model_v1	AF2
C9JVW0	AF-C9JVW0-F1-model_v1	AF2
C9JXX5	AF-C9JXX5-F1-model_v1	AF2
D6RGH6	AF-D6RGH6-F1-model_v1	AF2
E2RYF6	AF-E2RYF6-F1-model_v1	AF2
E7ERA6	AF-E7ERA6-F1-model_v1	AF2
E9PI22	AF-E9PI22-F1-model_v1	AF2
E9PIF3	AF-E9PIF3-F1-model_v1	AF2
E9PJ23	AF-E9PJ23-F1-model_v1	AF2
E9PJI5	AF-E9PJI5-F1-model_v1	AF2
E9PKD4	AF-E9PKD4-F1-model_v1	AF2
E9PQR5	AF-E9PQR5-F1-model_v1	AF2
E9PQX1	AF-E9PQX1-F1-model_v1	AF2
E9PRG8	AF-E9PRG8-F1-model_v1	AF2
F2Z333	AF-F2Z333-F1-model_v1	AF2
F5GYI3	AF-F5GYI3-F1-model_v1	AF2
F5H4A9	AF-F5H4A9-F1-model_v1	AF2
F5H4B4	AF-F5H4B4-F1-model_v1	AF2
F8W1W9	AF-F8W1W9-F1-model_v1	AF2
F8WBI6	AF-F8WBI6-F1-model_v1	AF2
F8WFD2	AF-F8WFD2-F1-model_v1	AF2
H0YL14	AF-H0YL14-F1-model_v1	AF2
H3BNL1	AF-H3BNL1-F1-model_v1	AF2
H3BNL8	AF-H3BNL8-F1-model_v1	AF2
H3BPF8	AF-H3BPF8-F1-model_v1	AF2
H3BPM6	AF-H3BPM6-F1-model_v1	AF2
H3BQB6	AF-H3BQB6-F1-model_v1	AF2
H3BQJ8	AF-H3BQJ8-F1-model_v1	AF2
H3BQL2	AF-H3BQL2-F1-model_v1	AF2
H3BQW9	AF-H3BQW9-F1-model_v1	AF2
H3BR10	AF-H3BR10-F1-model_v1	AF2
H3BRN8	AF-H3BRN8-F1-model_v1	AF2
H3BS89	AF-H3BS89-F1-model_v1	AF2
H3BSY2	AF-H3BSY2-F1-model_v1	AF2
H3BTG2	AF-H3BTG2-F1-model_v1	AF2
H3BU77	AF-H3BU77-F1-model_v1	AF2
H3BV12	AF-H3BV12-F1-model_v1	AF2
H7C241	AF-H7C241-F1-model_v1	AF2
H7C350	AF-H7C350-F1-model_v1	AF2
I3L1E1	AF-I3L1E1-F1-model_v1	AF2
I3L3R5	AF-I3L3R5-F1-model_v1	AF2
I6L899	AF-I6L899-F1-model_v1	AF2
K7EJ46	AF-K7EJ46-F1-model_v1	AF2
L0R819	AF-L0R819-F1-model_v1	AF2
M0QZC1	AF-M0QZC1-F1-model_v1	AF2
M0QZD8	AF-M0QZD8-F1-model_v1	AF2
M0R2J8	AF-M0R2J8-F1-model_v1	AF2
O00151	AF-O00151-F1-model_v1	AF2
O00161	AF-O00161-F1-model_v1	AF2
O00165	AF-O00165-F1-model_v1	AF2
O00193	AF-O00193-F1-model_v1	AF2
O00213	AF-O00213-F1-model_v1	AF2
O00219	AF-O00219-F1-model_v1	AF2
O00220	AF-O00220-F1-model_v1	AF2
O00230	AF-O00230-F1-model_v1	AF2
O00237	AF-O00237-F1-model_v1	AF2
O00255	AF-O00255-F1-model_v1	AF2
O00257	AF-O00257-F1-model_v1	AF2
O00268	AF-O00268-F1-model_v1	AF2
O00273	AF-O00273-F1-model_v1	AF2
O00287	AF-O00287-F1-model_v1	AF2
O00291	AF-O00291-F1-model_v1	AF2
O00292	AF-O00292-F1-model_v1	AF2
O00321	AF-O00321-F1-model_v1	AF2
O00322	AF-O00322-F1-model_v1	AF2
O00330	AF-O00330-F1-model_v1	AF2
O00339	AF-O00339-F1-model_v1	AF2
O00358	AF-O00358-F1-model_v1	AF2
O00400	AF-O00400-F1-model_v1	AF2
O00401	AF-O00401-F1-model_v1	AF2
O00409	AF-O00409-F1-model_v1	AF2
O00418	AF-O00418-F1-model_v1	AF2
O00444	AF-O00444-F1-model_v1	AF2
O00453	AF-O00453-F1-model_v1	AF2
O00461	AF-O00461-F1-model_v1	AF2
O00463	AF-O00463-F1-model_v1	AF2
O00470	AF-O00470-F1-model_v1	AF2
O00472	AF-O00472-F1-model_v1	AF2
O00479	AF-O00479-F1-model_v1	AF2
O00507	AF-O00507-F1-model_v1	AF2
O00515	AF-O00515-F1-model_v1	AF2
O00526	AF-O00526-F1-model_v1	AF2
O00534	AF-O00534-F1-model_v1	AF2
O00559	AF-O00559-F1-model_v1	AF2
O00562	AF-O00562-F1-model_v1	AF2
O00570	AF-O00570-F1-model_v1	AF2
O00592	AF-O00592-F1-model_v1	AF2
O00622	AF-O00622-F1-model_v1	AF2
O00623	AF-O00623-F1-model_v1	AF2
O00712	AF-O00712-F1-model_v1	AF2
O00716	AF-O00716-F1-model_v1	AF2
O00763	AF-O00763-F1-model_v1	AF2
O14494	AF-O14494-F1-model_v1	AF2
O14495	AF-O14495-F1-model_v1	AF2
O14503	AF-O14503-F1-model_v1	AF2
O14511	AF-O14511-F1-model_v1	AF2
O14514	AF-O14514-F1-model_v1	AF2
O14524	AF-O14524-F1-model_v1	AF2
O14526	AF-O14526-F1-model_v1	AF2
O14529	AF-O14529-F1-model_v1	AF2
O14530	AF-O14530-F1-model_v1	AF2
O14544	AF-O14544-F1-model_v1	AF2
O14545	AF-O14545-F1-model_v1	AF2
O14562	AF-O14562-F1-model_v1	AF2
O14569	AF-O14569-F1-model_v1	AF2
O14578	AF-O14578-F1-model_v1	AF2
O14581	AF-O14581-F1-model_v1	AF2
O14594	AF-O14594-F1-model_v1	AF2
O14613	AF-O14613-F1-model_v1	AF2
O14617	AF-O14617-F1-model_v1	AF2
O14627	AF-O14627-F1-model_v1	AF2
O14633	AF-O14633-F1-model_v1	AF2
O14639	AF-O14639-F1-model_v1	AF2
O14640	AF-O14640-F1-model_v1	AF2
O14641	AF-O14641-F1-model_v1	AF2
O14662	AF-O14662-F1-model_v1	AF2
O14668	AF-O14668-F1-model_v1	AF2
O14669	AF-O14669-F1-model_v1	AF2
O14681	AF-O14681-F1-model_v1	AF2
O14683	AF-O14683-F1-model_v1	AF2
O14709	AF-O14709-F1-model_v1	AF2
O14715	AF-O14715-F1-model_v1	AF2
O14735	AF-O14735-F1-model_v1	AF2
O14763	AF-O14763-F1-model_v1	AF2
O14770	AF-O14770-F1-model_v1	AF2
O14776	AF-O14776-F1-model_v1	AF2
O14777	AF-O14777-F1-model_v1	AF2
O14791	AF-O14791-F1-model_v1	AF2
O14813	AF-O14813-F1-model_v1	AF2
O14827	AF-O14827-F1-model_v1	AF2
O14828	AF-O14828-F1-model_v1	AF2
O14836	AF-O14836-F1-model_v1	AF2
O14867	AF-O14867-F1-model_v1	AF2
O14880	AF-O14880-F1-model_v1	AF2
O14894	AF-O14894-F1-model_v1	AF2
O14924	AF-O14924-F1-model_v1	AF2
O14944	AF-O14944-F1-model_v1	AF2
O14948	AF-O14948-F1-model_v1	AF2
O14972	AF-O14972-F1-model_v1	AF2
O14974	AF-O14974-F1-model_v1	AF2
O14975	AF-O14975-F1-model_v1	AF2
O14976	AF-O14976-F1-model_v1	AF2
O14977	AF-O14977-F1-model_v1	AF2
O15013	AF-O15013-F1-model_v1	AF2
O15015	AF-O15015-F1-model_v1	AF2
O15016	AF-O15016-F1-model_v1	AF2
O15020	AF-O15020-F1-model_v1	AF2
O15034	AF-O15034-F1-model_v1	AF2
O15037	AF-O15037-F1-model_v1	AF2
O15040	AF-O15040-F1-model_v1	AF2
O15042	AF-O15042-F1-model_v1	AF2
O15049	AF-O15049-F1-model_v1	AF2
O15050	AF-O15050-F1-model_v1	AF2
O15054	AF-O15054-F1-model_v1	AF2
O15055	AF-O15055-F1-model_v1	AF2
O15056	AF-O15056-F1-model_v1	AF2
O15061	AF-O15061-F1-model_v1	AF2
O15062	AF-O15062-F1-model_v1	AF2
O15063	AF-O15063-F1-model_v1	AF2
O15068	AF-O15068-F1-model_v1	AF2
O15078	AF-O15078-F1-model_v1	AF2
O15079	AF-O15079-F1-model_v1	AF2
O15083	AF-O15083-F1-model_v1	AF2
O15085	AF-O15085-F1-model_v1	AF2
O15117	AF-O15117-F1-model_v1	AF2
O15120	AF-O15120-F1-model_v1	AF2
O15121	AF-O15121-F1-model_v1	AF2
O15127	AF-O15127-F1-model_v1	AF2
O15130	AF-O15130-F1-model_v1	AF2
O15151	AF-O15151-F1-model_v1	AF2
O15155	AF-O15155-F1-model_v1	AF2
O15156	AF-O15156-F1-model_v1	AF2
O15162	AF-O15162-F1-model_v1	AF2
O15164	AF-O15164-F1-model_v1	AF2
O15169	AF-O15169-F1-model_v1	AF2
O15209	AF-O15209-F1-model_v1	AF2
O15212	AF-O15212-F1-model_v1	AF2
O15226	AF-O15226-F1-model_v1	AF2
O15228	AF-O15228-F1-model_v1	AF2
O15230	AF-O15230-F1-model_v1	AF2
O15234	AF-O15234-F1-model_v1	AF2
O15240	AF-O15240-F1-model_v1	AF2
O15243	AF-O15243-F1-model_v1	AF2
O15244	AF-O15244-F1-model_v1	AF2
O15245	AF-O15245-F1-model_v1	AF2
O15258	AF-O15258-F1-model_v1	AF2
O15260	AF-O15260-F1-model_v1	AF2
O15266	AF-O15266-F1-model_v1	AF2
O15304	AF-O15304-F1-model_v1	AF2
O15321	AF-O15321-F1-model_v1	AF2
O15327	AF-O15327-F1-model_v1	AF2
O15344	AF-O15344-F1-model_v1	AF2
O15353	AF-O15353-F1-model_v1	AF2
O15370	AF-O15370-F1-model_v1	AF2
O15374	AF-O15374-F1-model_v1	AF2
O15391	AF-O15391-F1-model_v1	AF2
O15400	AF-O15400-F1-model_v1	AF2
O15405	AF-O15405-F1-model_v1	AF2
O15409	AF-O15409-F1-model_v1	AF2
O15446	AF-O15446-F1-model_v1	AF2
O15504	AF-O15504-F1-model_v1	AF2
O15522	AF-O15522-F1-model_v1	AF2
O15534	AF-O15534-F1-model_v1	AF2
O15552	AF-O15552-F1-model_v1	AF2
O43149	AF-O43149-F1-model_v1	AF2
O43150	AF-O43150-F1-model_v1	AF2
O43151	AF-O43151-F1-model_v1	AF2
O43156	AF-O43156-F1-model_v1	AF2
O43166	AF-O43166-F1-model_v1	AF2
O43167	AF-O43167-F1-model_v1	AF2
O43182	AF-O43182-F1-model_v1	AF2
O43186	AF-O43186-F1-model_v1	AF2
O43247	AF-O43247-F1-model_v1	AF2
O43248	AF-O43248-F1-model_v1	AF2
O43257	AF-O43257-F1-model_v1	AF2
O43264	AF-O43264-F1-model_v1	AF2
O43272	AF-O43272-F1-model_v1	AF2
O43281	AF-O43281-F1-model_v1	AF2
O43290	AF-O43290-F1-model_v1	AF2
O43292	AF-O43292-F1-model_v1	AF2
O43294	AF-O43294-F1-model_v1	AF2
O43298	AF-O43298-F1-model_v1	AF2
O43301	AF-O43301-F1-model_v1	AF2
O43303	AF-O43303-F1-model_v1	AF2
O43312	AF-O43312-F1-model_v1	AF2
O43314	AF-O43314-F1-model_v1	AF2
O43345	AF-O43345-F1-model_v1	AF2
O43364	AF-O43364-F1-model_v1	AF2
O43365	AF-O43365-F1-model_v1	AF2
O43374	AF-O43374-F1-model_v1	AF2
O43399	AF-O43399-F1-model_v1	AF2
O43422	AF-O43422-F1-model_v1	AF2
O43427	AF-O43427-F1-model_v1	AF2
O43432	AF-O43432-F1-model_v1	AF2
O43439	AF-O43439-F1-model_v1	AF2
O43462	AF-O43462-F1-model_v1	AF2
O43491	AF-O43491-F1-model_v1	AF2
O43505	AF-O43505-F1-model_v1	AF2
O43521	AF-O43521-F1-model_v1	AF2
O43529	AF-O43529-F1-model_v1	AF2
O43543	AF-O43543-F1-model_v1	AF2
O43555	AF-O43555-F1-model_v1	AF2
O43559	AF-O43559-F1-model_v1	AF2
O43561	AF-O43561-F1-model_v1	AF2
O43566	AF-O43566-F1-model_v1	AF2
O43567	AF-O43567-F1-model_v1	AF2
O43572	AF-O43572-F1-model_v1	AF2
O43586	AF-O43586-F1-model_v1	AF2
O43597	AF-O43597-F1-model_v1	AF2
O43609	AF-O43609-F1-model_v1	AF2
O43612	AF-O43612-F1-model_v1	AF2
O43638	AF-O43638-F1-model_v1	AF2
O43657	AF-O43657-F1-model_v1	AF2
O43670	AF-O43670-F1-model_v1	AF2
O43683	AF-O43683-F1-model_v1	AF2
O43688	AF-O43688-F1-model_v1	AF2
O43699	AF-O43699-F1-model_v1	AF2
O43711	AF-O43711-F1-model_v1	AF2
O43716	AF-O43716-F1-model_v1	AF2
O43719	AF-O43719-F1-model_v1	AF2
O43734	AF-O43734-F1-model_v1	AF2
O43736	AF-O43736-F1-model_v1	AF2
O43749	AF-O43749-F1-model_v1	AF2
O43759	AF-O43759-F1-model_v1	AF2
O43760	AF-O43760-F1-model_v1	AF2
O43761	AF-O43761-F1-model_v1	AF2
O43763	AF-O43763-F1-model_v1	AF2
O43768	AF-O43768-F1-model_v1	AF2
O43772	AF-O43772-F1-model_v1	AF2
O43790	AF-O43790-F1-model_v1	AF2
O43805	AF-O43805-F1-model_v1	AF2
O43808	AF-O43808-F1-model_v1	AF2
O43822	AF-O43822-F1-model_v1	AF2
O43823	AF-O43823-F1-model_v1	AF2
O43829	AF-O43829-F1-model_v1	AF2
O43852	AF-O43852-F1-model_v1	AF2
O43889	AF-O43889-F1-model_v1	AF2
O43903	AF-O43903-F1-model_v1	AF2
O43908	AF-O43908-F1-model_v1	AF2
O43909	AF-O43909-F1-model_v1	AF2
O43914	AF-O43914-F1-model_v1	AF2
O43915	AF-O43915-F1-model_v1	AF2
O43916	AF-O43916-F1-model_v1	AF2
O43918	AF-O43918-F1-model_v1	AF2
O43934	AF-O43934-F1-model_v1	AF2
O60216	AF-O60216-F1-model_v1	AF2
O60220	AF-O60220-F1-model_v1	AF2
O60225	AF-O60225-F1-model_v1	AF2
O60229	AF-O60229-F1-model_v1	AF2
O60232	AF-O60232-F1-model_v1	AF2
O60237	AF-O60237-F1-model_v1	AF2
O60238	AF-O60238-F1-model_v1	AF2
O60240	AF-O60240-F1-model_v1	AF2
O60241	AF-O60241-F1-model_v1	AF2
O60242	AF-O60242-F1-model_v1	AF2
O60268	AF-O60268-F1-model_v1	AF2
O60269	AF-O60269-F1-model_v1	AF2
O60271	AF-O60271-F1-model_v1	AF2
O60279	AF-O60279-F1-model_v1	AF2
O60284	AF-O60284-F1-model_v1	AF2
O60287	AF-O60287-F1-model_v1	AF2
O60290	AF-O60290-F1-model_v1	AF2
O60291	AF-O60291-F1-model_v1	AF2
O60292	AF-O60292-F1-model_v1	AF2
O60293	AF-O60293-F1-model_v1	AF2
O60294	AF-O60294-F1-model_v1	AF2
O60296	AF-O60296-F1-model_v1	AF2
O60299	AF-O60299-F1-model_v1	AF2
O60303	AF-O60303-F1-model_v1	AF2
O60304	AF-O60304-F1-model_v1	AF2
O60307	AF-O60307-F1-model_v1	AF2
O60318	AF-O60318-F1-model_v1	AF2
O60320	AF-O60320-F1-model_v1	AF2
O60336	AF-O60336-F1-model_v1	AF2
O60337	AF-O60337-F1-model_v1	AF2
O60343	AF-O60343-F1-model_v1	AF2
O60346	AF-O60346-F1-model_v1	AF2
O60356	AF-O60356-F1-model_v1	AF2
O60381	AF-O60381-F1-model_v1	AF2
O60383	AF-O60383-F1-model_v1	AF2
O60403	AF-O60403-F1-model_v1	AF2
O60412	AF-O60412-F1-model_v1	AF2
O60422	AF-O60422-F1-model_v1	AF2
O60431	AF-O60431-F1-model_v1	AF2
O60437	AF-O60437-F1-model_v1	AF2
O60443	AF-O60443-F1-model_v1	AF2
O60477	AF-O60477-F1-model_v1	AF2
O60478	AF-O60478-F1-model_v1	AF2
O60479	AF-O60479-F1-model_v1	AF2
O60487	AF-O60487-F1-model_v1	AF2
O60494	AF-O60494-F1-model_v1	AF2
O60496	AF-O60496-F1-model_v1	AF2
O60500	AF-O60500-F1-model_v1	AF2
O60504	AF-O60504-F1-model_v1	AF2
O60519	AF-O60519-F1-model_v1	AF2
O60522	AF-O60522-F1-model_v1	AF2
O60524	AF-O60524-F1-model_v1	AF2
O60548	AF-O60548-F1-model_v1	AF2
O60566	AF-O60566-F1-model_v1	AF2
O60641	AF-O60641-F1-model_v1	AF2
O60645	AF-O60645-F1-model_v1	AF2
O60656	AF-O60656-F1-model_v1	AF2
O60663	AF-O60663-F1-model_v1	AF2
O60667	AF-O60667-F1-model_v1	AF2
O60682	AF-O60682-F1-model_v1	AF2
O60683	AF-O60683-F1-model_v1	AF2
O60688	AF-O60688-F1-model_v1	AF2
O60711	AF-O60711-F1-model_v1	AF2
O60721	AF-O60721-F1-model_v1	AF2
O60732	AF-O60732-F1-model_v1	AF2
O60759	AF-O60759-F1-model_v1	AF2
O60779	AF-O60779-F1-model_v1	AF2
O60784	AF-O60784-F1-model_v1	AF2
O60809	AF-O60809-F1-model_v1	AF2
O60810	AF-O60810-F1-model_v1	AF2
O60811	AF-O60811-F1-model_v1	AF2
O60826	AF-O60826-F1-model_v1	AF2
O60828	AF-O60828-F1-model_v1	AF2
O60829	AF-O60829-F1-model_v1	AF2
O60830	AF-O60830-F1-model_v1	AF2
O60831	AF-O60831-F1-model_v1	AF2
O60858	AF-O60858-F1-model_v1	AF2
O60890	AF-O60890-F1-model_v1	AF2
O60902	AF-O60902-F1-model_v1	AF2
O60906	AF-O60906-F1-model_v1	AF2
O60925	AF-O60925-F1-model_v1	AF2
O60927	AF-O60927-F1-model_v1	AF2
O60934	AF-O60934-F1-model_v1	AF2
O75030	AF-O75030-F1-model_v1	AF2
O75037	AF-O75037-F1-model_v1	AF2
O75052	AF-O75052-F1-model_v1	AF2
O75054	AF-O75054-F1-model_v1	AF2
O75056	AF-O75056-F1-model_v1	AF2
O75064	AF-O75064-F1-model_v1	AF2
O75069	AF-O75069-F1-model_v1	AF2
O75071	AF-O75071-F1-model_v1	AF2
O75072	AF-O75072-F1-model_v1	AF2
O75074	AF-O75074-F1-model_v1	AF2
O75081	AF-O75081-F1-model_v1	AF2
O75093	AF-O75093-F1-model_v1	AF2
O75094	AF-O75094-F1-model_v1	AF2
O75095	AF-O75095-F1-model_v1	AF2
O75096	AF-O75096-F1-model_v1	AF2
O75112	AF-O75112-F1-model_v1	AF2
O75113	AF-O75113-F1-model_v1	AF2
O75116	AF-O75116-F1-model_v1	AF2
O75121	AF-O75121-F1-model_v1	AF2
O75122	AF-O75122-F1-model_v1	AF2
O75127	AF-O75127-F1-model_v1	AF2
O75132	AF-O75132-F1-model_v1	AF2
O75145	AF-O75145-F1-model_v1	AF2
O75146	AF-O75146-F1-model_v1	AF2
O75147	AF-O75147-F1-model_v1	AF2
O75150	AF-O75150-F1-model_v1	AF2
O75152	AF-O75152-F1-model_v1	AF2
O75153	AF-O75153-F1-model_v1	AF2
O75154	AF-O75154-F1-model_v1	AF2
O75159	AF-O75159-F1-model_v1	AF2
O75161	AF-O75161-F1-model_v1	AF2
O75164	AF-O75164-F1-model_v1	AF2
O75165	AF-O75165-F1-model_v1	AF2
O75167	AF-O75167-F1-model_v1	AF2
O75170	AF-O75170-F1-model_v1	AF2
O75175	AF-O75175-F1-model_v1	AF2
O75182	AF-O75182-F1-model_v1	AF2
O75192	AF-O75192-F1-model_v1	AF2
O75200	AF-O75200-F1-model_v1	AF2
O75204	AF-O75204-F1-model_v1	AF2
O75264	AF-O75264-F1-model_v1	AF2
O75298	AF-O75298-F1-model_v1	AF2
O75310	AF-O75310-F1-model_v1	AF2
O75323	AF-O75323-F1-model_v1	AF2
O75330	AF-O75330-F1-model_v1	AF2
O75334	AF-O75334-F1-model_v1	AF2
O75335	AF-O75335-F1-model_v1	AF2
O75339	AF-O75339-F1-model_v1	AF2
O75352	AF-O75352-F1-model_v1	AF2
O75360	AF-O75360-F1-model_v1	AF2
O75363	AF-O75363-F1-model_v1	AF2
O75364	AF-O75364-F1-model_v1	AF2
O75369	AF-O75369-F1-model_v1	AF2
O75381	AF-O75381-F1-model_v1	AF2
O75385	AF-O75385-F1-model_v1	AF2
O75387	AF-O75387-F1-model_v1	AF2
O75398	AF-O75398-F1-model_v1	AF2
O75409	AF-O75409-F1-model_v1	AF2
O75410	AF-O75410-F1-model_v1	AF2
O75417	AF-O75417-F1-model_v1	AF2
O75426	AF-O75426-F1-model_v1	AF2
O75431	AF-O75431-F1-model_v1	AF2
O75444	AF-O75444-F1-model_v1	AF2
O75459	AF-O75459-F1-model_v1	AF2
O75474	AF-O75474-F1-model_v1	AF2
O75475	AF-O75475-F1-model_v1	AF2
O75477	AF-O75477-F1-model_v1	AF2
O75494	AF-O75494-F1-model_v1	AF2
O75509	AF-O75509-F1-model_v1	AF2
O75526	AF-O75526-F1-model_v1	AF2
O75528	AF-O75528-F1-model_v1	AF2
O75534	AF-O75534-F1-model_v1	AF2
O75541	AF-O75541-F1-model_v1	AF2
O75553	AF-O75553-F1-model_v1	AF2
O75554	AF-O75554-F1-model_v1	AF2
O75556	AF-O75556-F1-model_v1	AF2
O75593	AF-O75593-F1-model_v1	AF2
O75602	AF-O75602-F1-model_v1	AF2
O75603	AF-O75603-F1-model_v1	AF2
O75610	AF-O75610-F1-model_v1	AF2
O75618	AF-O75618-F1-model_v1	AF2
O75626	AF-O75626-F1-model_v1	AF2
O75631	AF-O75631-F1-model_v1	AF2
O75665	AF-O75665-F1-model_v1	AF2
O75674	AF-O75674-F1-model_v1	AF2
O75683	AF-O75683-F1-model_v1	AF2
O75691	AF-O75691-F1-model_v1	AF2
O75718	AF-O75718-F1-model_v1	AF2
O75751	AF-O75751-F1-model_v1	AF2
O75771	AF-O75771-F1-model_v1	AF2
O75781	AF-O75781-F1-model_v1	AF2
O75783	AF-O75783-F1-model_v1	AF2
O75795	AF-O75795-F1-model_v1	AF2
O75800	AF-O75800-F1-model_v1	AF2
O75821	AF-O75821-F1-model_v1	AF2
O75829	AF-O75829-F1-model_v1	AF2
O75840	AF-O75840-F1-model_v1	AF2
O75841	AF-O75841-F1-model_v1	AF2
O75845	AF-O75845-F1-model_v1	AF2
O75864	AF-O75864-F1-model_v1	AF2
O75882	AF-O75882-F1-model_v1	AF2
O75886	AF-O75886-F1-model_v1	AF2
O75896	AF-O75896-F1-model_v1	AF2
O75901	AF-O75901-F1-model_v1	AF2
O75912	AF-O75912-F1-model_v1	AF2
O75915	AF-O75915-F1-model_v1	AF2
O75920	AF-O75920-F1-model_v1	AF2
O75923	AF-O75923-F1-model_v1	AF2
O75940	AF-O75940-F1-model_v1	AF2
O75943	AF-O75943-F1-model_v1	AF2
O75955	AF-O75955-F1-model_v1	AF2
O75962	AF-O75962-F1-model_v1	AF2
O75969	AF-O75969-F1-model_v1	AF2
O75970	AF-O75970-F1-model_v1	AF2
O75971	AF-O75971-F1-model_v1	AF2
O75976	AF-O75976-F1-model_v1	AF2
O75995	AF-O75995-F1-model_v1	AF2
O76000	AF-O76000-F1-model_v1	AF2
O76001	AF-O76001-F1-model_v1	AF2
O76002	AF-O76002-F1-model_v1	AF2
O76009	AF-O76009-F1-model_v1	AF2
O76011	AF-O76011-F1-model_v1	AF2
O76014	AF-O76014-F1-model_v1	AF2
O76015	AF-O76015-F1-model_v1	AF2
O76024	AF-O76024-F1-model_v1	AF2
O76041	AF-O76041-F1-model_v1	AF2
O76050	AF-O76050-F1-model_v1	AF2
O76061	AF-O76061-F1-model_v1	AF2
O76064	AF-O76064-F1-model_v1	AF2
O76076	AF-O76076-F1-model_v1	AF2
O76080	AF-O76080-F1-model_v1	AF2
O76082	AF-O76082-F1-model_v1	AF2
O76099	AF-O76099-F1-model_v1	AF2
O94763	AF-O94763-F1-model_v1	AF2
O94772	AF-O94772-F1-model_v1	AF2
O94804	AF-O94804-F1-model_v1	AF2
O94812	AF-O94812-F1-model_v1	AF2
O94813	AF-O94813-F1-model_v1	AF2
O94818	AF-O94818-F1-model_v1	AF2
O94822	AF-O94822-F1-model_v1	AF2
O94830	AF-O94830-F1-model_v1	AF2
O94842	AF-O94842-F1-model_v1	AF2
O94844	AF-O94844-F1-model_v1	AF2
O94864	AF-O94864-F1-model_v1	AF2
O94868	AF-O94868-F1-model_v1	AF2
O94874	AF-O94874-F1-model_v1	AF2
O94875	AF-O94875-F1-model_v1	AF2
O94876	AF-O94876-F1-model_v1	AF2
O94880	AF-O94880-F1-model_v1	AF2
O94885	AF-O94885-F1-model_v1	AF2
O94886	AF-O94886-F1-model_v1	AF2
O94888	AF-O94888-F1-model_v1	AF2
O94900	AF-O94900-F1-model_v1	AF2
O94905	AF-O94905-F1-model_v1	AF2
O94907	AF-O94907-F1-model_v1	AF2
O94915	AF-O94915-F1-model_v1	AF2
O94919	AF-O94919-F1-model_v1	AF2
O94927	AF-O94927-F1-model_v1	AF2
O94929	AF-O94929-F1-model_v1	AF2
O94933	AF-O94933-F1-model_v1	AF2
O94941	AF-O94941-F1-model_v1	AF2
O94952	AF-O94952-F1-model_v1	AF2
O94955	AF-O94955-F1-model_v1	AF2
O94966	AF-O94966-F1-model_v1	AF2
O94972	AF-O94972-F1-model_v1	AF2
