ENST00000330271 Q5JWF8
ENST00000408955 O95006
ENST00000340208 Q06413
ENST00000337425 Q86WD7
ENST00000389832 Q86SM8
ENST00000360482 Q6ZMY3
ENST00000394855 Q8WW22
ENST00000354914 Q6ZMJ2
ENST00000421743 P49798
ENST00000420283 Q9UJ04
ENST00000367931 Q9P1P5
ENST00000405312 Q00888
ENST00000389554 Q16650
ENST00000338482 Q8NCG5
ENST00000408979 Q6IF42
ENST00000379661 Q9BVA0
ENST00000378673 O60383
ENST00000368690 Q9Y3Y2
ENST00000406487 P11465
ENST00000341785 Q96GL9
ENST00000392690 Q9Y5Z6
ENST00000358154 Q9H1A3
ENST00000366472 Q7L8J4
ENST00000391929 Q13007
ENST00000361483 Q8N4B1
ENST00000407599 A6NGK3
ENST00000417237 Q8N3R3
ENST00000400198 Q9NWB6
ENST00000378115 A5YM69
ENST00000367091 O60667
ENST00000395585 Q96FL8
ENST00000397410 Q9ULX6
ENST00000382333 Q14512
ENST00000368602 Q5T215
ENST00000368599 Q8N5C1
ENST00000368061 Q9ULK5
ENST00000358011 Q9NX04
ENST00000355999 Q9UEW8
ENST00000395706 Q96C03
ENST00000370777 Q9UJG1
ENST00000338352 Q7L8S5
ENST00000404924 P68543
ENST00000371939 Q5W064
ENST00000341259 Q9UQQ2
ENST00000420398 A1L429
ENST00000405679 A1L429
ENST00000381556 Q9BQG0
ENST00000367342 Q3KP66
ENST00000368376 Q13505
ENST00000379516 O60749
ENST00000367714 Q5TAH2
ENST00000417563 A0A1B0GTY4
ENST00000381722 A6NDE8
ENST00000368378 P49746
ENST00000375053 Q9UNF1
ENST00000381709 Q13065
ENST00000397748 O95954
ENST00000367866 P14859
ENST00000375687 Q8IXJ9
ENST00000349048 P17858
ENST00000341700 O95837
ENST00000338448 O75781
ENST00000362097 Q6NT46
ENST00000381698 A1L429
ENST00000340147 Q569G3
ENST00000399564 Q7Z745
ENST00000357060 Q8NDM7
ENST00000376650 A6NFQ7
ENST00000356136 Q9P2Y5
ENST00000379540 Q12986
ENST00000391773 P59046
ENST00000377436 P23280
ENST00000410006 Q8IW40
ENST00000373045 Q5VSG8
ENST00000392373 P32856
ENST00000391440 Q17RB0
ENST00000369694 O60641
ENST00000372728 Q9HBH7
ENST00000367165 P56880
ENST00000394375 P07098
ENST00000400906 Q6PXP3
ENST00000421337 Q96S97
ENST00000379095 Q9NPE2
ENST00000350082 Q9UPZ9
ENST00000407818 O00139
ENST00000391767 P62955
ENST00000371445 Q96MA1
ENST00000418596 Q8IXS8
ENST00000357878 A6NHT5
ENST00000338372 Q6UX27
ENST00000409296 Q9UI26
ENST00000395301 Q1ZYL8
ENST00000339992 A2RU54
ENST00000377844 Q9NR64
ENST00000382110 Q8WVT3
ENST00000377698 P30837
ENST00000357066 Q96BX8
ENST00000370775 Q9BWD3
ENST00000394196 O14647
ENST00000361566 P08727
ENST00000377694 Q8WX77
ENST00000373042 Q6ZSJ8
ENST00000373044 Q86U90
ENST00000392452 Q8IYB1
ENST00000398056 Q08830
ENST00000367425 Q02985
ENST00000399703 Q8IVF6
ENST00000392687 Q6ZMG9
ENST00000345512 Q92729
ENST00000341911 P10242
ENST00000375363 Q9NQR9
ENST00000373036 Q14872
ENST00000357392 O00421
ENST00000421852 Q96HV5
ENST00000378075 A6NIK2
ENST00000371429 Q9BTX1
ENST00000377424 P22732
ENST00000368302 Q9Y2Q5
ENST00000382659 A6NEQ0
ENST00000369704 Q5T655
ENST00000391759 P0C1Z6
ENST00000338045 P48059
ENST00000369738 Q8TCI5
ENST00000356348 O15131
ENST00000396478 Q9Y573
ENST00000355105 Q9HC44
ENST00000383794 Q6PII3
ENST00000380041 Q9UN30
ENST00000368557 Q5T6X4
ENST00000370766 P51815
ENST00000373051 Q99750
ENST00000372025 Q5SWH9
ENST00000377387 Q15637
ENST00000342695 Q4VNC1
ENST00000407847 Q9NQX0
ENST00000342358 Q4VNC0
ENST00000374521 Q58HT5
ENST00000409474 Q96JB8
ENST00000399899 P56748
ENST00000374519 P51582
ENST00000340345 Q3LI83
ENST00000416044 Q3LHN0
ENST00000360542 Q6PEX3
ENST00000382835 Q3LI81
ENST00000399889 Q52LG2
ENST00000355459 Q8IUC0
ENST00000390690 Q3SY46
ENST00000339732 Q8N3T1
ENST00000409883 Q96Q45
ENST00000412401 Q6ZP80
ENST00000343411 Q14703
ENST00000351625 O75530
ENST00000390689 Q8IUB9
ENST00000396496 Q86Z20
ENST00000374473 Q5JT25
ENST00000382830 Q3LI68
ENST00000391624 Q3LI67
ENST00000375156 Q9UIM3
ENST00000380486 Q9Y426
ENST00000382828 Q3LI62
ENST00000382826 Q3LI60
ENST00000381781 A6NEK1
ENST00000368043 Q9NQ25
ENST00000395443 Q2TAL8
ENST00000367674 Q92752
ENST00000369846 Q86VQ0
ENST00000377411 Q5UAW9
ENST00000396365 Q6PI73
ENST00000395496 Q99943
ENST00000376150 O75459
ENST00000367278 Q9HBX8
ENST00000376141 O60829
ENST00000338458 Q9NR81
ENST00000335968 A2RTX5
ENST00000375915 B1AL88
ENST00000394642 Q9Y2Y6
ENST00000354377 Q6NX45
ENST00000408903 P23508
ENST00000376180 O95965
ENST00000378434 P43657
ENST00000361568 Q9UMR5
ENST00000358025 Q8WXH0
ENST00000381870 O60931
ENST00000369701 Q9UPU3
ENST00000376131 Q92915
ENST00000390666 Q9BXA7
ENST00000338728 Q8N8Z6
ENST00000339249 Q6P9G9
ENST00000417443 P0DMW4
ENST00000380907 Q8NHY5
ENST00000395065 Q9H4D5
ENST00000370927 Q16206
ENST00000391749 Q8N423
ENST00000389313 Q2TAL5
ENST00000358867 Q8IUX1
ENST00000378553 Q8NEP3
ENST00000367854 Q6JBY9
ENST00000380033 Q8NDZ0
ENST00000369732 Q12889
ENST00000359470 Q9BW04
ENST00000379682 A2AJT9
ENST00000361421 O94900
ENST00000361243 Q12802
ENST00000377647 Q5TZJ5
ENST00000381585 Q96LR7
ENST00000372524 Q96F45
ENST00000393812 Q8TB61
ENST00000373765 P21941
ENST00000370854 Q969W1
ENST00000369816 Q9GZR5
ENST00000391742 Q6GTX8
ENST00000399518 Q3MJ16
ENST00000375898 Q7L211
ENST00000394253 Q70CQ1
ENST00000377673 Q8WUB2
ENST00000393593 P14316
ENST00000370918 Q9NYP7
ENST00000371505 Q5JU00
ENST00000398884 Q96B49
ENST00000373953 P36508
ENST00000368494 Q96E22
ENST00000403263 Q53TQ3
ENST00000360388 Q5T1Q4
ENST00000376531 Q9H313
ENST00000358227 Q96GE9
ENST00000373014 Q9Y3A2
ENST00000373012 Q03052
ENST00000335999 Q9HCH0
ENST00000372695 Q9NWD9
ENST00000368033 Q9BZW8
ENST00000393238 O94876
ENST00000368488 Q5SZL2
ENST00000355220 P43364
ENST00000359462 Q15366
ENST00000339465 Q658L1
ENST00000360028 Q5VW00
ENST00000357771 P57773
ENST00000371126 Q5VU92
ENST00000382822 Q3LI54
ENST00000372165 Q9H1X1
ENST00000372990 Q9NX52
ENST00000380009 Q6UWY0
ENST00000370695 Q92581
ENST00000397272 Q68DD2
ENST00000371628 Q496Y0
ENST00000392096 P53672
ENST00000371125 B1ATL7
ENST00000394243 Q8N3V7
ENST00000337975 Q9H0H3
ENST00000419573 Q13972
ENST00000379643 Q96T17
ENST00000391959 O60237
ENST00000394562 Q8IYM2
ENST00000419065 Q5JS54
ENST00000370416 Q9UBD0
ENST00000391997 P20941
ENST00000366698 Q9Y577
ENST00000356198 Q8N0S6
ENST00000404190 Q5VXJ0
ENST00000404459 Q5VXI9
ENST00000402510 Q9ULL0
ENST00000407426 Q15061
ENST00000409086 Q9ULF5
ENST00000372685 Q8IYN2
ENST00000341552 Q6ZU64
ENST00000367267 Q8N9I0
ENST00000404743 Q5VYY2
ENST00000371930 Q5VYY1
ENST00000361361 P81408
ENST00000338891 Q8NB25
ENST00000367078 P20851
ENST00000379558 Q6ZUX3
ENST00000389100 Q86T96
ENST00000368685 O95295
ENST00000361891 Q12905
ENST00000368468 P33908
ENST00000380007 Q8NGU9
ENST00000371124 Q8TDG2
ENST00000409271 Q9UNE0
ENST00000340381 Q5SNT2
ENST00000380005 Q8TAC1
ENST00000395479 Q96HR9
ENST00000397956 O43822
ENST00000372680 Q5H9L2
ENST00000352410 P34949
ENST00000366695 Q7L7L0
ENST00000370406 Q96DE9
ENST00000394143 Q8IZF6
ENST00000368029 Q8WWU7
ENST00000372585 Q9Y694
ENST00000402034 B5MCN3
ENST00000344777 Q13268
ENST00000372666 Q9BRU2
ENST00000361428 Q5VUA4
ENST00000349945 O94916
ENST00000367412 P05160
ENST00000379982 O94955
ENST00000419761 Q8IYA7
ENST00000393324 Q16798
ENST00000398290 I1YAP6
ENST00000371460 O75486
ENST00000389074 A6NKW6
ENST00000370648 P32247
ENST00000367167 Q6P7N7
ENST00000367409 Q8IZT6
ENST00000369807 P49184
ENST00000361875 O75157
ENST00000369689 Q5TAB7
ENST00000339488 Q6ZW05
ENST00000348931 Q6X784
ENST00000370238 P48507
ENST00000376503 P46059
ENST00000409720 Q9H9Q4
ENST00000370905 Q9H511
ENST00000349466 Q16720
ENST00000360683 Q9Y6M4
ENST00000380834 Q9BU64
ENST00000394945 Q08629
ENST00000370634 Q99990
ENST00000359878 Q6PI47
ENST00000357799 Q562F6
ENST00000369817 P27635
ENST00000367662 Q9BXP8
ENST00000376091 P51795
ENST00000341162 Q9Y324
ENST00000369722 P24539
ENST00000421388 P0C6C1
ENST00000408989 Q5DID0
ENST00000403245 Q5TB80
ENST00000345382 Q01954
ENST00000361833 O14525
ENST00000376350 Q9HD43
ENST00000381545 Q9NPD5
ENST00000415061 Q8NBN7
ENST00000369630 Q7Z5A8
ENST00000372656 Q9UHQ7
ENST00000340010 P40879
ENST00000412477 P32121
ENST00000368023 Q8NFU3
ENST00000416165 Q8TBE0
ENST00000405239 Q9NQZ3
ENST00000346219 Q9Y238
ENST00000370888 Q9BTT6
ENST00000367405 Q5SVQ8
ENST00000360317 Q8TAX9
ENST00000343534 Q8NEQ5
ENST00000389834 Q8NBN3
ENST00000372645 Q00994
ENST00000356132 Q11206
ENST00000370396 Q13496
ENST00000395825 Q9HBT7
ENST00000377801 Q63HM9
ENST00000360982 Q9Y2A7
ENST00000340073 P0DTA3
ENST00000367162 Q6XUX3
ENST00000357260 Q9NTI7
ENST00000394780 Q9NP73
ENST00000369716 P0DMS9
ENST00000370903 Q8N6C5
ENST00000369626 P53985
ENST00000356454 Q53LP3
ENST00000354300 Q8NI37
ENST00000412770 Q9UPN7
ENST00000353379 Q15131
ENST00000338616 Q8NG92
ENST00000368174 O43866
ENST00000421176 Q2VY69
ENST00000397061 A8MXV4
ENST00000371273 Q3ZCV2
ENST00000371311 P0C2W7
ENST00000419982 Q5JQC4
ENST00000367029 P27469
ENST00000417256 Q5JQC4
ENST00000419343 O14737
ENST00000366788 Q69YW2
ENST00000359236 Q8N0Z9
ENST00000409358 A2VCK2
ENST00000336257 Q9GZS9
ENST00000373593 Q8WY98
ENST00000397457 Q8TDH9
ENST00000397944 Q8N7X0
ENST00000377950 Q6UWN5
ENST00000357586 Q10567
ENST00000380605 Q96SM3
ENST00000370372 Q6QNY1
ENST00000383820 Q6P087
ENST00000373586 Q13347
ENST00000374112 Q8N6V4
ENST00000383467 A6NM36
ENST00000356721 Q8IUQ4
ENST00000398138 O75452
ENST00000376327 Q04941
ENST00000397764 A4D0T7
ENST00000361033 Q8WW34
ENST00000344935 A6NMK7
ENST00000399143 A8MYV0
ENST00000343218 Q14195
ENST00000419194 Q5JQC4
ENST00000376504 Q7RTS3
ENST00000415858 Q5JQC4
ENST00000407951 Q12901
ENST00000360827 A6PVY3
ENST00000354373 O75677
ENST00000359042 Q9BSJ5
ENST00000354473 Q15906
ENST00000389202 Q13349
ENST00000420886 A3KN83
ENST00000369310 Q5SXH7
ENST00000396594 Q9Y223
ENST00000375911 O95873
ENST00000340433 Q6ZR62
ENST00000342063 Q6ZS72
ENST00000372441 Q5JTD7
ENST00000421745 Q9NR09
ENST00000374412 Q5I0G3
ENST00000367142 Q9H1E3
ENST00000378623 O75096
ENST00000342640 Q9P2T0
ENST00000392571 Q15118
ENST00000375695 Q9Y5V3
ENST00000339140 Q6PJQ5
ENST00000392793 O75443
ENST00000354590 Q96K62
ENST00000393274 Q68D51
ENST00000393655 Q92481
ENST00000367145 Q96JT2
ENST00000379442 Q9UKN1
ENST00000369747 Q7Z6J8
ENST00000395067 Q96H12
ENST00000374879 Q8IYR6
ENST00000389301 O15360
ENST00000371347 O95847
ENST00000379343 Q6NXT4
ENST00000372890 O95900
ENST00000391618 P60329
ENST00000361952 Q96NB3
ENST00000400368 P60371
ENST00000380095 P60014
ENST00000368013 Q7Z6I6
ENST00000400374 P60372
ENST00000391621 P60368
ENST00000391620 P60369
ENST00000391617 P59990
ENST00000400365 P60413
ENST00000401053 P52742
ENST00000400372 P60370
ENST00000400375 P60331
ENST00000397907 P60328
ENST00000361757 Q9Y2G9
ENST00000418814 Q9P2D6
ENST00000367393 Q5VUE5
ENST00000359568 O95613
ENST00000370733 Q9HCI6
ENST00000341164 Q8WXB4
ENST00000343629 Q6P9B6
ENST00000357166 Q9Y397
ENST00000398721 Q30KQ1
ENST00000391701 Q9H707
ENST00000339656 Q96SQ5
ENST00000419445 P53609
ENST00000340634 Q6ZVX9
ENST00000335783 Q7L2Z9
ENST00000371197 Q5SZD4
ENST00000369663 O95935
ENST00000367462 Q76B58
ENST00000397701 P58557
ENST00000379380 Q5U5X0
ENST00000359534 O95279
ENST00000355014 Q9H3S1
ENST00000403714 Q9Y2G0
ENST00000361539 Q9C0B6
ENST00000395246 Q9NRR3
ENST00000402905 Q8N187
ENST00000373231 Q96T54
ENST00000360507 Q9BV87
ENST00000372629 Q96EI5
ENST00000342310 Q8TE12
ENST00000359894 Q6T4P5
ENST00000358024 O75069
ENST00000367057 P20023
ENST00000376325 A6NL88
ENST00000342056 Q9NR82
ENST00000358526 Q5JQC9
ENST00000367157 Q9H093
ENST00000389623 A1L4H1
ENST00000370060 P32004
ENST00000413299 P0C263
ENST00000376042 Q8WWL7
ENST00000405142 Q9BRJ7
ENST00000372628 Q969E4
ENST00000368680 P16066
ENST00000372626 Q15170
ENST00000367588 Q5VZ46
ENST00000381480 Q8IV53
ENST00000370028 P98171
ENST00000368865 O43684
ENST00000356762 Q9BUF7
ENST00000411543 Q9Y6I3
ENST00000341750 F8VTS6
ENST00000407325 P46091
ENST00000355312 Q14161
ENST00000355468 Q92791
ENST00000377924 A6NJW4
ENST00000342929 Q86W25
ENST00000390649 P59047
ENST00000370812 Q92643
ENST00000414835 P51659
ENST00000337080 Q8N0Y2
ENST00000357330 Q9UBC7
ENST00000361725 P56177
ENST00000374902 Q9NXF1
ENST00000379611 Q8NEF3
ENST00000391713 Q9BUG6
ENST00000361557 O43164
ENST00000416219 O75185
ENST00000388988 A2RU49
ENST00000405876 Q9BT92
ENST00000367153 Q68G75
ENST00000371106 O43895
ENST00000360524 A2RUR9
ENST00000370384 Q4VXA5
ENST00000343584 O14603
ENST00000370388 Q5JSQ8
ENST00000342995 Q86X51
ENST00000367547 Q9BZQ2
ENST00000361511 O14829
ENST00000382751 O60287
ENST00000381647 A6NDU8
ENST00000399784 Q8TCY5
ENST00000393512 O43747
ENST00000417209 Q2M5E4
ENST00000337940 O75469
ENST00000342683 A6NNL5
ENST00000374423 Q9HCK1
ENST00000335894 Q86VS3
ENST00000371374 Q14206
ENST00000399134 A8MZ36
ENST00000380283 Q5TGL8
ENST00000367577 Q5VY09
ENST00000355774 Q9UHC1
ENST00000380958 Q58A45
ENST00000368273 Q6P1K2
ENST00000379869 Q8IZP9
ENST00000368272 P02818
ENST00000375992 Q96G61
ENST00000335852 Q6TCH4
ENST00000417339 A0A0U1RRI6
ENST00000372530 Q5T3U5
ENST00000358201 Q9H5N1
ENST00000372488 Q6UY11
ENST00000357084 O14983
ENST00000374987 Q9UBZ4
ENST00000419291 A6NDY0
ENST00000379458 Q02505
ENST00000414468 Q5CZA5
ENST00000360338 Q14592
ENST00000360458 Q15014
ENST00000356892 O75995
ENST00000407008 Q9UBE8
ENST00000343280 Q68DY9
ENST00000414043 O94983
ENST00000355943 Q96AG3
ENST00000336128 Q8NEK5
ENST00000368463 Q96AQ6
ENST00000370370 A6NC42
ENST00000370367 Q587J8
ENST00000370359 A6NGQ2
ENST00000370336 Q9NXZ2
ENST00000376233 Q6P9A3
ENST00000379494 Q9UHP9
ENST00000361242 Q7Z3C6
ENST00000335847 P54107
ENST00000361970 Q4G0S7
ENST00000374971 Q5JRK9
ENST00000394052 Q8N1A0
ENST00000419165 P0CG35
ENST00000396161 P52741
ENST00000379484 O43462
ENST00000374968 Q7Z2X7
ENST00000396154 Q9NXT0
ENST00000379663 Q06265
ENST00000410016 P31249
ENST00000379026 O00321
ENST00000371315 Q9ULC4
ENST00000392250 Q6ZPD9
ENST00000398652 P58499
ENST00000340126 P23497
ENST00000372022 O75683
ENST00000375333 P49842
ENST00000410061 Q9H0N0
ENST00000378339 Q9BRK0
ENST00000419308 Q9Y261
ENST00000399080 Q09MP3
ENST00000400079 P0DP74
ENST00000404666 P62760
ENST00000374358 O95807
ENST00000376974 A6NI87
ENST00000378555 O00592
ENST00000409031 Q9NXE4
ENST00000393158 Q9GZP0
ENST00000357155 A2RUH7
ENST00000372129 O14654
ENST00000379170 Q96AQ8
ENST00000375254 Q5T4S7
ENST00000375349 O77932
ENST00000369064 Q9BW92
ENST00000373610 P40222
ENST00000401557 O95971
ENST00000396872 Q7RTT9
ENST00000381440 Q3MIP1
ENST00000379829 Q9H209
ENST00000369239 Q8TF01
ENST00000402744 P16870
ENST00000409914 A5A3E0
ENST00000347055 Q9NPI7
ENST00000419482 Q8NB12
ENST00000343730 Q15528
ENST00000359600 Q9P217
ENST00000354105 Q69YN2
ENST00000380276 Q01081
ENST00000361722 A7MCY6
ENST00000339446 Q7Z7L8
ENST00000376510 Q9Y3D2
ENST00000355634 O94875
ENST00000379116 P51172
ENST00000378832 Q4AC99
ENST00000368586 Q8IYW2
ENST00000347230 Q68DK2
ENST00000393929 P51959
ENST00000409386 Q5T5Y3
ENST00000403751 Q9UNN4
ENST00000380534 Q8IYX7
ENST00000380548 Q8N6G6
ENST00000355537 O15090
ENST00000355497 O60663
ENST00000337851 Q92629
ENST00000340020 Q96BJ3
ENST00000369429 Q96SF7
ENST00000342203 Q9Y2D8
ENST00000413459 Q9Y303
ENST00000342783 P22891
ENST00000376191 P59942
ENST00000376148 Q9UBC1
ENST00000418971 Q9BWP8
ENST00000368820 Q6UY18
ENST00000371957 Q8NE28
ENST00000376954 P51508
ENST00000371942 Q9GZR2
ENST00000376694 Q9C019
ENST00000358544 Q7Z7G8
ENST00000402868 Q9NQR1
ENST00000392142 Q9Y6R4
ENST00000396650 Q9C002
ENST00000396965 P17025
ENST00000415385 P45985
ENST00000389658 P25391
ENST00000381394 A6NDZ8
ENST00000397799 P25067
ENST00000381393 Q8NHZ7
ENST00000366687 Q6IQ19
ENST00000381854 Q7L3B6
ENST00000369046 Q9H0R6
ENST00000359949 Q99571
ENST00000371279 Q7L3T8
ENST00000373383 Q96BW1
ENST00000366955 P49454
ENST00000366684 P68133
ENST00000341744 Q969W9
ENST00000371276 Q5TAA0
ENST00000392539 P35453
ENST00000389902 Q9NWF9
ENST00000406506 P35452
ENST00000368176 Q96LA6
ENST00000376874 Q5EBL4
ENST00000391965 Q9H609
ENST00000395146 P51825
ENST00000412157 Q16560
ENST00000369367 Q99590
ENST00000374282 Q99487
ENST00000356082 Q13751
ENST00000373151 Q3KQU3
ENST00000368888 Q99755
ENST00000345060 P13945
ENST00000374115 Q16572
ENST00000401548 Q5TIA1
ENST00000421922 Q9BUN5
ENST00000409533 Q6UX34
ENST00000409685 Q9H5Z6
ENST00000350498 Q13442
ENST00000380712 Q99217
ENST00000396581 Q6P9F5
ENST00000375615 Q6UX15
ENST00000383472 Q9P2N2
ENST00000340940 A4D1S0
ENST00000376344 Q5T6V5
ENST00000337414 O43182
ENST00000398604 Q9Y5G5
ENST00000358392 P12107
ENST00000371989 O15260
ENST00000400384 P31152
ENST00000344265 P28069
ENST00000367927 Q9NY84
ENST00000343684 Q5M9Q1
ENST00000407834 A6NM10
ENST00000343470 Q9NX58
ENST00000401542 A6NJI9
ENST00000396652 Q6X4U4
ENST00000382410 Q8N687
ENST00000382398 Q9BYW3
ENST00000382388 Q9H1M4
ENST00000399820 Q8NEZ3
ENST00000398484 Q8N441
ENST00000382376 Q7Z7B7
ENST00000360321 Q9NUD7
ENST00000378858 Q8WUT4
ENST00000396073 Q9NRM1
ENST00000411995 Q9UJL9
ENST00000372710 Q9BQY9
ENST00000380502 Q7Z4H7
ENST00000336395 Q15569
ENST00000336615 Q96AD5
ENST00000346248 Q7LFX5
ENST00000376214 Q16620
ENST00000377601 Q5SQ80
ENST00000378083 Q13303
ENST00000417996 P12035
ENST00000343855 Q96FA7
ENST00000374692 Q9NVV0
ENST00000398545 Q96M91
ENST00000372726 Q9Y2B4
ENST00000372572 Q9UPW0
ENST00000372727 Q8N2H4
ENST00000373313 Q9Y5Q3
ENST00000372706 Q49AA0
ENST00000414253 Q6NZ36
ENST00000375643 P41252
ENST00000345851 O75382
ENST00000403205 Q6ZSS3
ENST00000343597 Q6SJ93
ENST00000393110 Q658P3
ENST00000403028 Q8N5C7
ENST00000378567 Q05513
ENST00000342665 O15370
ENST00000339917 Q6SA08
ENST00000360009 Q86SQ9
ENST00000382291 Q9GZP1
ENST00000413272 Q68CJ6
ENST00000372406 Q5VW38
ENST00000339431 Q8N6Y2
ENST00000381525 O75461
ENST00000369805 Q8TE67
ENST00000370025 Q5VTL8
ENST00000358293 Q9NTX9
ENST00000421807 Q9BT40
ENST00000342480 Q9NZ53
ENST00000346834 Q9BY07
ENST00000377179 Q5JNZ3
ENST00000370996 O95685
ENST00000370351 Q9BYT1
ENST00000409006 O43731
ENST00000361673 Q86TB3
ENST00000377175 Q9Y3N9
ENST00000372281 Q8TBM7
ENST00000375263 P37058
ENST00000375222 Q9BQM9
ENST00000361742 Q6UXK2
ENST00000345088 Q6W0C5
ENST00000374343 Q8N5G2
ENST00000371328 Q5JX71
ENST00000362021 Q96H72
ENST00000348616 Q8IXH8
ENST00000389622 Q68DQ2
ENST00000380842 Q9Y244
ENST00000372588 Q8N693
ENST00000370481 Q9H0R5
ENST00000398214 Q6Q8B3
ENST00000377173 O76000
ENST00000368358 Q9P1Z3
ENST00000351008 Q9BXB7
ENST00000378954 Q8NHH9
ENST00000354777 Q5T9L3
ENST00000375353 Q8WV15
ENST00000409466 Q3KRA6
ENST00000421491 P0CB38
ENST00000399455 Q96K76
ENST00000409248 Q5BLP8
ENST00000338588 Q6UWF9
ENST00000376511 Q96QC0
ENST00000354042 Q9UKG4
ENST00000361921 P49895
ENST00000370982 Q9UBI6
ENST00000416569 Q5GH73
ENST00000370017 Q5VTL7
ENST00000341459 Q71RS6
ENST00000394943 Q9UHB6
ENST00000382545 Q09470
ENST00000340951 Q8N9H8
ENST00000378681 Q8WVF2
ENST00000408930 Q6WQI6
ENST00000358527 Q9H790
ENST00000380814 Q7Z3Q1
ENST00000359450 O95411
ENST00000398491 P11908
ENST00000374518 Q14692
ENST00000381812 Q9H190
ENST00000360131 Q8NDL9
ENST00000369452 Q9UQ13
ENST00000406818 O60941
ENST00000372565 Q9H0C1
ENST00000382119 Q7Z5D8
ENST00000393437 Q1L5Z9
ENST00000337554 P30536
ENST00000376576 Q8IYS2
ENST00000420658 Q8N556
ENST00000358290 Q8NBQ5
ENST00000373069 Q6KCM7
ENST00000356056 B2RTY4
ENST00000376693 Q8WV74
ENST00000377185 Q5MJ68
ENST00000372582 Q9NP60
ENST00000377079 Q9H0V9
ENST00000379361 Q96NR3
ENST00000397081 Q8WZA2
ENST00000374874 Q8TBJ4
ENST00000379613 P05549
ENST00000394420 Q96DX4
ENST00000373078 Q69YI7
ENST00000371717 Q10713
ENST00000380659 Q9NYK1
ENST00000381055 Q9UKP5
ENST00000341048 Q3KP44
ENST00000409237 Q8IUC8
ENST00000343958 Q6ZV73
ENST00000408936 Q5VWQ8
ENST00000393399 P42785
ENST00000382435 Q96KT7
ENST00000341529 P33151
ENST00000372003 O60635
ENST00000377777 P58876
ENST00000357365 Q96C92
ENST00000373094 Q9BZA7
ENST00000413692 Q14934
ENST00000369199 Q7L804
ENST00000375256 Q7RTV3
ENST00000395461 O43561
ENST00000380419 A6NHL2
ENST00000370223 Q9BRK4
ENST00000397420 P48509
ENST00000358138 Q6ZUL3
ENST00000370225 P78363
ENST00000370466 P32456
ENST00000341267 P80370
ENST00000343837 A6NMZ2
ENST00000388837 P05783
ENST00000374050 O75348
ENST00000377147 Q9GZK7
ENST00000337318 Q14153
ENST00000396806 Q9UGF7
ENST00000399215 Q9NVD3
ENST00000348411 Q9UET6
ENST00000388759 Q9NYS0
ENST00000368836 Q5JPI9
ENST00000377391 Q4V339
ENST00000380752 P30825
ENST00000344304 Q8IYF3
ENST00000339664 O75820
ENST00000409817 P61073
ENST00000361484 Q5BKY1
ENST00000349394 O95158
ENST00000405109 Q3ZCT8
ENST00000373247 Q05932
ENST00000355086 Q7Z6B7
ENST00000409185 A1KXE4
ENST00000377136 Q9GZK4
ENST00000378531 Q5T089
ENST00000389617 A0PJZ3
ENST00000356692 Q9NY27
ENST00000355754 Q96PP9
ENST00000397909 Q8IVL0
ENST00000337190 Q14582
ENST00000373079 Q99457
ENST00000338791 P20839
ENST00000375527 Q9Y330
ENST00000404716 P60153
ENST00000415427 Q13336
ENST00000374049 Q5VZI3
ENST00000358511 A6NMZ7
ENST00000358642 Q9NZP5
ENST00000409404 Q8TDW7
ENST00000372263 Q5JTB6
ENST00000361427 P05204
ENST00000375249 Q5JVS0
ENST00000370459 Q96PP8
ENST00000360835 Q8IWY4
ENST00000405655 P78395
ENST00000338733 Q9NVR7
ENST00000372684 Q9UJD0
ENST00000355273 Q8NGV7
ENST00000383695 A6NET4
ENST00000354924 A6NMS3
ENST00000348367 Q9HCL2
ENST00000372648 Q9NVG8
ENST00000369872 Q5VXT5
ENST00000405863 P58417
ENST00000373764 Q5VZ52
ENST00000368759 Q9P287
ENST00000340368 O15503
ENST00000377252 Q6UX71
ENST00000409959 A2VDJ0
ENST00000389567 A0FGR9
ENST00000417669 O15442
ENST00000343518 Q6S545
ENST00000356090 Q9UBB6
ENST00000336714 Q15437
ENST00000397068 Q96L15
ENST00000412830 Q13610
ENST00000372642 Q14249
ENST00000409445 Q9BXY5
ENST00000377127 P35410
ENST00000340650 Q6VVB1
ENST00000344936 Q8IWW6
ENST00000398468 A8MTQ0
ENST00000368255 Q96A04
ENST00000378156 O75161
ENST00000341083 Q8N7W2
ENST00000374848 Q9BRR3
ENST00000356763 Q99570
ENST00000389561 Q96L91
ENST00000395878 O14562
ENST00000419795 A0A1B0GTK5
ENST00000421317 Q13617
ENST00000337685 Q5H9M0
ENST00000377067 P78333
ENST00000389589 O60902
ENST00000380625 Q8IZT9
ENST00000369870 Q5T6C5
ENST00000378695 Q6UWM5
ENST00000337872 Q6ZSB9
ENST00000394705 O95800
ENST00000409871 P61129
ENST00000383237 Q5SRR4
ENST00000370456 Q6ZN66
ENST00000397899 Q6NV74
ENST00000379221 Q9Y5T4
ENST00000360128 Q9BXY0
ENST00000371980 Q96LR2
ENST00000371992 Q8WZA1
ENST00000395675 A0A2Z4LIS9
ENST00000405044 Q2M2D7
ENST00000369868 Q8N8Q1
ENST00000371817 P20908
ENST00000372548 Q6NSI4
ENST00000373312 Q96TA1
ENST00000374479 P04066
ENST00000401878 Q96EV2
ENST00000409299 Q9Y6I8
ENST00000392370 Q16602
