uniprot_id,iso_id,uniprot_length,source,from,to,template,qmean,qnorm,seq_id,seq_cov
Q6U736,,354,SWISSMODEL,31,322,2z73.1.A,-3.7489876268,0.6276949079,30.689655304,0.822034
Q6U7Q0,,402,SWISSMODEL,14,290,5wjq.1.C,-4.7766120576,0.5820279261,41.9354820251,0.686567
Q6U841,Q6U841-1,1118,SWISSMODEL,485,1042,6caa.1.A,-7.1556160701,0.5132185727,54.5731697083,0.498211
Q6UB28,,335,SWISSMODEL,50,334,2g6p.1.A,-2.5139974058,0.6733839610000001,44.9122810364,0.847761
Q6UB35,Q6UB35-1,978,SWISSMODEL,359,978,7c11.1.A,-4.3221210122,0.6123552628000001,46.762588501,0.632924
Q6UDR6,,99,SWISSMODEL,30,91,4bd9.1.B,-2.1017812426,0.6441912741,32.25806427,0.616162
Q6UVM3,Q6UVM3-1,1135,SWISSMODEL,45,1106,5u76.1.D,-3.5296210069000002,0.6400827957,81.7028961182,0.934802
Q6UVY6,Q6UVY6-1,613,SWISSMODEL,24,577,4zel.1.A,-4.7799938165,0.6065463922000001,31.7204303741,0.902121
Q6UW01,,205,SWISSMODEL,68,205,5h48.1.C,-1.0202525949,0.7348715985000001,60.3550300598,0.668293
Q6UW15,Q6UW15-1,175,SWISSMODEL,36,175,1uv0.1.A,-1.1893172873,0.719474272,83.892616272,0.794286
Q6UW60,Q6UW60-1,755,SWISSMODEL,116,579,4omc.1.A,-1.3587673619,0.7265657722000001,67.0258636475,0.613245
Q6UW63,,502,SWISSMODEL,152,482,5ub5.1.A,-2.9128690913,0.6722233628000001,33.2298126221,0.657371
Q6UWB4,Q6UWB4-1,352,SWISSMODEL,52,300,1yc0.1.A,-2.4772419534,0.6733019715,31.6000003815,0.704545
Q6UWE3,Q6UWE3-1,100,SWISSMODEL,27,90,1eth.2.C,-3.5502083382,0.5357767434,29.6875,0.63
Q6UWM5,Q6UWM5-1,242,SWISSMODEL,27,210,3q2u.1.A,-1.7076938578,0.7087544575,48.3695640564,0.756198
Q6UWM7,Q6UWM7-1,567,SWISSMODEL,34,508,5cg0.1.A,-1.9321749919000002,0.6959733151,40.4661026001,0.835979
Q6UWR7,,440,SWISSMODEL,24,415,5ege.1.A,-0.6080451025,0.7494211394,87.4109268188,0.888636
Q6UWT2,Q6UWT2-1,76,SWISSMODEL,5,32,4wo1.2.A,-2.5806963991,0.5622912531,35.7142868042,0.355263
Q6UWU2,Q6UWU2-1,654,SWISSMODEL,27,627,3wez.1.A,-1.3042458953,0.717942936,56.6502456665,0.917431
Q6UWV6,,458,SWISSMODEL,30,417,5tcd.1.A,-0.837358539,0.7412784575,100.0,0.844978
Q6UWW8,Q6UWW8-1,571,SWISSMODEL,32,553,2hrq.2.A,-1.955140115,0.6951698246,45.5252914429,0.912434
Q6UWX4,,724,SWISSMODEL,207,618,3ho3.1.A,-4.7232601253,0.6059495644,39.4736824036,0.56768
Q6UWY0,,536,SWISSMODEL,27,534,4ug4.1.A,-5.7133223796,0.5636807121,25.6959323883,0.945896
Q6UWY5,,402,SWISSMODEL,139,398,4rml.1.A,-2.343774733,0.679160473,28.7937736511,0.644279
Q6UWZ7,Q6UWZ7-1,409,SWISSMODEL,1,331,6gvw.1.F,-3.2057488999,0.6617251785,72.4815750122,0.806846
Q6UX06,,510,SWISSMODEL,247,505,4wxu.1.A,-3.3087474716,0.6403280619,32.03125,0.505882
Q6UX07,Q6UX07-1,377,SWISSMODEL,29,314,3rd5.1.A,-2.9638711405000002,0.6549142616,37.5,0.755968
Q6UX15,Q6UX15-1,382,SWISSMODEL,39,190,1egi.1.B,-2.7528489907,0.643433232,28.571428299,0.395288
Q6UX27,Q6UX27-1,236,SWISSMODEL,24,132,7k81.1.A,-3.1180076278,0.623001499,28.7037029266,0.457627
Q6UX41,Q6UX41-1,500,SWISSMODEL,18,229,4f9l.1.A,-1.6692669877,0.7133319384,36.6197166443,0.422
Q6UX72,,402,SWISSMODEL,79,383,6wmm.1.A,-1.9257807027,0.7053499507000001,46.315788269,0.756219
Q6UX98,,284,SWISSMODEL,54,277,6bml.1.A,-4.7911589607,0.582713233,27.0935955048,0.785211
Q6UXB3,,125,SWISSMODEL,22,102,6zze.1.A,-3.7923596664,0.5481215967,41.9753074646,0.64
Q6UXB4,,293,SWISSMODEL,114,291,3kqg.1.A,-3.9036958199000003,0.6123724154,34.9112434387,0.604096
Q6UXB8,Q6UXB8-1,463,SWISSMODEL,26,202,3q2u.1.A,-1.1243870059,0.7320825961,37.9310340881,0.38013
Q6UXE8,Q6UXE8-1,466,SWISSMODEL,18,228,6xlq.1.A,-1.4057089428,0.723569703,38.9140281677,0.450644
Q6UXF7,Q6UXF7-1,455,SWISSMODEL,41,264,1xta.1.B,-3.9638495931,0.6199059044,27.0531406403,0.49011
Q6UXG8,Q6UXG8-1,535,SWISSMODEL,38,249,6xlq.1.A,-1.0514796091,0.7379435305000001,40.0900917053,0.394393
Q6UXH1,Q6UXH1-1,353,SWISSMODEL,125,326,5uk5.1.A,-4.4088298805,0.6027885057,29.0909099579,0.569405
Q6UXI7,Q6UXI7-1,678,SWISSMODEL,287,673,4cn9.2.A,-4.5741638486,0.6060396188,25.4054050446,0.569322
Q6UXK2,,745,SWISSMODEL,18,372,3zyi.1.A,-4.8503851848,0.608654445,27.8688526154,0.475168
Q6UXK5,,716,SWISSMODEL,30,516,3zyi.1.A,-6.9794135354,0.552186171,27.4752483368,0.678771
Q6UXM1,Q6UXM1-1,1119,SWISSMODEL,47,498,4u7l.1.A,-2.6936357173000003,0.6814070768,53.3185844421,0.403038
Q6UXN2,,200,SWISSMODEL,24,129,1hkf.1.A,-2.1819624771,0.6722511467000001,46.2264137268,0.525
Q6UXN7,,152,SWISSMODEL,59,144,1om2.1.A,-2.7634309029,0.6266065622,40.6976737976,0.559211
Q6UXN9,,313,SWISSMODEL,7,311,6byn.1.A,-4.1026520539,0.6247817039,25.9259262085,0.971246
Q6UXS0,,136,SWISSMODEL,36,126,1uv0.1.A,-4.5742414259,0.5238366464,34.4827575684,0.661765
Q6UXU4,Q6UXU4-1,331,SWISSMODEL,2,243,5wel.1.A,-6.8431751421,0.4939478135,92.4050598145,0.728097
Q6UXX5,,1313,SWISSMODEL,30,619,6fpz.1.A,-2.2643219665,0.6824323759,36.2521896362,0.448591
Q6UXX9,Q6UXX9-1,243,SWISSMODEL,40,143,4c8w.2.A,-1.3982518438,0.7175902601,80.7339477539,0.423868
Q6UXY1,Q6UXY1-1,529,SWISSMODEL,2,220,3ok8.1.A,0.3084384463,0.7812910182,96.3636398315,0.412098
Q6UXZ3,,194,SWISSMODEL,20,128,2nms.1.A,-1.445970465,0.7119505732,71.8181838989,0.556701
Q6UXZ4,Q6UXZ4-1,953,SWISSMODEL,542,937,3g5b.1.A,-1.71813313,0.7110333727,47.2361793518,0.414481
Q6UY11,Q6UY11-1,383,SWISSMODEL,12,249,4xbm.2.A,-2.4394258159,0.6787419839000001,41.8803405762,0.618799
Q6UY18,,593,SWISSMODEL,29,501,3zyi.1.A,-6.7279869913,0.5628420242000001,34.924621582,0.795953
Q6UY27,Q6UY27-1,113,SWISSMODEL,29,111,6oau.1.B,-3.1835236135000002,0.5951301397000001,25.6410255432,0.725664
Q6V9R5,Q6V9R5-1,426,SWISSMODEL,122,423,5wjq.1.C,-4.280820839,0.616336478,44.128112793,0.706573
Q6W4X9,,2439,SWISSMODEL,43,1160,7a5o.1.A,-3.7881123649,0.6310388492,42.686290741,0.457975
Q6W5P4,Q6W5P4-1,371,SWISSMODEL,51,346,6tpk.1.A,-4.7326759348,0.593446141,29.5918369293,0.795148
Q6X4U4,Q6X4U4-1,206,SWISSMODEL,68,167,2kd3.1.A,-3.8768272194,0.5879338718,44.444442749,0.480583
Q6XE24,Q6XE24-1,437,SWISSMODEL,60,229,4f02.1.A,-2.0396990443,0.6905781848,27.1604938507,0.386728
Q6XPS3,Q6XPS3-1,522,SWISSMODEL,207,521,3v0h.1.A,-1.3307452809,0.7272407793,50.6172828674,0.601533
Q6XYQ8,,523,SWISSMODEL,229,504,3hn8.1.A,-2.7913538414,0.6616423909,64.8550720215,0.525813
Q6YFQ2,,88,SWISSMODEL,10,88,5x1b.1.H,-0.9897994359000001,0.7285182162,53.0864181519,0.886364
Q6YHK3,Q6YHK3-1,1445,SWISSMODEL,28,1419,2pn5.1.A,-4.3495521499,0.611395518,29.8832683563,0.96263
Q6YP21,Q6YP21-1,454,SWISSMODEL,41,449,5veq.1.A,-0.9235047752000001,0.7312640866,85.5745697021,0.898678
Q6ZMR3,,332,SWISSMODEL,2,332,6mv8.1.A,-0.12745772290000001,0.7591157215000001,73.4939727783,0.993976
Q6ZMS4,,543,SWISSMODEL,158,462,5v3m.1.C,-3.5736696465,0.6443598867,55.8441543579,0.559853
Q6ZMV8,,503,SWISSMODEL,170,475,5wjq.1.C,-4.0362238734,0.6272052302000001,51.9572944641,0.606362
Q6ZMV9,Q6ZMV9-1,814,SWISSMODEL,2,379,3h4s.1.A,-3.3094819689,0.653233715,34.3661956787,0.463145
Q6ZMW2,,699,SWISSMODEL,391,697,5wjq.1.C,-4.6952783370999995,0.6035261644000001,51.9572944641,0.437768
Q6ZMY6,Q6ZMY6-1,472,SWISSMODEL,44,393,4wjs.1.A,-5.9363977832,0.56996743,27.299703598,0.739407
Q6ZMY9,,492,SWISSMODEL,176,475,5wjq.1.C,-5.545166162,0.5679885436000001,49.4623641968,0.607724
Q6ZN06,,617,SWISSMODEL,214,518,5v3m.1.C,-4.9110991484,0.5948602458000001,51.7915306091,0.492707
Q6ZN08,,573,SWISSMODEL,198,476,5wjq.1.C,-3.30357017,0.6419759592000001,55.3571434021,0.485166
Q6ZN11,Q6ZN11-1,406,SWISSMODEL,136,398,5v3m.1.C,-4.5163714894,0.5874236752,39.6825408936,0.64532
Q6ZN19,Q6ZN19-1,808,SWISSMODEL,480,785,5v3j.2.C,-3.6846174754,0.6402089755,53.4050178528,0.377475
Q6ZN44,Q6ZN44-1,842,SWISSMODEL,440,839,3g5b.1.A,-1.3088525525999999,0.7253747973,50.8684844971,0.473872
Q6ZN54,Q6ZN54-1,512,SWISSMODEL,260,503,6wcw.1.B,-2.3786955411,0.6792926424,35.9504127502,0.474609
Q6ZN55,Q6ZN55-1,896,SWISSMODEL,213,602,5v3m.1.C,-7.564802438,0.5004900909000001,35.0819664001,0.434152
Q6ZN57,,461,SWISSMODEL,101,405,5v3m.1.C,-3.4610395976,0.6485284406,53.745929718,0.659436
Q6ZN66,Q6ZN66-1,633,SWISSMODEL,7,582,1f5n.1.A,0.6950374283,0.7869359159,52.9010238647,0.908373
Q6ZN79,,300,SWISSMODEL,111,299,5v3m.1.C,-4.0165654572,0.6140974319,33.8624343872,0.626667
Q6ZNF0,,438,SWISSMODEL,26,436,2qfp.1.A,-4.7822357283,0.5962570346,27.0618553162,0.936073
Q6ZNG0,Q6ZNG0-1,422,SWISSMODEL,166,420,5wjq.1.C,-2.8412050188,0.660558247,47.4509811401,0.601896
Q6ZNG1,,722,SWISSMODEL,244,577,5wjq.1.C,-7.6620084369,0.5042810254,51.7857131958,0.461219
Q6ZNH5,,498,SWISSMODEL,105,409,5wjq.1.C,-4.3465303328000005,0.6157555181000001,50.1792106628,0.610442
Q6ZNK6,,161,SWISSMODEL,2,137,6l9u.1.B,-4.535157291,0.5909825173000001,26.2411346436,0.838509
Q6ZNL6,Q6ZNL6-1,1462,SWISSMODEL,890,1460,4gzu.1.A,-5.6205447279000005,0.5750628499,26.0960330963,0.389877
Q6ZNQ3,Q6ZNQ3-1,347,SWISSMODEL,6,285,4u08.1.A,-6.4026526979,0.5181680242,33.6099586487,0.804035
Q6ZP65,Q6ZP65-1,573,SWISSMODEL,102,337,6f1t.1.U,3.0487000126,0.9028421343,89.0207748413,0.410122
Q6ZQW0,Q6ZQW0-1,420,SWISSMODEL,26,417,6o3i.1.A,-1.9958159980999999,0.7002054894,42.7848091125,0.930952
Q6ZQY2,Q6ZQY2-1,392,SWISSMODEL,50,346,4r5d.1.A,-5.1459931713,0.5789725902,25.7950534821,0.755102
Q6ZQY3,Q6ZQY3-1,521,SWISSMODEL,30,521,6enz.1.A,-0.8150346406000001,0.7350591771,90.2390441895,0.942418
Q6ZR08,Q6ZR08-1,3092,SWISSMODEL,222,3091,6zyw.1.C,-4.1982762537,0.6166882718000001,29.2280063629,0.927878
Q6ZR52,Q6ZR52-1,646,SWISSMODEL,134,440,5wjq.1.C,-5.7623949483,0.5642030844,51.6014251709,0.473684
Q6ZRI0,Q6ZRI0-1,2925,SWISSMODEL,150,1467,7a5o.1.A,-6.2711082951,0.5441652204,32.451499939,0.450256
Q6ZRI8,Q6ZRI8-1,547,SWISSMODEL,213,427,6r3v.1.A,-2.2879344323,0.6876681513,25.5411262512,0.391225
Q6ZRP7,,698,SWISSMODEL,61,568,4p2l.1.A,-2.9888788166999998,0.6750843824,45.7142868042,0.726361
Q6ZRS2,Q6ZRS2-1,3230,SWISSMODEL,851,2190,6igm.1.H,-5.3839647476,0.5820607356,100.0,0.414551
Q6ZS10,Q6ZS10-1,378,SWISSMODEL,249,378,1xar.1.C,-2.7116110507,0.6817836881,44.8818893433,0.34127
Q6ZS27,Q6ZS27-1,426,SWISSMODEL,162,422,5wjq.1.C,-2.0122070692,0.6930085483,46.3601531982,0.610329
Q6ZS72,,473,SWISSMODEL,133,471,6bhc.1.A,-3.7070782415,0.6450158322,31.3390312195,0.714588
Q6ZS86,Q6ZS86-1,529,SWISSMODEL,20,525,6k78.2.A,-2.9220416901,0.6613404302,37.2670822144,0.954631
Q6ZSA7,,298,SWISSMODEL,35,246,2v9t.1.B,-3.1231691252,0.6557440229,27.5362319946,0.708054
Q6ZSI9,,719,SWISSMODEL,23,718,3bow.1.A,-2.2665625895,0.6842739548,42.2452011108,0.96662
Q6ZSM3,,516,SWISSMODEL,45,459,7ckr.1.A,-5.8467341997,0.5657930496,30.641330719,0.802326
Q6ZSS3,Q6ZSS3-1,439,SWISSMODEL,128,344,5wjq.1.C,-2.9388841061,0.6617923302000001,47.4654388428,0.492027
Q6ZT52,,329,SWISSMODEL,68,208,3so6.1.A,-1.4849417642,0.7051327779000001,29.2307701111,0.425532
Q6ZU15,,432,SWISSMODEL,50,318,6upr.1.B,-0.5682587625000001,0.7510701478,71.2727279663,0.62037
Q6ZUT3,Q6ZUT3-1,714,SWISSMODEL,1,322,1e5w.1.A,-3.4892713922,0.6494362720000001,26.517572403,0.44958
Q6ZV70,Q6ZV70-1,420,SWISSMODEL,5,418,6wq1.1.A,-2.5601335836,0.6802988607,34.0101509094,0.983333
Q6ZV73,Q6ZV73-1,1430,SWISSMODEL,869,1428,4gzu.1.A,-5.6442935054,0.5766074802,28.3018875122,0.390909
Q6ZVD8,Q6ZVD8-1,1323,SWISSMODEL,250,774,4mn8.1.A,-9.4132970058,0.4731940711,26.3461532593,0.39607
Q6ZVN8,Q6ZVN8-1,426,SWISSMODEL,173,326,4bq7.1.C,-1.0143315116,0.7298999983000001,50.8849563599,0.359155
Q6ZVX7,,275,SWISSMODEL,65,273,2e31.1.A,-5.3849724682,0.5616696556,32.3529396057,0.756364
Q6ZVZ8,Q6ZVZ8-1,466,SWISSMODEL,17,392,5y4f.1.A,-3.697174458,0.6383751693,25.0728855133,0.804721
Q6ZWB6,,473,SWISSMODEL,42,329,6s4l.1.A,-6.941704388,0.5207027912000001,26.5402851105,0.606765
Q6ZWI9,,263,SWISSMODEL,93,263,2fbe.4.A,-3.0168325686,0.6468255454,39.0532531738,0.646388
Q6ZWK6,,438,SWISSMODEL,126,438,4igd.1.A,-6.0002823137,0.5546525029,32.5503349304,0.712329
Q6ZWL3,Q6ZWL3-1,525,SWISSMODEL,45,520,6c94.1.A,-4.4841582430999996,0.6325945098,33.6909866333,0.904762
Q70EK9,,711,SWISSMODEL,192,709,3mhs.1.A,-6.6106226778,0.5626952944,30.803571701,0.727145
Q70IA8,,216,SWISSMODEL,17,214,5twg.1.A,-0.9654453471000001,0.7407211244,52.7363166809,0.912037
Q70Z35,Q70Z35-1,1606,SWISSMODEL,474,1600,6pcv.1.A,-5.9894319944,0.5540203483,58.8048324585,0.701121
Q70Z44,Q70Z44-1,454,SWISSMODEL,39,453,6be1.1.E,-4.9328150056,0.5883680551,28.8944721222,0.911894
Q71UM5,,84,SWISSMODEL,2,83,6g4w.1.C,-3.0616262088,0.596505499,96.4285736084,0.964286
Q75V66,,913,SWISSMODEL,69,874,6qpb.1.A,-3.5419029045,0.6396530837000001,53.2121200562,0.881709
Q76KX8,Q76KX8-1,674,SWISSMODEL,226,530,5v3m.1.C,-3.2876769983,0.6549447686000001,51.1400642395,0.451039
Q76MJ5,,926,SWISSMODEL,512,911,3p23.1.A,-2.8760700696,0.6629488588,65.356262207,0.430886
Q7KYR7,Q7KYR7-2,527,SWISSMODEL,28,238,4hh8.1.A,-0.24107306280000002,0.7702271688,50.710899353,0.398482
Q7L099,Q7L099-1,469,SWISSMODEL,66,233,2dwk.1.A,-0.8930393034,0.7410741722,99.4186019897,0.356077
Q7L273,,389,SWISSMODEL,175,373,5dzb.1.A,-3.2945355987,0.6472826621000001,38.8601036072,0.508997
Q7L2E3,Q7L2E3-1,1194,SWISSMODEL,241,1188,5aor.1.A,-2.5036994586,0.6759771468,31.5384616852,0.793132
Q7L2J0,Q7L2J0-1,689,SWISSMODEL,411,688,6dcb.1.A,-2.3453722396,0.6796556074,100.0,0.402032
Q7L2R6,Q7L2R6-1,523,SWISSMODEL,212,517,5wjq.1.C,-3.9404316402,0.6307479922,47.686832428,0.583174
Q7L3B6,,337,SWISSMODEL,36,267,5fwp.1.C,-2.5205839025,0.6767049457000001,40.7534255981,0.68546
Q7L3S4,,317,SWISSMODEL,60,316,5wjq.1.C,-3.2128498683,0.6454392186,39.2996101379,0.807571
Q7L3T8,,475,SWISSMODEL,40,472,5znj.1.B,-1.806171498,0.7003818526000001,38.9830513,0.909474
Q7L592,Q7L592-1,441,SWISSMODEL,37,417,5ztz.1.A,-3.2677065379,0.6548350646000001,37.4005317688,0.861678
Q7L5A8,Q7L5A8-1,372,SWISSMODEL,34,370,4zr1.1.A,-7.8830418819,0.4974866465,32.3420066833,0.903226
Q7L5Y9,Q7L5Y9-1,396,SWISSMODEL,11,396,7ns4.1.B,-5.1049647566,0.5870247,26.1333332062,0.972222
Q7L7L0,,130,SWISSMODEL,10,123,6k1k.1.G,-0.3767203123,0.7665453560000001,93.5999984741,0.869231
Q7L7V1,Q7L7V1-1,743,SWISSMODEL,30,726,6qid.1.A,-2.1385950034,0.6887512108,35.0724639893,0.936743
Q7L8C5,,426,SWISSMODEL,157,425,2r83.1.A,-2.9844971518000003,0.6519951808000001,32.3308258057,0.629108
Q7L8J4,Q7L8J4-1,393,SWISSMODEL,54,278,6ixv.2.A,1.4495190302,0.8376272562,45.7142868042,0.569975
Q7L8S5,,288,SWISSMODEL,126,275,3tmp.1.A,-2.2048289565,0.6726098154,26.7605628967,0.517361
Q7L8W6,Q7L8W6-1,267,SWISSMODEL,1,250,3rk1.1.A,-3.6652574307,0.6537493415,40.625,0.932584
Q7L945,,461,SWISSMODEL,99,386,5wjq.1.C,-2.6866712702,0.6660789234000001,42.8571434021,0.62256
Q7L985,,606,SWISSMODEL,26,501,2id5.1.A,-2.6052758228,0.6724232516,65.3361358643,0.783828
Q7L9L4,Q7L9L4-1,216,SWISSMODEL,15,211,5twg.1.A,0.0895501367,0.7832867121,95.8333358765,0.907407
Q7LC44,,396,SWISSMODEL,206,364,6gse.1.A,-1.0049936687,0.7326820595,97.4842758179,0.39899
Q7LGA3,Q7LGA3-1,356,SWISSMODEL,69,354,3f5f.1.C,-0.7157108051000001,0.7385342621000001,95.8333358765,0.800562
Q7RTM1,,612,SWISSMODEL,52,611,6nf4.1.A,-5.7707832952,0.5616703028,43.75,0.913399
Q7RTR0,Q7RTR0-1,991,SWISSMODEL,94,978,6npy.1.A,-7.9444974625,0.4856176458,34.7826080322,0.892028
Q7RTR2,Q7RTR2-1,1065,SWISSMODEL,58,935,5irm.1.A,-5.8267933933,0.5597106538000001,26.1874198914,0.823474
Q7RTS6,,562,SWISSMODEL,24,561,6nf6.1.A,-5.8600859352,0.5585458335,43.8596496582,0.955516
Q7RTT9,Q7RTT9-1,530,SWISSMODEL,63,503,6ob6.1.A,-6.2418270733,0.5624763665,25.0659637451,0.830189
Q7RTU0,,167,SWISSMODEL,45,110,2ypa.1.A,-0.7681503158,0.7468790336000001,38.8059692383,0.389222
Q7RTV2,,222,SWISSMODEL,2,222,2r3x.1.A,0.5203465257000001,0.7884034492,90.0900878906,0.990991
Q7RTV3,Q7RTV3-1,350,SWISSMODEL,164,294,5v3m.1.C,-4.6980044636,0.5346059133000001,28.125,0.371429
Q7RTX0,,852,SWISSMODEL,27,840,7m3g.1.A,-4.2421940396,0.6151517016,29.4554462433,0.954225
Q7RTX1,Q7RTX1-1,841,SWISSMODEL,30,830,7m3j.1.A,-4.7256989041,0.5982351124,31.2189064026,0.951249
Q7RTX9,Q7RTX9-1,510,SWISSMODEL,30,490,7ckr.1.A,-6.5704865681,0.5610030724,25.9345798492,0.901961
Q7RTY0,,426,SWISSMODEL,10,391,7ckr.1.A,-5.0636235032,0.5900387535,33.2474212646,0.894366
Q7RTY1,,509,SWISSMODEL,9,481,7ckr.1.A,-8.0903048472,0.5208903220000001,25.0585479736,0.927308
Q7RTY5,Q7RTY5-2,328,SWISSMODEL,28,272,3e16.1.A,-2.1745889712,0.6868239614,40.7407417297,0.743902
Q7RTY8,Q7RTY8-1,843,SWISSMODEL,488,841,2xrc.2.A,-5.632148114,0.581844943,33.3333320618,0.418743
Q7Z2F6,Q7Z2F6-1,126,SWISSMODEL,4,53,1v65.1.A,-3.4362964159000002,0.4132266303,44.0,0.388889
Q7Z2G1,,175,SWISSMODEL,76,166,7k78.1.D,-1.1750428107,0.7240744515,39.6694221497,0.514286
Q7Z2Q7,,622,SWISSMODEL,32,402,4qdh.1.A,-5.4888289227,0.5767576755,28.1081085205,0.594855
Q7Z2T5,Q7Z2T5-1,733,SWISSMODEL,226,690,2eju.1.A,-6.1554325364,0.5738870892,28.1501331329,0.633015
Q7Z2W7,Q7Z2W7-1,1104,SWISSMODEL,95,1098,6nr2.1.A,-3.4690264532,0.6422028430000001,79.8898086548,0.908514
Q7Z340,Q7Z340-1,670,SWISSMODEL,248,554,5wjq.1.C,-4.5246155145,0.6098150627000001,50.5338096619,0.456716
Q7Z392,Q7Z392-1,1133,SWISSMODEL,1,696,7b70.1.J,-5.0140860193,0.5881451904,38.0673484802,0.613416
Q7Z398,Q7Z398-1,422,SWISSMODEL,192,422,5v3j.2.C,-2.3191298318999998,0.6841115403,51.0822525024,0.545024
Q7Z3D6,Q7Z3D6-1,616,SWISSMODEL,297,615,5gl4.3.A,-5.7482367138,0.5624591496,33.4615402222,0.516234
Q7Z3I7,,529,SWISSMODEL,129,463,5wjq.1.C,-4.9930507271,0.5981715749000001,51.245552063,0.63138
Q7Z3Q1,Q7Z3Q1-1,461,SWISSMODEL,3,442,7bc6.1.A,-5.2149287403,0.5964693658,29.2626724243,0.952278
Q7Z3S7,Q7Z3S7-1,1137,SWISSMODEL,71,1109,7jpk.1.C,-4.715934041,0.5985767598,27.34375,0.912929
Q7Z3S9,Q7Z3S9-1,236,SWISSMODEL,32,219,5uk5.1.A,-2.1170923274,0.6939178302,42.8571434021,0.792373
Q7Z3T8,Q7Z3T8-1,1539,SWISSMODEL,1012,1538,4bkw.1.A,-2.1269035338,0.6989603585,55.9160308838,0.34178
Q7Z3V4,Q7Z3V4-1,1068,SWISSMODEL,639,1068,5lp8.1.A,-3.6506665173,0.6442562325,34.1902313232,0.401685
Q7Z3V5,,609,SWISSMODEL,136,442,5wjq.1.C,-5.1117927193,0.5881776747,58.0071182251,0.502463
Q7Z3Z3,,882,SWISSMODEL,114,882,5guh.1.A,-1.4560005745,0.7126334308000001,33.952255249,0.870748
Q7Z3Z4,Q7Z3Z4-1,852,SWISSMODEL,98,852,5guh.1.A,-1.2776699179,0.7188727609000001,35.9520645142,0.884977
Q7Z419,Q7Z419-1,303,SWISSMODEL,24,229,5tte.1.A,-4.9264658323,0.5823917101,30.1507530212,0.676568
Q7Z444,,233,SWISSMODEL,40,204,4dst.1.A,-1.6221035489,0.7074577428000001,49.3902435303,0.703863
Q7Z449,Q7Z449-1,544,SWISSMODEL,58,544,3czh.1.A,-1.9786976317,0.7072368817,41.36460495,0.893382
Q7Z465,Q7Z465-1,357,SWISSMODEL,200,346,7e0w.1.A,-3.7865543538,0.5925399953,27.2108840942,0.408964
Q7Z478,,1369,SWISSMODEL,537,1367,5vhd.1.A,-1.8972576658,0.6971949823,42.9109153748,0.606282
Q7Z4H8,Q7Z4H8-1,507,SWISSMODEL,155,485,5ub5.1.A,-3.7647195254,0.641689053,31.1320762634,0.650888
Q7Z4I7,Q7Z4I7-1,341,SWISSMODEL,194,323,7d2t.1.B,-0.8759145725,0.7364074186,91.7293243408,0.378299
Q7Z4J2,,276,SWISSMODEL,29,276,1g8o.1.A,-1.5998531669,0.7102408789,57.0281143188,0.894928
Q7Z4L0,,72,SWISSMODEL,30,71,2y69.1.L,-0.8269388383,0.6561728388,33.9285697937,0.569444
Q7Z4L9,Q7Z4L9-1,309,SWISSMODEL,25,230,6hkw.1.A,-4.4781798471,0.6003708427000001,30.392156601,0.66343
Q7Z4M0,,266,SWISSMODEL,12,148,6nxf.1.A,-2.1164742381,0.66936088,70.5128173828,0.511278
Q7Z4N2,Q7Z4N2-1,1603,SWISSMODEL,48,1212,6drk.1.A,-5.0580471555,0.5866071036,32.7985725403,0.726138
Q7Z4N8,Q7Z4N8-1,544,SWISSMODEL,27,275,4bt9.1.A,-2.8724344869,0.6796991264000001,29.310344696,0.455882
Q7Z4P5,,450,SWISSMODEL,86,450,5hly.1.A,-4.7911793957,0.5935380413,25.4237289429,0.808889
Q7Z4T8,Q7Z4T8-1,443,SWISSMODEL,90,440,6h0b.2.A,-3.0761731586,0.6686785367,45.8213272095,0.790068
Q7Z4Y8,,100,SWISSMODEL,2,94,6zna.15.A,-1.5144359434,0.7055264489,79.3814468384,0.92
Q7Z5J1,Q7Z5J1-1,315,SWISSMODEL,20,259,1y5r.1.A,-3.8262671627,0.6531739195,39.5833320618,0.75873
Q7Z5L0,Q7Z5L0-1,202,SWISSMODEL,30,201,1vmo.2.A,-2.359825058,0.6772550984,58.385093689,0.846535
Q7Z5L3,,287,SWISSMODEL,157,287,4d7y.1.C,-0.2334073357,0.7626679048,83.2061080933,0.452962
Q7Z5P4,Q7Z5P4-1,300,SWISSMODEL,30,273,1yb1.1.A,0.1799601126,0.7742370001000001,66.9354858398,0.81
Q7Z5R6,Q7Z5R6-1,666,SWISSMODEL,27,433,6e31.1.A,-3.3965848998,0.6523616563,93.8028182983,0.60961
Q7Z5Y6,,402,SWISSMODEL,39,402,5hly.1.B,-4.9341856738,0.5909406976,26.1006298065,0.902985
Q7Z614,Q7Z614-1,316,SWISSMODEL,185,316,4ymr.1.A,-1.164005408,0.7271419965,34.0909080505,0.414557
Q7Z6B7,Q7Z6B7-1,1085,SWISSMODEL,5,471,5i6r.1.B,-0.8379360673,0.7342579152,80.8917160034,0.429493
Q7Z6J4,Q7Z6J4-1,655,SWISSMODEL,100,640,4gzu.1.A,-4.4286130595,0.616400221,26.0416660309,0.824427
Q7Z6J6,Q7Z6J6-1,570,SWISSMODEL,15,332,1e5w.1.A,-2.7051675,0.6769133838,26.29870224,0.55614
Q7Z6W1,,182,SWISSMODEL,71,162,6y07.1.A,-5.4867356372,0.4799899396,30.2631587982,0.5
