uniprot_id	n_sites	mean_d	permuted_d	p_value
Q15058	1	0.00	0.00	0.0010
Q15059	46	32.35	41.23	0.0010
Q15061	6	13.83	36.58	0.0020
Q15075	7	9.42	100.02	0.0010
Q15155	57	37.69	72.49	0.0010
Q15270	95	41.50	54.17	0.0010
Q15276	23	69.36	89.69	0.0110
Q15287	9	7.35	49.52	0.0010
Q15293	2	2.39	15.00	0.0030
Q15326	58	42.82	45.68	0.1768
Q15329	29	36.44	53.80	0.0010
Q15386	15	46.24	52.99	0.1399
Q15392	22	25.82	29.30	0.0599
Q15427	84	22.25	45.13	0.0010
Q15428	77	30.68	48.61	0.0010
Q15431	3	3.98	106.19	0.0010
Q15459	55	45.61	54.53	0.0010
Q15464	28	27.80	39.23	0.0010
Q15527	3	12.24	29.15	0.0470
Q15532	4	5.74	38.95	0.0010
Q15546	14	13.02	22.59	0.0010
Q15572	5	15.45	31.30	0.0060
Q15583	13	13.82	39.99	0.0010
Q155Q3	3	60.63	41.90	0.8641
Q15629	10	12.99	26.76	0.0010
Q15637	100	38.44	52.77	0.0010
Q15643	2	2.72	45.99	0.0030
Q15648	12	35.95	35.26	0.5754
Q15650	2	3.00	24.83	0.0060
Q15652	65	41.83	45.78	0.0150
Q15672	36	32.50	44.58	0.0010
Q15678	31	19.80	39.01	0.0010
Q15699	6	14.27	37.55	0.0020
Q15735	1	0.00	0.00	0.0010
Q15742	74	21.75	36.89	0.0010
Q15744	14	8.69	41.22	0.0010
Q15773	19	15.34	24.63	0.0010
Q15784	79	26.89	44.76	0.0010
Q15785	16	20.55	32.31	0.0020
Q15811	54	38.54	59.93	0.0010
Q15813	1	0.00	0.00	0.0010
Q15834	99	64.02	67.47	0.0470
Q15853	26	21.08	46.28	0.0010
Q15906	3	32.05	38.03	0.3447
Q15916	9	12.75	28.05	0.0010
Q16204	53	106.66	81.80	1.0000
Q16206	17	52.37	49.74	0.7512
Q16236	1	0.00	0.00	0.0010
Q16254	27	15.75	48.33	0.0010
Q16342	37	17.20	27.55	0.0010
Q16520	34	22.94	45.78	0.0010
Q16534	19	17.03	37.69	0.0010
Q16538	54	23.27	29.35	0.0010
Q16553	1	0.00	0.00	0.0010
Q16563	2	2.75	17.28	0.0100
Q16572	17	20.98	27.30	0.0040
Q16589	4	5.19	21.75	0.0010
Q16619	122	19.55	25.61	0.0010
Q16621	11	8.16	47.18	0.0010
Q16630	36	46.30	49.33	0.2158
Q16633	4	6.01	31.79	0.0010
Q16637	35	32.96	40.60	0.0040
Q16643	44	17.18	64.09	0.0010
Q16649	17	18.27	45.48	0.0010
Q16656	111	27.26	32.78	0.0010
Q16739	15	13.57	26.81	0.0010
Q16760	69	37.91	47.61	0.0010
Q16787	12	31.44	53.12	0.0010
Q16849	17	19.26	40.42	0.0010
Q16880	7	21.48	31.98	0.0529
Q16891	3	4.06	76.19	0.0010
Q17R89	33	64.72	55.69	0.9960
Q17R98	27	20.00	39.49	0.0010
Q17RB0	15	21.79	24.50	0.2408
Q17RB8	126	32.85	43.86	0.0010
Q17RC7	124	27.32	55.95	0.0010
Q17RG1	1	0.00	0.00	0.0010
Q17RM4	30	36.02	53.60	0.0010
Q17RN3	65	14.87	38.11	0.0010
Q17RQ9	124	32.12	37.53	0.0010
Q17RY0	50	22.81	31.53	0.0010
Q17RY6	4	22.31	25.21	0.3556
Q19AV6	3	3.57	13.08	0.0010
Q1EHB4	3	19.46	21.36	0.3896
Q1KMD3	49	33.87	35.14	0.2527
Q1L5Z9	141	50.61	56.32	0.0010
Q1MX18	1	0.00	0.00	0.0010
Q1RMZ1	21	13.15	28.06	0.0010
Q1W6H9	24	20.68	47.07	0.0010
Q1X8D7	11	22.93	37.98	0.0040
Q1ZYL8	4	5.85	21.18	0.0010
Q24JP5	21	26.68	48.84	0.0010
Q2KHT3	17	45.56	43.40	0.6913
Q2M1K9	29	31.46	56.49	0.0010
Q2M1P5	61	28.47	58.59	0.0010
Q2M296	1	0.00	0.00	0.0010
Q2M2I8	14	14.84	28.54	0.0010
Q2M329	8	30.22	86.22	0.0010
Q2M389	3	65.24	43.73	0.9301
Q2M3C6	11	20.79	44.37	0.0010
Q2M3G4	60	28.66	35.18	0.0010
Q2M3V2	92	22.10	38.13	0.0010
Q2MJR0	137	26.74	31.14	0.0010
Q2NKQ1	30	33.82	47.02	0.0010
Q2NKX9	9	22.97	33.18	0.0240
Q2NL98	39	26.13	65.71	0.0010
Q2PPJ7	23	41.98	67.22	0.0010
Q2PZI1	20	22.40	33.37	0.0010
Q2QL34	36	17.63	22.49	0.0010
Q2T9J0	124	23.45	32.41	0.0010
Q2T9K0	3	4.01	22.34	0.0010
Q2TAA8	2	34.54	29.94	0.6593
Q2TAK8	22	24.69	42.34	0.0010
Q2TAL5	83	42.64	44.84	0.1558
Q2TAL6	40	42.47	50.67	0.0090
Q2TAL8	41	25.02	30.06	0.0030
Q2TAM9	35	29.46	36.80	0.0020
Q2TAP0	1	0.00	0.00	0.0010
Q2TAZ0	9	43.67	62.39	0.0350
Q2TB10	19	14.41	37.92	0.0010
Q2TBF2	28	24.02	33.55	0.0010
Q2UY09	1	0.00	0.00	0.0010
Q2V2M9	32	17.88	48.57	0.0010
Q2VPB7	54	18.90	51.86	0.0010
Q2VPJ9	39	13.05	24.50	0.0010
Q2VPK5	1	0.00	0.00	0.0010
Q2WEN9	2	4.14	29.44	0.0220
Q2WGJ9	2	3.24	27.39	0.0020
Q2WGN9	3	4.07	27.06	0.0010
Q32M88	2	2.93	17.31	0.0110
Q32MH5	31	22.92	39.06	0.0010
Q32MZ4	5	5.19	55.39	0.0010
Q32NB8	9	17.68	26.35	0.0040
Q32NC0	3	3.73	23.24	0.0010
Q32P28	42	29.07	42.92	0.0010
Q32P41	2	18.96	18.91	0.5475
Q32ZL2	41	20.24	33.20	0.0010
Q330K2	6	8.37	20.66	0.0010
Q33E94	30	32.35	33.10	0.3397
Q38SD2	62	55.00	57.23	0.1628
Q3B7T1	34	43.77	63.40	0.0010
Q3C1V0	6	6.86	19.49	0.0010
Q3C1V1	16	40.57	42.64	0.3357
Q3KQU3	47	58.64	65.12	0.0320
Q3KQZ1	1	0.00	0.00	0.0010
Q3KR37	62	28.57	42.91	0.0010
Q3MHD2	33	20.01	32.41	0.0010
Q3MIP1	49	28.31	33.93	0.0020
Q3MIX3	69	30.21	34.87	0.0020
Q3SXM0	24	22.27	26.34	0.0050
Q3SXP7	4	4.93	29.12	0.0010
Q3SY77	1	0.00	0.00	0.0010
Q3T906	10	24.29	47.14	0.0010
Q3V6T2	5	90.56	108.99	0.2767
Q3YEC7	18	22.12	40.33	0.0010
Q3ZAQ7	4	4.67	21.60	0.0010
Q3ZCQ3	10	23.41	46.65	0.0040
Q3ZCT8	1	0.00	0.00	0.0010
Q3ZCU0	5	35.88	31.65	0.7043
Q460N5	9	44.43	79.91	0.0160
Q494V2	3	4.07	46.58	0.0010
Q495C1	1	0.00	0.00	0.0010
Q495W5	34	28.85	30.38	0.1768
Q496Y0	107	39.56	43.84	0.0030
Q49AG3	2	9.69	21.18	0.1419
Q49AJ0	48	21.58	38.90	0.0010
Q49AM3	1	0.00	0.00	0.0010
Q4ADV7	13	20.03	48.11	0.0010
Q4FZB7	72	20.10	29.62	0.0010
Q4G0A6	1	0.00	0.00	0.0010
Q4G0I0	5	6.00	37.47	0.0010
Q4G0J3	3	4.01	31.26	0.0010
Q4G0M1	90	33.45	35.62	0.0509
Q4G0N4	47	30.52	29.63	0.7383
Q4G0N8	2	5.49	24.33	0.0250
Q4G0Z9	3	4.51	26.71	0.0010
Q4G148	11	28.08	29.87	0.4086
Q4KMQ1	98	38.63	50.43	0.0010
Q4KMZ8	22	19.13	29.90	0.0040
Q4L235	2	22.92	20.68	0.6064
Q4LDE5	52	38.28	76.20	0.0010
Q4LE39	39	31.61	43.65	0.0010
Q4LEZ3	7	22.01	52.44	0.0040
Q4U2R8	1	0.00	0.00	0.0010
Q4UJ75	78	23.37	103.03	0.0010
Q4V328	107	122.36	127.83	0.2168
Q4VC05	12	16.14	42.82	0.0010
Q4VC31	6	5.37	21.54	0.0010
Q4VC44	3	4.12	26.34	0.0010
Q4VCS5	29	66.26	64.39	0.6843
Q4VXA5	6	5.34	21.74	0.0010
Q4W5G0	13	18.90	35.42	0.0010
Q4ZG55	41	57.48	57.15	0.5415
Q4ZHG4	1	0.00	0.00	0.0010
Q4ZIN3	58	29.17	36.39	0.0010
Q4ZJI4	2	11.90	14.60	0.3457
Q502W6	1	0.00	0.00	0.0010
Q504T8	35	29.49	39.79	0.0010
Q504Y2	55	27.26	33.09	0.0010
Q52LJ0	6	5.27	36.80	0.0010
Q52LR7	29	38.15	46.41	0.0020
Q52LW3	14	29.52	51.10	0.0010
Q52MB2	6	5.33	48.35	0.0010
Q53EP0	10	50.73	87.52	0.0030
Q53EQ6	120	40.83	40.38	0.5914
Q53EU6	6	12.47	27.97	0.0020
Q53F19	40	27.27	45.83	0.0010
Q53F39	2	7.89	15.38	0.1439
Q53FP2	12	13.59	19.32	0.0020
Q53GA4	14	28.79	37.95	0.1409
Q53GD3	4	44.66	33.70	0.9161
Q53GG5	81	36.55	42.88	0.0010
Q53GL0	1	0.00	0.00	0.0010
Q53GL7	62	19.74	43.63	0.0010
Q53GQ0	5	21.48	22.46	0.4835
Q53H54	4	12.45	27.43	0.0070
Q53H80	13	21.55	38.12	0.0010
Q53HC9	22	10.45	24.69	0.0010
Q53HI1	1	0.00	0.00	0.0010
Q53HL2	7	21.88	35.66	0.0160
Q53LP3	50	18.91	37.12	0.0010
Q53QV2	1	0.00	0.00	0.0010
Q53R41	2	2.52	21.23	0.0020
Q53RY4	3	10.39	20.51	0.0849
Q53T59	2	2.97	19.42	0.0090
Q53T94	2	3.66	19.05	0.0110
Q53TQ3	10	8.55	39.72	0.0010
Q562E7	51	30.27	53.30	0.0010
Q567U6	6	27.65	65.24	0.0020
Q567V2	37	19.56	25.31	0.0010
Q569G3	8	9.60	34.50	0.0010
Q56P03	1	0.00	0.00	0.0010
Q587I9	50	23.31	33.07	0.0010
Q587J7	11	28.05	48.51	0.0010
Q58EX7	7	39.19	49.02	0.1019
Q58HT5	3	3.71	17.94	0.0010
Q58WW2	25	30.97	29.31	0.7632
Q5BIV9	3	12.57	19.72	0.2258
Q5BJF6	15	127.33	144.66	0.1728
Q5BJH2	1	0.00	0.00	0.0010
Q5BJH7	9	14.73	27.02	0.0020
Q5BKT4	2	11.98	15.61	0.3087
Q5BKX5	3	13.11	20.82	0.1698
Q5BKY9	3	5.97	36.02	0.0040
Q5BKZ1	1	0.00	0.00	0.0010
Q5BLP8	34	27.94	31.92	0.0120
Q5BN46	7	14.15	40.85	0.0050
Q5C9Z4	4	31.73	35.46	0.3067
Q5D0E6	69	26.03	34.73	0.0010
Q5D1E8	14	37.76	38.42	0.4565
Q5EB52	28	34.21	27.11	0.9950
Q5EBL2	121	44.37	49.66	0.0010
Q5EBL4	74	36.98	54.85	0.0010
Q5EBM0	92	20.96	30.10	0.0010
Q5FVE4	2	13.65	16.32	0.3676
Q5GH72	78	27.06	29.74	0.0040
Q5GH73	41	19.52	29.24	0.0010
Q5GH76	14	17.37	27.55	0.0010
Q5GH77	14	12.60	27.86	0.0010
Q5H8A3	2	2.71	16.49	0.0070
Q5H943	5	10.42	25.99	0.0020
Q5H9L2	4	5.42	46.87	0.0010
Q5H9M0	14	30.40	43.64	0.0010
Q5H9R7	4	16.33	29.51	0.0370
Q5H9S7	12	9.73	31.62	0.0010
Q5HYA8	1	0.00	0.00	0.0010
Q5HYJ1	1	0.00	0.00	0.0010
Q5HYJ3	5	21.54	32.57	0.1349
Q5HYM0	52	33.13	43.85	0.0010
Q5HYR2	17	33.03	44.96	0.0010
Q5HYW3	11	21.66	40.63	0.0020
Q5IJ48	168	37.16	69.77	0.0010
Q5JPE7	308	55.39	69.65	0.0010
Q5JPF3	8	8.14	60.74	0.0010
Q5JPI9	1	0.00	0.00	0.0010
Q5JQC9	4	4.55	36.27	0.0010
Q5JRA6	19	26.55	88.57	0.0010
Q5JRK9	2	24.33	22.30	0.5644
Q5JRV8	1	0.00	0.00	0.0010
Q5JSH3	83	26.12	32.41	0.0010
Q5JSL3	66	70.57	74.70	0.0959
Q5JSQ8	7	11.64	15.97	0.0250
Q5JT82	2	7.42	18.84	0.1578
Q5JTD0	1	0.00	0.00	0.0010
Q5JTD7	38	16.34	24.95	0.0010
Q5JTH9	2	29.58	26.86	0.5674
Q5JTW2	13	37.93	39.81	0.3596
Q5JUK2	1	0.00	0.00	0.0010
Q5JUQ0	20	16.97	25.95	0.0010
Q5JUR7	1	0.00	0.00	0.0010
Q5JV73	53	35.29	48.32	0.0010
Q5JVS0	44	26.10	50.69	0.0010
Q5JWF2	192	24.32	37.09	0.0010
Q5JWR5	35	60.31	73.80	0.0030
Q5JXM2	6	5.40	21.89	0.0010
Q5K4E3	73	31.42	43.51	0.0010
Q5K651	4	18.95	41.40	0.0090
Q5KU26	2	2.67	38.68	0.0020
Q5M8T2	52	22.32	26.54	0.0030
Q5M9Q1	1	0.00	0.00	0.0010
Q5NDL2	1	0.00	0.00	0.0010
Q5NUL3	9	25.47	25.31	0.5145
Q5PSV4	3	4.00	43.23	0.0010
Q5QJ74	20	35.61	43.06	0.0649
Q5QP82	79	21.15	26.06	0.0010
Q5R3F8	34	24.98	41.50	0.0010
Q5R3I4	3	20.18	19.50	0.5674
Q5SNT2	14	8.59	46.87	0.0010
Q5SNV9	7	30.52	62.02	0.0020
Q5SQ80	103	84.77	100.16	0.0080
Q5SQH8	5	16.17	19.93	0.2458
Q5SQQ9	50	35.24	51.08	0.0010
Q5SQS8	2	13.21	26.60	0.1608
Q5SR56	1	0.00	0.00	0.0010
Q5SRR4	3	5.06	22.80	0.0040
Q5SSG8	2	3.79	23.83	0.0220
Q5SSJ5	17	25.25	37.21	0.0050
Q5SV17	25	16.50	35.56	0.0010
Q5SWL8	162	37.48	36.00	0.9880
Q5SWX8	3	5.16	19.35	0.0020
Q5SXM2	1	0.00	0.00	0.0010
Q5SY16	32	26.09	32.59	0.0020
Q5SYB0	2	3.65	24.93	0.0080
Q5SZD4	5	14.93	20.09	0.0729
Q5SZI1	14	15.34	24.11	0.0030
Q5SZK8	9	11.17	60.31	0.0010
Q5SZL2	7	43.68	94.05	0.0110
Q5T036	12	19.14	43.48	0.0010
Q5T0D9	19	13.59	21.88	0.0010
Q5T0F9	1	0.00	0.00	0.0010
Q5T0N1	6	44.57	46.62	0.4006
Q5T0U0	1	0.00	0.00	0.0010
Q5T197	12	28.18	70.34	0.0010
Q5T1A1	5	4.93	66.56	0.0010
Q5T1B0	1	0.00	0.00	0.0010
Q5T1M5	5	62.92	76.62	0.3287
Q5T1Q4	11	22.98	24.36	0.3057
Q5T230	99	33.34	44.50	0.0010
Q5T2E6	3	22.32	26.11	0.3636
Q5T2N8	4	23.08	36.90	0.1948
Q5T3F8	143	29.65	38.65	0.0010
Q5T4B2	10	27.24	31.67	0.0979
Q5T4F4	3	20.51	27.15	0.1918
Q5T4T1	2	3.24	13.32	0.0420
Q5T5J6	18	22.42	39.59	0.0010
Q5T5S1	13	31.59	74.41	0.0010
Q5T5X7	45	22.24	41.13	0.0010
Q5T5Y3	52	40.41	48.74	0.0010
Q5T6C5	27	34.72	49.37	0.0010
Q5T6F0	10	10.54	25.53	0.0010
Q5T6X4	7	19.22	34.20	0.0090
Q5T7M9	11	20.72	29.21	0.0050
Q5T7W0	48	22.50	37.92	0.0010
Q5T848	8	13.33	55.94	0.0010
Q5T8I3	1	0.00	0.00	0.0010
Q5T8P6	16	40.35	49.34	0.0300
Q5T953	56	30.95	42.72	0.0010
Q5T9C2	7	20.05	32.21	0.0220
Q5T9G4	2	2.66	15.96	0.0060
Q5TAA0	146	30.11	34.50	0.0010
Q5TAH2	1	0.00	0.00	0.0010
Q5TAQ9	66	23.76	27.57	0.0010
Q5TAX3	67	24.30	45.52	0.0010
Q5TB80	7	5.78	67.45	0.0010
Q5TBA9	543	49.81	60.45	0.0010
Q5TBK1	17	29.21	26.31	0.7712
Q5TC79	53	23.19	29.54	0.0010
Q5TC84	16	22.69	24.00	0.2997
Q5TCQ9	59	26.49	47.83	0.0010
Q5TCS8	2	34.05	35.16	0.5065
Q5TCZ1	29	21.03	39.23	0.0010
Q5TDH0	45	32.52	44.56	0.0010
Q5TEA3	6	36.06	44.42	0.2128
Q5TEJ8	12	9.63	49.49	0.0010
Q5TEZ5	7	5.74	126.72	0.0010
Q5TF21	66	82.37	72.10	0.9860
Q5TF58	94	56.92	62.99	0.0150
Q5TFE4	6	18.77	23.77	0.0819
Q5TG30	1	0.00	0.00	0.0010
Q5TGI0	6	28.16	24.20	0.7662
Q5TGL8	32	17.43	24.65	0.0020
Q5TGS1	7	34.28	32.79	0.6114
Q5TGY1	2	2.49	16.57	0.0040
Q5TH69	21	65.46	72.84	0.1459
Q5TIA1	4	34.36	53.83	0.1229
Q5TIE3	3	21.91	26.06	0.3127
Q5TYM5	23	10.29	18.80	0.0010
Q5TZA2	99	79.56	107.63	0.0010
Q5U3C3	74	21.21	26.51	0.0010
Q5U5Q3	52	32.51	41.18	0.0010
Q5U5X0	1	0.00	0.00	0.0010
Q5U623	1	0.00	0.00	0.0010
Q5U651	210	37.17	46.32	0.0010
Q5UAW9	25	20.90	28.41	0.0030
Q5UIP0	9	30.34	58.58	0.0020
Q5VST6	22	13.99	23.01	0.0010
Q5VT25	30	79.55	66.42	0.9730
Q5VT40	29	18.16	26.40	0.0010
Q5VT97	1	0.00	0.00	0.0010
Q5VT98	182	24.38	36.04	0.0010
Q5VTA0	24	10.89	34.97	0.0010
Q5VTB9	22	19.65	40.24	0.0010
Q5VTJ3	5	19.95	27.14	0.1159
Q5VTL7	1	0.00	0.00	0.0010
Q5VTL8	36	15.15	38.52	0.0010
Q5VTQ0	1	0.00	0.00	0.0010
Q5VTR2	48	142.33	120.80	0.9830
Q5VU43	36	41.07	82.87	0.0010
Q5VU57	4	14.63	22.12	0.0490
Q5VU65	13	56.40	70.31	0.0400
Q5VU92	133	20.04	26.86	0.0010
Q5VUB5	12	17.96	39.04	0.0010
Q5VUD6	1	0.00	0.00	0.0010
Q5VUE5	8	17.28	28.25	0.0539
Q5VUJ6	56	27.93	35.25	0.0010
Q5VV16	67	21.59	42.33	0.0010
Q5VV17	28	22.52	26.93	0.0260
Q5VV63	12	31.00	49.22	0.0020
Q5VVH5	2	3.51	16.70	0.0340
Q5VVJ2	12	11.19	40.59	0.0010
Q5VVW2	13	17.11	36.02	0.0010
Q5VW00	31	21.93	27.27	0.0020
Q5VW36	2	19.67	33.25	0.2567
Q5VW38	8	28.99	32.19	0.2448
Q5VWG9	51	26.37	48.48	0.0010
Q5VWI1	20	45.78	42.51	0.7742
Q5VWJ9	1	0.00	0.00	0.0010
Q5VWM5	227	35.18	36.04	0.0470
Q5VXH4	22	34.54	34.77	0.4476
Q5VXH5	36	32.08	35.50	0.0350
Q5VXT5	10	27.32	28.58	0.3806
Q5VXU1	2	2.56	15.39	0.0070
Q5VXU3	30	23.74	27.92	0.0220
Q5VXU9	3	14.87	26.95	0.0669
Q5VY09	15	30.29	37.47	0.1059
Q5VY43	17	38.70	87.92	0.0010
Q5VYJ5	278	45.18	64.21	0.0010
Q5VYS4	8	15.39	21.25	0.0280
Q5VYS8	26	24.76	43.64	0.0010
Q5VYV0	4	15.81	36.48	0.0390
Q5VZ18	1	0.00	0.00	0.0010
Q5VZ19	2	6.65	13.40	0.1359
Q5VZ66	4	92.13	55.55	0.9900
Q5VZ89	69	17.86	52.63	0.0010
Q5VZB9	14	20.05	46.04	0.0010
Q5VZE5	69	36.21	40.73	0.0040
Q5VZF2	23	25.15	33.05	0.0020
Q5VZI3	2	4.08	15.16	0.0390
Q5VZL5	51	33.19	47.28	0.0010
Q5VZQ5	2	1.98	20.96	0.0010
Q5VZY2	7	10.77	23.79	0.0010
Q5W041	1	0.00	0.00	0.0010
Q5W0B7	110	26.31	29.27	0.0030
Q5W0N0	2	3.01	14.85	0.0440
Q5W0Q7	1	0.00	0.00	0.0010
Q5W0V3	16	40.82	41.08	0.4655
Q5XKK7	13	46.37	43.75	0.7233
Q5XKP0	1	0.00	0.00	0.0010
Q5XKR4	50	28.11	45.73	0.0010
Q5XPI4	17	34.80	47.68	0.0030
Q5XUX1	25	20.60	27.97	0.0010
Q5XX13	1	0.00	0.00	0.0010
Q60I27	2	45.57	28.87	0.8272
Q63HK3	4	22.03	33.58	0.0649
Q63HK5	8	29.32	45.17	0.0110
Q63HQ0	5	5.19	37.24	0.0010
Q63HR2	2	2.83	23.38	0.0050
Q641Q3	34	38.72	34.70	0.8781
Q643R3	8	22.48	29.54	0.0400
Q64ET8	29	19.80	50.13	0.0010
Q658N2	2	3.47	17.00	0.0110
Q658Y4	6	18.37	32.53	0.0060
Q659A1	1	0.00	0.00	0.0010
Q66GS9	1	0.00	0.00	0.0010
Q66K14	16	17.85	44.34	0.0010
Q66K66	19	17.94	33.41	0.0010
Q66K74	50	26.41	33.11	0.0010
Q66K89	15	30.34	39.49	0.0040
Q66PJ3	50	33.00	56.77	0.0010
Q674X7	35	44.39	58.27	0.0240
Q68CJ6	2	13.99	19.41	0.3047
Q68CP9	70	48.26	52.24	0.0789
Q68CQ1	3	46.44	37.16	0.7133
Q68CQ7	3	15.50	18.79	0.3087
Q68CR1	8	19.30	44.25	0.0010
Q68CZ2	11	36.01	41.70	0.1179
Q68D91	13	16.45	22.30	0.0040
Q68DH5	30	15.98	36.78	0.0010
Q68DK2	5	50.88	67.24	0.1339
Q68DK7	33	43.25	52.94	0.0030
Q68DL7	8	22.63	26.74	0.1389
Q68DV7	5	37.97	45.36	0.2068
Q68DX3	4	17.28	35.34	0.0180
Q68EN5	62	22.31	26.09	0.0010
Q69YG0	28	17.42	21.56	0.0020
Q69YI7	22	18.45	44.85	0.0010
Q69YN4	6	32.51	43.54	0.0639
Q69YQ0	15	39.79	76.30	0.0030
Q69YU5	2	2.69	13.07	0.0100
Q69YW2	9	7.64	22.69	0.0010
Q69YZ2	31	20.23	42.20	0.0010
Q6AI12	12	18.63	35.17	0.0010
Q6AWC2	3	3.74	35.77	0.0010
Q6B0B8	14	27.96	34.06	0.0529
Q6BDS2	6	8.19	40.38	0.0010
Q6BEB4	37	26.42	36.12	0.0010
Q6DCA0	40	16.44	23.41	0.0010
Q6DKI7	2	31.76	16.32	0.9221
Q6DKK2	1	0.00	0.00	0.0010
Q6DN14	9	12.51	39.56	0.0010
Q6DT37	45	32.33	56.87	0.0010
Q6DWJ6	2	2.75	13.59	0.0110
Q6E213	33	16.68	26.65	0.0010
Q6EBC2	1	0.00	0.00	0.0010
Q6FHJ7	8	8.10	29.06	0.0010
Q6FIF0	3	20.49	32.11	0.1089
Q6GMV2	9	11.21	25.73	0.0010
Q6GMV3	2	6.50	12.78	0.1988
Q6GTS8	1	0.00	0.00	0.0010
Q6GYQ0	25	62.80	68.45	0.1678
Q6H9L7	18	12.90	30.56	0.0010
Q6IBW4	17	12.37	45.99	0.0010
Q6IC98	57	16.39	43.81	0.0010
Q6ICB4	1	0.00	0.00	0.0010
Q6ICC9	5	12.81	28.83	0.0100
Q6ICG6	20	24.90	27.56	0.1439
Q6ICG8	2	2.45	14.47	0.0080
Q6ICL3	8	9.67	20.48	0.0010
Q6ICL7	1	0.00	0.00	0.0010
Q6IE81	66	29.57	44.76	0.0010
Q6IEG0	24	59.62	46.31	0.9990
Q6IF00	1	0.00	0.00	0.0010
Q6IN85	74	34.26	45.23	0.0010
Q6IPT2	2	7.73	10.26	0.2857
Q6IPU0	13	13.38	31.47	0.0010
Q6IQ19	30	24.49	42.41	0.0010
Q6IQ21	2	21.63	19.75	0.5944
Q6IQ22	25	27.40	26.40	0.6024
Q6IQ23	11	12.23	41.00	0.0010
Q6IQ26	33	44.08	49.41	0.0549
Q6IQ32	5	35.27	41.83	0.1888
Q6IQ49	4	4.20	43.60	0.0010
Q6L9T8	20	11.60	18.55	0.0010
Q6L9W6	18	23.79	38.33	0.0010
Q6MZQ0	3	3.58	20.70	0.0010
Q6MZT1	1	0.00	0.00	0.0010
Q6MZW2	6	16.83	35.33	0.0020
Q6N043	9	19.77	32.97	0.0020
Q6N075	2	3.27	14.12	0.0210
Q6NSI3	2	21.93	25.82	0.4076
Q6NSI4	58	21.35	36.37	0.0010
Q6NSJ0	77	34.45	36.22	0.1678
Q6NSJ2	20	57.89	52.11	0.8302
Q6NT46	9	17.59	48.38	0.0010
Q6NT89	140	51.27	52.72	0.0230
Q6NTE8	2	3.87	15.42	0.0500
Q6NTF9	10	12.92	23.69	0.0010
Q6NUI2	109	23.03	34.66	0.0010
Q6NUI6	145	27.54	38.84	0.0010
Q6NUJ5	59	30.91	40.01	0.0010
Q6NUQ4	1	0.00	0.00	0.0010
Q6NUS8	1	0.00	0.00	0.0010
Q6NUT2	1	0.00	0.00	0.0010
Q6NUT3	8	20.71	25.41	0.0729
Q6NV74	3	44.46	43.60	0.5534
Q6NVH7	6	17.24	20.86	0.2228
Q6NVV3	5	4.81	26.44	0.0010
Q6NW34	1	0.00	0.00	0.0010
Q6NW40	1	0.00	0.00	0.0010
Q6NWY9	9	49.01	66.84	0.0420
Q6NXE6	3	4.31	23.81	0.0010
Q6NXG1	6	23.70	30.58	0.0759
Q6NXP6	1	0.00	0.00	0.0010
Q6NXT6	21	16.25	31.67	0.0010
Q6NY19	119	47.80	41.83	1.0000
Q6NYC8	3	3.39	33.01	0.0010
Q6NZ36	17	21.50	31.99	0.0010
Q6NZ67	8	17.99	34.32	0.0290
Q6NZI2	15	36.50	52.70	0.0020
Q6NZY7	40	28.21	40.57	0.0010
Q6P0A1	13	15.10	19.18	0.0050
Q6P1A2	42	21.53	30.66	0.0010
Q6P1J6	6	26.79	48.48	0.0070
Q6P1J9	54	34.22	43.68	0.0010
Q6P1K1	40	15.00	21.83	0.0010
Q6P1L5	14	26.37	51.25	0.0010
Q6P1M0	2	14.14	17.08	0.3786
Q6P1M9	11	17.51	30.10	0.0020
Q6P1Q0	5	12.25	24.65	0.0070
Q6P1Q9	1	0.00	0.00	0.0010
Q6P1R3	60	19.88	36.75	0.0010
Q6P1S2	6	5.73	26.45	0.0010
Q6P1X6	92	20.92	23.03	0.0010
Q6P2E9	75	33.23	59.82	0.0010
Q6P2H8	5	5.30	18.70	0.0010
Q6P3S6	29	20.01	27.97	0.0010
Q6P3X3	1	0.00	0.00	0.0010
Q6P499	2	12.69	13.98	0.4476
Q6P4A7	12	15.76	25.55	0.0010
Q6P4E1	10	25.46	79.06	0.0010
Q6P4I2	1	0.00	0.00	0.0010
Q6P4R8	29	24.45	49.34	0.0010
Q6P531	1	0.00	0.00	0.0010
Q6P582	6	31.70	32.58	0.4236
Q6P5X5	18	12.38	27.59	0.0010
Q6P995	8	14.92	37.28	0.0010
Q6P996	4	16.84	34.93	0.0290
Q6P9H4	1	0.00	0.00	0.0010
Q6PCB6	169	21.90	24.32	0.0010
Q6PCB7	20	27.62	33.73	0.0120
Q6PCE3	8	21.28	28.26	0.0240
Q6PEV8	18	32.03	36.14	0.1878
Q6PEW0	3	11.10	16.84	0.1109
Q6PEW1	10	11.12	33.19	0.0010
Q6PEY1	4	5.60	23.90	0.0010
Q6PF05	2	2.70	15.76	0.0060
Q6PFW1	414	39.86	42.88	0.0010
Q6PGN9	1	0.00	0.00	0.0010
Q6PH81	1	0.00	0.00	0.0010
Q6PI77	4	12.52	28.09	0.0240
Q6PI78	13	7.59	26.30	0.0010
Q6PID6	1	0.00	0.00	0.0010
Q6PID8	81	17.84	26.50	0.0010
Q6PIJ6	35	32.52	41.26	0.0010
Q6PIS1	7	9.95	24.40	0.0010
