uniprot_id	n_sites	mean_d	permuted_d	p_value
P62266	20	25.79	25.35	0.5465
P62269	49	25.87	26.45	0.2997
P62273	16	11.85	18.26	0.0030
P62277	18	21.06	23.34	0.1009
P62280	18	22.15	23.40	0.3277
P62312	14	11.71	14.58	0.0110
P62314	11	12.44	17.11	0.0050
P62328	4	26.33	20.98	0.9101
P62330	92	18.17	20.04	0.0010
P62333	51	27.92	41.43	0.0010
P62424	12	8.76	33.56	0.0010
P62487	9	17.20	24.66	0.0280
P62491	73	18.32	20.19	0.0010
P62495	115	40.15	36.57	1.0000
P62508	11	13.77	21.09	0.0010
P62701	86	22.58	25.56	0.0010
P62745	99	18.83	20.48	0.0010
P62750	6	35.05	25.66	0.8921
P62753	14	32.14	41.67	0.0679
P62805	1	0.00	0.00	0.0010
P62820	49	13.98	21.13	0.0010
P62826	93	18.48	21.86	0.0010
P62829	23	13.37	17.55	0.0010
P62834	35	14.65	19.07	0.0010
P62837	70	16.67	20.40	0.0010
P62851	11	6.78	20.01	0.0010
P62854	25	18.64	23.51	0.0020
P62857	40	12.80	15.12	0.0010
P62873	131	25.09	25.92	0.0879
P62877	42	16.01	27.04	0.0010
P62888	16	11.29	15.98	0.0010
P62891	14	11.28	18.02	0.0010
P62899	9	15.69	17.53	0.2058
P62906	27	28.96	25.24	0.9980
P62910	7	7.42	23.16	0.0010
P62917	56	23.05	28.72	0.0010
P62937	16	11.17	18.35	0.0010
P62942	28	13.21	16.99	0.0010
P62945	13	8.24	13.20	0.0010
P62979	2	3.64	11.81	0.0480
P62987	11	9.48	14.77	0.0010
P62993	44	26.33	25.77	0.7013
P63000	79	17.68	21.88	0.0010
P63096	41	25.21	35.50	0.0010
P63098	36	14.21	22.64	0.0010
P63104	64	18.49	24.50	0.0010
P63146	35	20.65	20.63	0.4925
P63151	43	24.29	29.77	0.0010
P63165	5	6.74	18.69	0.0010
P63167	38	12.75	15.46	0.0010
P63172	3	5.04	15.56	0.0060
P63173	11	8.24	13.69	0.0010
P63208	24	17.37	22.98	0.0020
P63220	17	17.30	20.12	0.0809
P63241	58	22.55	23.49	0.1389
P63244	93	20.49	24.25	0.0010
P63261	184	25.16	28.03	0.0010
P63272	15	14.68	16.72	0.0719
P63279	90	19.59	21.29	0.0010
P63316	34	14.21	25.39	0.0010
P67775	167	20.26	24.68	0.0010
P67870	51	16.08	26.78	0.0010
P68036	58	17.92	20.66	0.0010
P68104	111	21.97	29.14	0.0010
P68363	281	25.88	27.43	0.0010
P68400	107	23.72	26.98	0.0010
P68402	7	15.19	18.86	0.0669
P68431	14	9.21	22.38	0.0010
P69891	1	0.00	0.00	0.0010
P69892	4	11.80	14.99	0.1429
P78318	13	18.40	22.04	0.0509
P78324	5	37.33	34.65	0.5724
P78330	3	7.13	15.12	0.0220
P78348	35	37.18	39.98	0.2308
P78362	43	19.61	28.13	0.0010
P78363	2	27.84	37.20	0.4056
P78368	95	22.51	25.47	0.0010
P78371	9	9.98	33.33	0.0010
P78380	3	3.96	12.83	0.0030
P78406	16	16.35	24.11	0.0010
P78527	71	72.16	71.45	0.6054
P78543	14	9.59	17.16	0.0010
P78552	9	26.87	30.51	0.1908
P78563	63	19.41	26.30	0.0010
P81274	4	25.10	24.74	0.5375
P82251	2	13.80	14.54	0.4675
P82663	7	5.83	29.43	0.0010
P82930	55	26.51	31.61	0.0050
P82932	1	0.00	0.00	0.0010
P82933	3	4.05	28.71	0.0010
P83731	1	0.00	0.00	0.0010
P83876	74	15.93	18.35	0.0010
P83881	21	22.96	25.66	0.1389
P83916	21	11.00	16.81	0.0010
P84022	69	18.26	22.47	0.0010
P84074	38	17.15	23.29	0.0010
P84077	113	18.03	20.27	0.0010
P84085	44	16.75	19.66	0.0010
P84090	22	14.87	18.25	0.0080
P84095	59	15.21	20.05	0.0010
P84098	35	18.66	21.38	0.0110
P84103	42	13.32	29.69	0.0010
P84243	53	21.30	22.89	0.0290
P98172	21	14.96	18.43	0.0040
P99999	7	13.21	14.42	0.2378
Q00013	5	17.24	18.16	0.3836
Q00059	2	2.22	17.65	0.0030
Q00169	21	16.45	23.40	0.0010
Q00266	8	9.18	25.02	0.0010
Q00403	26	25.01	36.71	0.0010
Q00534	97	20.73	27.03	0.0010
Q00535	80	20.84	25.65	0.0010
Q00536	94	21.19	26.47	0.0010
Q00688	5	4.77	20.10	0.0010
Q00722	3	10.73	24.05	0.0170
Q00975	217	39.26	48.43	0.0010
Q01064	14	21.72	24.19	0.1049
Q01081	61	17.59	18.81	0.0180
Q01105	26	23.35	27.71	0.0709
Q01130	84	16.05	18.68	0.0010
Q01415	1	0.00	0.00	0.0010
Q01469	1	0.00	0.00	0.0010
Q01581	48	18.25	28.18	0.0010
Q01650	48	20.54	29.11	0.0010
Q01658	8	7.19	29.61	0.0010
Q01780	9	15.17	28.23	0.0010
Q01813	18	24.56	33.74	0.0010
Q01968	87	22.70	27.93	0.0010
Q01970	132	29.40	37.96	0.0010
Q02083	7	14.70	21.14	0.0130
Q02127	1	0.00	0.00	0.0010
Q02153	40	35.27	39.84	0.0090
Q02246	6	27.35	30.04	0.2707
Q02363	3	4.02	13.39	0.0100
Q02543	19	15.71	26.45	0.0010
Q02643	1	0.00	0.00	0.0010
Q02750	39	18.97	26.45	0.0010
Q02763	7	22.13	34.55	0.0370
Q02790	3	17.40	22.03	0.2887
Q02878	7	2.70	23.05	0.0010
Q02880	94	29.33	41.42	0.0010
Q03181	20	14.45	23.77	0.0010
Q03393	4	11.58	16.51	0.1129
Q03405	2	6.23	12.49	0.1269
Q03426	11	8.67	25.69	0.0010
Q03431	21	20.64	37.32	0.0010
Q04206	46	20.68	33.21	0.0010
Q04446	5	25.15	28.48	0.2837
Q04609	6	14.14	27.59	0.0010
Q04724	40	17.85	24.65	0.0010
Q04759	6	17.09	22.57	0.0549
Q04760	6	17.81	20.59	0.2198
Q04771	27	18.94	25.34	0.0010
Q04837	10	6.85	19.53	0.0010
Q04912	1	0.00	0.00	0.0010
Q04917	82	22.41	24.91	0.0010
Q05048	55	19.93	23.95	0.0010
Q05066	27	18.35	21.44	0.0160
Q05193	198	49.04	52.54	0.0010
Q05195	4	4.66	21.68	0.0010
Q05209	33	16.77	24.48	0.0010
Q05329	12	14.32	29.50	0.0010
Q05586	392	58.79	59.00	0.4076
Q05BQ5	20	22.33	31.09	0.0010
Q06124	55	27.17	32.52	0.0010
Q06187	95	19.87	24.42	0.0010
Q06210	137	30.14	35.38	0.0010
Q06278	3	18.75	28.04	0.1009
Q06323	2	6.52	15.02	0.1319
Q06330	80	31.79	32.76	0.1618
Q06609	34	18.90	26.25	0.0010
Q06643	36	13.16	18.77	0.0010
Q07020	27	19.35	40.06	0.0010
Q07021	1	0.00	0.00	0.0010
Q07075	2	4.98	18.73	0.0220
Q07343	23	13.48	30.85	0.0010
Q07699	9	11.98	28.92	0.0010
Q07812	18	23.08	22.02	0.7013
Q07817	19	11.89	21.58	0.0010
Q07820	3	6.06	14.17	0.0170
Q07866	81	27.45	29.89	0.0100
Q07869	11	16.20	22.90	0.0040
Q07889	34	39.73	48.95	0.0030
Q07890	16	25.61	34.84	0.0030
Q07955	52	18.75	21.51	0.0040
Q07960	1	0.00	0.00	0.0010
Q08174	13	11.16	59.48	0.0010
Q08209	79	17.07	28.56	0.0010
Q08345	10	9.31	26.29	0.0010
Q08493	1	0.00	0.00	0.0010
Q08499	42	21.29	25.56	0.0010
Q08623	5	16.63	18.61	0.2807
Q08881	4	7.29	18.17	0.0020
Q08945	54	32.29	36.08	0.0050
Q08AG7	6	6.42	16.00	0.0010
Q08AH3	1	0.00	0.00	0.0010
Q09013	2	12.65	15.01	0.4186
Q09028	137	22.55	28.22	0.0010
Q09161	23	50.40	39.33	1.0000
Q09328	18	29.91	32.36	0.1608
Q0JRZ9	21	36.64	47.71	0.0310
Q0VG06	39	19.61	54.59	0.0010
Q0VGL1	3	9.25	12.49	0.1888
Q10469	2	8.75	13.86	0.2108
Q10471	42	18.55	32.92	0.0010
Q10588	5	12.21	20.02	0.0130
Q12770	24	21.09	42.36	0.0010
Q12791	241	48.69	54.55	0.0010
Q12797	2	16.52	17.65	0.4655
Q12809	172	47.67	48.63	0.1499
Q12834	20	34.21	30.77	0.8252
Q12874	49	42.68	45.97	0.1249
Q12879	106	43.52	56.42	0.0010
Q12884	2	9.83	17.71	0.1379
Q12918	2	5.81	9.52	0.1728
Q12933	22	12.90	25.92	0.0010
Q12962	5	6.08	18.38	0.0010
Q12974	16	11.38	18.23	0.0010
Q12996	122	43.08	41.67	0.8971
Q13011	2	5.61	13.30	0.0889
Q13042	36	27.68	40.04	0.0010
Q13043	4	8.93	19.28	0.0030
Q13098	30	37.25	36.05	0.6494
Q13107	1	0.00	0.00	0.0010
Q13114	49	20.62	30.30	0.0010
Q13115	12	7.49	16.80	0.0010
Q13131	30	15.74	33.35	0.0010
Q13133	6	17.21	19.92	0.1888
Q13148	62	20.00	22.50	0.0030
Q13153	69	20.85	25.53	0.0010
Q13158	27	16.06	24.76	0.0010
Q13162	13	14.32	21.61	0.0010
Q13164	21	18.21	26.98	0.0010
Q13185	11	7.88	15.67	0.0010
Q13188	9	10.91	28.31	0.0010
Q13191	34	12.93	29.33	0.0010
Q13200	65	45.94	42.51	0.9660
Q13217	6	32.70	37.21	0.2967
Q13224	166	41.50	54.07	0.0010
Q13232	5	17.44	16.13	0.6793
Q13253	58	23.26	29.30	0.0010
Q13255	56	18.38	30.16	0.0010
Q13257	14	14.60	22.20	0.0010
Q13285	28	15.73	23.43	0.0010
Q13303	62	23.86	25.44	0.0270
Q13309	16	26.16	27.56	0.2927
Q13315	4	27.92	51.61	0.0310
Q13322	9	14.39	21.18	0.0030
Q13330	79	44.63	46.40	0.0639
Q13356	15	19.32	60.02	0.0010
Q13362	29	27.98	35.22	0.0020
Q13363	103	25.18	27.91	0.0010
Q13394	45	23.91	27.56	0.0010
Q13404	6	12.56	16.86	0.0460
Q13409	19	20.34	26.20	0.0040
Q13432	5	13.52	17.07	0.1059
Q13451	2	8.75	18.59	0.1608
Q13454	1	0.00	0.00	0.0010
Q13467	123	26.12	39.84	0.0010
Q13472	3	25.73	26.19	0.4815
Q13477	84	22.99	29.74	0.0010
Q13485	53	21.15	22.82	0.0340
Q13490	5	6.68	22.53	0.0010
Q13503	2	3.10	21.91	0.0340
Q13509	265	24.92	27.61	0.0010
Q13523	79	22.46	27.67	0.0010
Q13526	23	17.58	19.86	0.0539
Q13535	76	41.54	70.11	0.0010
Q13542	3	11.22	9.48	0.7592
Q13546	1	0.00	0.00	0.0010
Q13547	64	21.70	25.34	0.0010
Q13554	110	21.16	25.32	0.0010
Q13557	29	18.94	34.60	0.0010
Q13563	4	7.09	28.63	0.0010
Q13564	6	26.57	30.09	0.2268
Q13568	13	15.46	27.49	0.0010
Q13572	11	15.47	25.03	0.0010
Q13573	21	67.85	74.33	0.1219
Q13596	7	6.98	33.74	0.0010
Q13613	43	20.74	29.90	0.0010
Q13614	14	19.71	29.41	0.0010
Q13616	206	53.11	56.97	0.0010
Q13617	32	38.82	56.76	0.0010
Q13618	42	31.01	39.32	0.0010
Q13619	39	63.01	58.62	0.8731
Q13627	51	22.56	28.01	0.0010
Q13630	2	2.14	12.59	0.0010
Q13637	3	4.54	13.63	0.0020
Q13641	22	20.55	26.71	0.0020
Q13705	17	16.56	23.79	0.0010
Q13769	4	4.55	57.45	0.0010
Q13822	19	20.85	36.26	0.0010
Q13825	2	2.32	12.76	0.0040
Q13838	155	27.18	30.28	0.0010
Q13867	8	21.38	27.64	0.0569
Q13868	1	0.00	0.00	0.0010
Q13882	69	16.40	23.52	0.0010
Q13888	95	28.71	33.63	0.0020
Q13889	1	0.00	0.00	0.0010
Q13895	5	5.67	22.27	0.0010
Q13907	31	14.11	21.30	0.0010
Q13946	4	13.71	19.15	0.0859
Q13951	34	15.82	24.51	0.0010
Q13976	17	20.35	25.13	0.0070
Q14011	27	11.17	19.42	0.0010
Q14012	1	0.00	0.00	0.0010
Q14019	8	7.71	18.77	0.0010
Q14061	8	6.15	18.88	0.0010
Q14108	7	21.74	24.83	0.1798
Q14114	4	23.69	26.31	0.3427
Q14116	3	5.38	13.20	0.0030
Q14117	15	11.45	26.71	0.0010
Q14141	19	21.52	25.42	0.0270
Q14142	65	18.84	19.85	0.0370
Q14145	64	14.40	22.71	0.0010
Q14149	62	22.52	30.39	0.0010
Q14152	33	47.63	68.62	0.0080
Q14181	7	6.88	25.83	0.0010
Q14186	1	0.00	0.00	0.0010
Q14192	4	4.44	17.90	0.0010
Q14194	44	18.93	27.56	0.0010
Q14195	7	18.67	24.93	0.0360
Q14204	707	58.12	63.89	0.0010
Q14232	9	13.15	22.26	0.0010
Q14240	46	13.96	20.02	0.0010
Q14289	5	6.73	24.68	0.0010
Q14318	37	17.14	27.50	0.0010
Q14353	17	10.65	20.75	0.0010
Q14416	21	34.33	63.38	0.0010
Q14457	3	10.42	13.79	0.1738
Q14524	37	25.38	45.19	0.0010
Q14534	7	11.25	25.68	0.0010
Q14565	3	4.71	18.29	0.0010
Q14566	14	26.02	41.64	0.0010
Q14573	121	63.55	67.64	0.0709
Q14623	66	15.63	19.14	0.0010
Q14653	1	0.00	0.00	0.0010
Q14657	16	10.50	16.83	0.0010
Q14680	1	0.00	0.00	0.0010
Q14691	2	2.98	16.27	0.0240
Q14749	13	17.99	23.25	0.0080
Q14790	4	5.70	17.55	0.0020
Q14807	3	13.56	16.86	0.2607
Q14831	37	34.26	64.81	0.0010
Q14832	59	22.43	28.55	0.0010
Q14833	34	27.91	61.66	0.0010
Q14839	231	33.82	39.72	0.0010
Q14849	4	4.69	16.53	0.0010
Q14894	5	11.35	19.56	0.0100
Q14974	217	39.31	41.43	0.0010
Q14982	8	36.21	39.03	0.2977
Q14994	1	0.00	0.00	0.0010
Q14997	41	50.57	52.20	0.2168
Q14CX7	56	40.63	43.91	0.0310
Q15006	1	0.00	0.00	0.0010
Q15008	14	23.96	30.87	0.0200
Q15013	3	4.04	14.50	0.0020
Q15019	1	0.00	0.00	0.0010
Q15020	20	43.40	41.39	0.6933
Q15022	42	49.19	55.01	0.0370
Q15024	1	0.00	0.00	0.0010
Q15027	14	8.87	55.01	0.0010
Q15029	116	36.83	42.01	0.0010
Q15036	5	5.09	20.32	0.0010
Q15046	2	9.38	18.53	0.1668
Q15078	29	13.80	18.79	0.0010
Q15080	1	0.00	0.00	0.0010
Q15113	16	18.50	23.55	0.0020
Q15116	8	10.67	16.34	0.0020
Q15118	20	12.25	27.25	0.0010
Q15119	18	22.33	27.61	0.0060
Q15120	90	20.80	29.68	0.0010
Q15121	21	11.47	16.93	0.0010
Q15125	34	15.07	23.48	0.0010
Q15172	24	18.10	32.62	0.0010
Q15181	7	11.34	21.03	0.0010
Q15185	7	8.71	15.48	0.0010
Q15208	4	15.43	19.56	0.1409
Q15223	1	0.00	0.00	0.0010
Q15233	106	29.25	31.83	0.0010
Q15256	3	11.03	16.18	0.1299
Q15257	9	15.39	21.92	0.0060
Q15274	1	0.00	nan	0.0010
Q15286	59	15.19	20.43	0.0010
Q15291	57	22.75	30.85	0.0010
Q15303	11	31.35	41.27	0.0130
Q15311	6	17.52	21.65	0.1109
Q15363	19	9.81	16.78	0.0010
Q15366	63	17.51	20.84	0.0010
Q15369	28	15.40	17.64	0.0130
Q15370	29	12.82	19.96	0.0010
Q15382	38	14.30	19.60	0.0010
Q15389	16	14.21	20.01	0.0010
Q15393	158	45.57	45.03	0.7103
Q15418	12	12.48	25.99	0.0010
Q15435	23	22.23	28.51	0.0030
Q15436	6	21.65	30.44	0.0280
Q15438	13	12.99	23.05	0.0010
Q15465	58	14.76	22.35	0.0010
Q15493	2	3.77	11.80	0.0350
Q15528	7	9.82	38.61	0.0020
Q15542	24	21.11	31.27	0.0010
Q15543	1	0.00	0.00	0.0010
Q15544	2	3.64	11.42	0.0739
Q15545	17	23.38	26.49	0.1479
Q15554	38	17.58	24.25	0.0010
Q15562	3	14.89	15.20	0.4675
Q15582	2	2.30	22.81	0.0040
Q15628	29	16.68	22.22	0.0010
Q15631	26	23.34	25.30	0.1958
Q15633	35	22.23	26.36	0.0020
Q15642	4	4.56	41.82	0.0010
Q15645	31	23.23	29.13	0.0010
Q15661	1	0.00	0.00	0.0010
Q15691	5	12.91	14.68	0.2038
Q15717	74	19.66	23.34	0.0010
Q15722	53	27.10	40.98	0.0010
Q15738	40	13.46	21.37	0.0010
Q15750	8	13.47	27.79	0.0010
Q15758	51	28.25	29.47	0.1688
Q15759	82	22.15	27.61	0.0010
Q15768	36	15.46	18.77	0.0010
Q15771	24	13.10	19.22	0.0010
Q15796	38	15.72	22.62	0.0010
Q15797	23	14.83	22.42	0.0010
Q15814	5	14.30	17.53	0.1808
Q15818	17	19.48	19.46	0.5035
Q15819	6	11.34	18.38	0.0110
Q15828	5	9.95	15.53	0.0210
Q15831	60	17.67	25.24	0.0010
Q15833	6	29.59	27.75	0.6603
Q15843	29	10.93	15.06	0.0010
Q15858	13	26.86	42.53	0.0020
Q15904	23	18.12	28.95	0.0030
Q15907	76	16.33	20.61	0.0010
Q15910	101	31.03	46.20	0.0010
Q16186	29	21.24	43.90	0.0010
Q16222	1	0.00	0.00	0.0010
Q16288	17	10.59	23.32	0.0010
Q16512	2	4.96	13.33	0.0500
Q16513	8	12.41	23.30	0.0010
Q16514	2	1.91	14.63	0.0010
Q16515	4	38.90	31.41	0.7163
Q16531	181	36.23	43.80	0.0010
Q16539	67	15.70	28.44	0.0010
Q16543	10	21.74	32.39	0.0400
Q16555	43	23.31	29.46	0.0010
Q16566	23	14.60	24.11	0.0010
Q16568	2	2.45	6.65	0.0250
Q16576	113	20.06	27.17	0.0010
Q16595	44	15.35	18.22	0.0010
Q16620	71	17.65	25.44	0.0010
Q16629	44	14.52	20.70	0.0010
Q16644	3	16.01	16.75	0.4476
Q16647	2	3.66	15.32	0.0140
Q16654	1	0.00	0.00	0.0010
Q16658	151	28.10	31.90	0.0010
Q16659	9	19.88	23.73	0.0899
Q16667	1	0.00	0.00	0.0010
Q16674	1	0.00	0.00	0.0010
Q16695	11	16.81	20.53	0.0549
Q16719	1	0.00	0.00	0.0010
Q16740	29	17.87	22.06	0.0020
Q16763	20	14.20	19.52	0.0010
Q16773	1	0.00	0.00	0.0010
Q16777	36	20.57	23.63	0.0140
Q16778	49	16.52	20.14	0.0010
Q16790	6	16.34	19.62	0.1179
Q16795	2	3.80	13.35	0.0280
Q16828	22	15.03	17.68	0.0010
Q16829	24	10.63	17.89	0.0010
Q16836	4	10.09	19.66	0.0130
Q16851	18	16.90	29.93	0.0010
Q16854	1	0.00	0.00	0.0010
Q16864	6	5.34	15.46	0.0010
Q16873	34	30.98	26.47	0.9750
Q16875	27	22.18	32.14	0.0010
Q16881	3	18.90	21.55	0.3157
Q17RS7	2	2.71	16.38	0.0100
Q1HG43	1	0.00	0.00	0.0010
Q2NL82	2	2.90	19.96	0.0060
Q2TAY7	58	34.49	34.38	0.5255
Q2TBA0	1	0.00	0.00	0.0010
Q30154	15	23.94	29.50	0.0220
Q30201	1	0.00	0.00	0.0010
Q49A26	24	17.01	24.64	0.0010
Q4G0W2	49	14.42	17.92	0.0010
Q4U2R6	1	0.00	0.00	0.0010
Q53FA7	2	10.19	12.79	0.3526
Q53G59	48	13.57	22.49	0.0010
Q53GS9	21	21.63	31.95	0.0010
Q53H47	2	3.83	11.92	0.0420
Q56A73	42	16.90	22.74	0.0010
Q5JRX3	2	14.88	18.98	0.2847
Q5JS13	12	17.86	22.79	0.0200
Q5JS54	24	15.87	19.67	0.0040
Q5JTV8	1	0.00	0.00	0.0010
Q5JUX0	8	16.67	19.75	0.0899
Q5JVF3	2	2.70	12.17	0.0090
Q5MJ70	3	8.64	12.74	0.1029
Q5MNZ6	5	19.90	19.81	0.4965
Q5QNW6	15	15.27	19.51	0.0060
Q5R3K3	60	22.98	35.45	0.0010
Q5RKV6	167	22.22	25.13	0.0010
Q5RL73	2	7.33	10.24	0.2657
Q5S007	9	11.23	51.37	0.0010
Q5SQI0	6	7.09	19.50	0.0010
Q5SRE7	2	1.95	12.20	0.0010
Q5SRI9	1	0.00	0.00	0.0010
Q5T280	2	20.77	13.35	0.8681
Q5T2D3	5	11.23	16.13	0.0509
Q5T440	15	12.53	24.87	0.0010
Q5T4W7	63	18.67	23.21	0.0010
Q5T9L3	1	0.00	0.00	0.0010
Q5TA45	8	12.00	39.99	0.0010
Q5TBB1	1	0.00	0.00	0.0010
Q5UCC4	5	12.43	19.77	0.0569
Q5VSL9	21	26.26	35.41	0.0030
Q5VT66	7	6.96	27.04	0.0010
Q5VTE6	3	8.58	17.44	0.0330
Q5VVQ6	1	0.00	0.00	0.0010
Q5VVY1	1	0.00	0.00	0.0010
Q5VW32	2	7.00	15.91	0.0969
Q5VWP2	4	10.77	21.05	0.0090
Q5VY80	2	2.43	10.62	0.0060
Q5VYX0	1	0.00	0.00	0.0010
Q5W0Z9	8	21.82	27.08	0.1089
Q5W111	1	0.00	0.00	0.0010
Q5XUX0	70	29.20	32.77	0.0060
Q66K64	47	31.93	31.71	0.5475
Q676U5	33	15.62	22.73	0.0010
Q687X5	1	0.00	0.00	0.0010
Q68D85	1	0.00	0.00	0.0010
Q68J44	2	8.08	11.10	0.2937
Q695T7	1	0.00	0.00	0.0010
Q6B0I6	24	15.72	24.65	0.0010
Q6DD88	1	0.00	0.00	0.0010
Q6DN90	32	20.05	31.73	0.0010
Q6FI13	84	21.45	25.22	0.0010
Q6I9Y2	1	0.00	0.00	0.0010
Q6IA69	8	27.98	32.63	0.1508
Q6IAA8	5	4.97	34.15	0.0010
Q6IBS0	1	0.00	0.00	0.0010
Q6ICB0	4	7.57	15.57	0.0060
Q6IMI6	1	0.00	0.00	0.0010
Q6KC79	119	44.52	60.99	0.0010
Q6L8Q7	21	23.70	29.96	0.0050
Q6NYC1	17	24.71	25.71	0.3037
Q6P1M3	1	0.00	0.00	0.0010
Q6P1N9	7	6.84	20.60	0.0010
Q6P1X5	7	33.07	34.65	0.3616
Q6P2C8	26	34.64	36.37	0.2498
Q6P2P2	1	0.00	0.00	0.0010
Q6P2Q9	634	55.85	68.72	0.0010
Q6P3W2	1	0.00	0.00	0.0010
Q6P4F2	13	13.03	15.65	0.0180
Q6P5S7	5	5.28	17.77	0.0010
Q6P6C2	128	19.42	22.85	0.0010
Q6P988	45	20.52	25.58	0.0010
Q6P9B9	7	60.85	51.04	0.8482
Q6PD62	80	68.34	66.49	0.6903
Q6PHR2	13	16.71	23.71	0.0010
Q6R327	42	27.20	49.33	0.0010
Q6TDP4	5	9.27	18.03	0.0040
Q6UWW0	1	0.00	0.00	0.0010
Q6UX04	2	2.84	10.26	0.0180
Q6UXV0	1	0.00	0.00	0.0010
Q6V1X1	54	19.27	37.18	0.0010
Q6XQN6	20	16.53	35.55	0.0010
Q6ZMJ4	3	5.48	13.69	0.0070
Q6ZMT4	38	27.27	31.47	0.0120
Q6ZMU5	73	18.35	20.68	0.0010
Q6ZN17	1	0.00	0.00	0.0010
Q6ZN18	31	42.13	65.54	0.0010
Q6ZRY4	1	0.00	0.00	0.0010
Q6ZT98	39	18.32	26.44	0.0010
Q709F0	5	18.32	22.75	0.1538
Q70CQ3	4	5.76	20.22	0.0010
Q712K3	26	19.22	22.39	0.0080
Q719H9	42	18.09	35.18	0.0010
Q71DI3	10	16.08	20.95	0.0270
Q71U36	302	25.86	27.79	0.0010
Q71UI9	32	18.51	24.17	0.0010
Q75QN2	8	32.30	54.56	0.0070
Q76LX8	49	24.33	44.77	0.0010
Q7KZF4	20	19.86	36.61	0.0010
Q7KZI7	79	22.72	26.82	0.0010
Q7L0Q8	13	12.09	18.69	0.0010
Q7L1W4	30	18.52	59.72	0.0010
Q7L2H7	3	3.94	24.44	0.0010
Q7L523	114	20.92	26.56	0.0010
Q7L5D6	21	11.09	27.94	0.0010
Q7L5N1	33	19.55	33.63	0.0010
Q7L8A9	31	19.53	24.19	0.0020
Q7LBR1	5	46.07	44.64	0.5075
Q7LDG7	27	14.35	31.33	0.0010
Q7RTN6	1	0.00	0.00	0.0010
Q7RTV0	52	18.08	18.11	0.4625
Q7Z2Z2	5	25.57	36.78	0.0500
Q7Z3B1	11	37.09	40.15	0.2458
Q7Z3C6	38	20.55	35.83	0.0010
Q7Z406	58	31.90	58.82	0.0010
Q7Z4H3	1	0.00	0.00	0.0010
Q7Z4W1	12	10.08	20.80	0.0010
Q7Z5K2	110	27.36	33.20	0.0010
Q7Z5Q5	1	0.00	0.00	0.0010
Q7Z5W3	2	2.60	11.26	0.0090
Q7Z628	1	0.00	0.00	0.0010
Q7Z6A9	9	7.83	17.95	0.0010
Q7Z6K3	19	18.59	29.06	0.0010
Q7Z6K4	62	14.21	16.62	0.0010
Q7Z6M4	1	0.00	0.00	0.0010
Q7Z6Z7	750	65.11	68.40	0.0010
Q7Z7C8	3	4.73	39.47	0.0010
Q7Z7E8	45	18.91	19.53	0.1818
Q7Z7F7	1	0.00	0.00	0.0010
Q86SE9	1	0.00	0.00	0.0010
Q86SF2	8	19.72	29.50	0.0050
Q86SQ9	24	13.48	28.31	0.0010
Q86SR1	8	28.17	29.96	0.2967
Q86SX6	21	12.98	17.74	0.0010
Q86SZ2	2	5.49	9.83	0.1469
Q86TI2	60	26.77	35.86	0.0010
Q86TS9	2	6.47	17.86	0.1708
Q86TU7	9	21.66	30.15	0.0130
Q86TV6	30	39.72	49.29	0.0020
Q86U44	34	17.37	22.36	0.0010
Q86UE8	80	20.05	25.76	0.0010
Q86US8	1	0.00	0.00	0.0010
Q86UW9	6	9.44	23.43	0.0010
Q86UX7	23	30.22	36.03	0.0150
Q86UY6	7	16.59	19.34	0.1518
Q86V24	26	23.48	26.11	0.0599
Q86V25	2	11.44	12.61	0.4306
Q86V35	20	19.75	25.43	0.0160
Q86VN1	4	11.71	22.69	0.0270
Q86VP6	71	50.58	54.18	0.0090
Q86VU5	81	18.17	21.65	0.0010
Q86VW2	8	9.60	27.50	0.0010
Q86W47	39	29.15	33.41	0.0430
Q86W50	24	18.48	22.98	0.0020
Q86W56	316	28.17	31.18	0.0010
Q86WC4	12	12.86	32.53	0.0010
Q86WJ1	3	8.26	29.91	0.0050
Q86WV6	2	18.41	17.39	0.5884
Q86X55	129	25.08	28.11	0.0010
Q86XE3	1	0.00	0.00	0.0010
Q86XP0	2	12.51	18.97	0.2617
Q86Y01	1	0.00	0.00	0.0010
Q86Y38	7	10.11	32.34	0.0010
Q86Y39	6	16.16	22.24	0.0899
Q86Y82	1	0.00	0.00	0.0010
Q86Y97	41	16.55	22.86	0.0010
Q86YS6	26	13.42	18.82	0.0010
Q86YT5	2	14.37	14.50	0.5275
Q86YT6	46	15.42	27.61	0.0010
Q86Z14	34	33.10	41.89	0.0020
Q8IU57	7	6.36	24.36	0.0010
Q8IU60	7	10.85	17.53	0.0060
Q8IUH5	12	11.79	24.55	0.0010
Q8IUQ4	38	16.44	24.07	0.0010
Q8IUR7	26	29.09	40.76	0.0010
Q8IUX4	1	0.00	0.00	0.0010
Q8IVH4	126	24.10	29.53	0.0010
Q8IVS2	6	7.52	20.84	0.0010
Q8IVV7	26	18.07	21.17	0.0070
Q8IVW4	1	0.00	0.00	0.0010
Q8IWA4	2	2.79	17.77	0.0080
Q8IWE4	4	4.40	18.47	0.0010
Q8IWL3	2	17.25	14.03	0.6993
Q8IWS0	58	15.06	17.86	0.0010
Q8IWT6	64	42.67	60.93	0.0010
Q8IWU9	4	8.68	20.75	0.0020
Q8IX04	3	6.80	17.08	0.0130
Q8IXI2	10	17.88	29.67	0.0030
Q8IXK2	40	24.26	33.52	0.0010
Q8IXL6	36	16.93	26.90	0.0010
