enst_id	length	syn_prob	syn_count	mis_prob	mis_count	syn_exp	mis_exp
ENST00000379562	393	1.049e-5	72	2.893e-5	169	66.3437155854471	181.52881128704757
ENST00000379565	740	1.858e-5	77	5.487e-5	65	116.87774076039005	343.5625088195593
ENST00000379567	200	9.08e-6	62	2.156e-5	158	57.536178441235776	135.4922518878721
ENST00000379568	392	1.082e-5	73	2.732e-5	166	68.4050540660072	171.47197809401194
ENST00000379579	313	6.655e-6	49	2.144e-5	104	42.38846384924114	134.74267425857755
ENST00000379589	200	6.943e-6	50	1.638e-5	96	44.187450159548135	103.13548422332273
ENST00000379597	402	1.368e-5	105	3.017e-5	260	86.26998756419468	189.27444678975823
ENST00000379600	347	9.181e-6	62	2.431e-5	162	58.16707294589205	152.67007255920623
ENST00000379604	437	2.459e-5	133	4.458e-5	133	154.41908702756027	279.28622710754905
ENST00000379607	144	4.028e-6	17	1.067e-5	4	25.978960247933966	67.46808202938897
ENST00000379611	529	1.327e-5	87	3.59e-5	251	83.70893066410487	225.0667785885744
ENST00000379613	437	2.459e-5	133	4.458e-5	133	154.41908702756027	279.28622710754905
ENST00000379631	291	9.285e-6	57	2.429e-5	179	58.81670689128069	152.5451429543238
ENST00000379638	189	6.831e-6	47	1.521e-5	98	43.487844372206524	95.82710233770058
ENST00000379643	773	2.394e-5	120	6.508e-5	303	150.3588748688813	407.3390721120398
ENST00000379644	635	2.385e-5	132	5.17e-5	273	149.79669164691035	323.76116644569413
ENST00000379645	921	3.687e-5	190	8.288e-5	263	231.12586442537227	518.5264204574025
ENST00000379649	103	2.661e-6	19	8.562e-6	47	17.44002175421987	54.30050167478085
ENST00000379655	833	4.062e-5	216	9.061e-5	385	254.5501653408279	566.8117127444617
ENST00000379660	401	1.048e-5	61	2.665e-5	176	66.28125078300589	167.28683633045054
ENST00000379661	655	3.257e-5	194	6.894e-5	337	204.26599937564984	431.4504858543488
ENST00000379663	456	1.138e-5	79	3.392e-5	228	71.90308300271523	212.69874770521386
ENST00000379665	312	6.81e-6	57	1.929e-5	158	43.35666828707998	121.31274173371631
ENST00000379667	311	7.733e-6	80	2.002e-5	212	49.12216955240412	125.872672311925
ENST00000379668	312	7.301e-6	70	1.989e-5	195	46.42369008694363	125.06062988018921
ENST00000379672	818	3.215e-5	222	7.107e-5	298	201.6424776731188	444.75548877432755
ENST00000379681	982	2.756e-5	223	7.128e-5	350	172.9711333526011	446.0672496255931
ENST00000379682	711	1.643e-5	84	5.012e-5	202	103.44780823552881	313.89172765998217
ENST00000379687	682	1.591e-5	78	4.839e-5	188	100.19963850858562	303.085316837652
ENST00000379692	568	1.548e-5	125	3.91e-5	276	97.51365200361339	245.05551536976324
ENST00000379695	157	8.349e-6	44	1.681e-5	73	52.970001382782954	105.82147072829498
ENST00000379704	230	6.982e-6	42	1.709e-5	129	44.431062889068876	107.570485196649
ENST00000379715	174	5.165e-6	39	1.231e-5	73	33.081208285500104	77.71230962974823
ENST00000379719	1038	2.399e-5	194	7.14e-5	291	150.67119888108735	446.8168272548877
ENST00000379721	86	2.773e-6	14	7.132e-6	44	18.13962754156148	45.36803492568709
ENST00000379725	109	3.18e-6	14	8.273e-6	61	20.68194500091893	52.49526888422973
ENST00000379727	512	1.625e-5	124	4.305e-5	325	102.32344179158693	269.7291123340432
ENST00000379731	398	1.879e-5	102	4.068e-5	183	118.18950161165556	254.92495415547518
ENST00000379747	836	2.174e-5	168	6.025e-5	377	136.61661833181398	377.16857253293296
ENST00000379751	599	3.44e-5	177	6.851e-5	215	215.6970582223922	428.7644993493766
ENST00000379756	236	1.151e-5	48	2.606e-5	97	72.71512543445102	163.60141298641886
ENST00000379757	432	2.366e-5	96	4.532e-5	239	148.60986040052725	283.90862248819894
ENST00000379774	342	8.984e-6	59	2.399e-5	146	56.93651633780012	150.67119888108735
ENST00000379775	520	2.583e-5	165	5.44e-5	247	162.1647225302709	340.62666310482217
ENST00000379800	337	1.08e-5	85	2.742e-5	183	68.28012446112477	172.0966261184241
ENST00000379802	2871	8.946e-5	645	2.284e-4	1453	559.628260463722	1427.514225581963
ENST00000379803	1162	5.986e-5	334	1.265e-4	450	374.7324452377256	790.9978887059824
ENST00000379806	428	1.489e-5	57	3.796e-5	80	93.8282286595817	237.93452789146474
ENST00000379813	336	9.098e-6	65	2.576e-5	193	57.64861508562996	161.7274689131824
ENST00000379817	342	8.587e-6	65	2.561e-5	194	54.45666368088388	160.7904968765642
ENST00000379818	61	2.731e-6	16	5.125e-6	51	17.87727537130838	32.83134907573525
ENST00000379819	356	9.507e-6	69	2.703e-5	206	60.203425505475664	169.66049882321673
ENST00000379826	467	1.789e-5	130	4.088e-5	249	112.5676693919462	256.1742502042995
ENST00000379829	315	8.492e-6	75	2.138e-5	212	53.86324805769233	134.36788544393022
ENST00000379834	568	1.573e-5	94	4.3e-5	278	99.07527206464377	269.4167883218371
ENST00000379847	128	3.385e-6	31	9.932e-6	61	21.962473450963838	62.8581796092273
ENST00000379863	543	1.566e-5	99	3.967e-5	123	98.63801844755525	248.61600910891246
ENST00000379869	1017	2.964e-5	141	7.178e-5	260	185.96381226037383	449.1904897476538
ENST00000379881	425	1.308e-5	91	2.997e-5	176	82.52209941772179	188.02515074093392
ENST00000379883	925	2.16e-5	149	6.21e-5	407	135.74211109763698	388.72456098455774
ENST00000379887	557	2.15e-5	98	5.011e-5	69	135.11746307322483	313.8292628575409
ENST00000379888	401	1.268e-5	93	3.272e-5	95	80.0235073200732	205.20297141226806
ENST00000379907	787	2e-5	124	5.493e-5	332	125.74774270704258	343.9372976342066
ENST00000379919	359	1.808e-5	106	3.658e-5	150	113.75450063832929	229.31438515457702
ENST00000379923	889	2.669e-5	198	7.026e-5	447	167.53669554021542	439.69583977658914
ENST00000379925	1315	3.327e-5	247	9.718e-5	680	208.63853554653485	607.85108794834
ENST00000379936	575	2.178e-5	133	5.527e-5	352	136.86647754157886	346.06110091720785
ENST00000379938	1742	9.183e-5	679	1.768e-4	1146	574.4324186422899	1105.1958449852937
ENST00000379942	1235	4.82e-5	264	1.079e-4	390	301.89848559126887	674.8133561653224
ENST00000379946	317	7.609e-6	84	2.168e-5	243	48.347606002133055	136.24182951716668
ENST00000379953	162	5.017e-6	37	1.151e-5	92	32.15672920937013	72.71512543445102
ENST00000379957	491	1.297e-5	92	3.471e-5	240	81.83498659086843	217.63346709806981
ENST00000379958	1589	3.533e-5	282	1.029e-4	724	221.50628484942519	643.5809549447149
ENST00000379959	272	8.923e-6	68	2.232e-5	146	56.55548104290871	140.23957687340445
ENST00000379965	498	1.379e-5	110	3.561e-5	261	86.95710039104806	223.2552993177792
ENST00000379977	267	1.365e-5	71	2.663e-5	138	86.08259315687104	167.16190672556812
ENST00000379979	106	3.776e-6	22	8.446e-6	46	24.404847226415345	53.575909966462746
ENST00000379982	611	2.022e-5	138	4.756e-5	248	127.12196836074929	297.9007382350311
ENST00000379984	224	8.631e-6	36	2.135e-5	73	54.73150881162522	134.1804910366066
ENST00000379989	1030	3.023e-5	160	8.005e-5	241	189.64923560440553	500.84888136653865
ENST00000379992	606	1.721e-5	169	4.675e-5	311	108.32006282594358	292.8410892372927
ENST00000379996	1030	3.023e-5	160	8.005e-5	241	189.64923560440553	500.84888136653865
ENST00000379999	1094	4.044e-5	262	9.236e-5	443	253.42579889688602	577.7430531716743
ENST00000380003	481	1.172e-5	104	3.286e-5	230	74.02688628571654	206.07747864644506
ENST00000380005	210	4.699e-6	31	1.364e-5	82	30.170348491739492	86.02012835442983
ENST00000380007	434	3.577e-5	81	6.509e-5	170	224.25473615683862	407.401536914481
ENST00000380009	536	1.457e-5	103	3.891e-5	284	91.82935498146281	243.86868412338012
ENST00000380032	294	7.856e-6	55	1.916e-5	159	49.89048662243107	120.5006993019805
ENST00000380033	799	2.274e-5	119	5.847e-5	260	142.86309857593548	366.0498376983967
ENST00000380034	493	1.316e-5	109	3.664e-5	286	83.0218178372515	229.68917396922436
ENST00000380035	965	7.077e-5	244	1.227e-4	422	442.8815447010912	767.2612637783207
ENST00000380036	1124	3.189e-5	293	8.493e-5	491	200.01839280964722	531.3317049578516
ENST00000380041	329	1.123e-5	43	2.671e-5	57	70.966110966097	167.66162514509784
ENST00000380044	176	5.532e-6	37	1.439e-5	81	35.373666535092696	90.70498853752095
ENST00000380050	469	1.347e-5	100	3.449e-5	187	84.95822671292918	216.25924144436308
ENST00000380051	363	1.164e-5	83	2.797e-5	180	73.52716786618683	175.53219025269092
ENST00000380055	370	8.395e-6	85	2.221e-5	198	53.257339474012554	139.55246404655108
ENST00000380059	918	4.652e-5	299	9.227e-5	498	291.4043987811448	577.1808699497034
ENST00000380060	1630	6.205e-5	224	1.436e-4	498	388.4122369723517	897.8127008804599
ENST00000380062	600	1.255e-5	100	4.055e-5	333	79.21146488833739	254.11291172373942
ENST00000380067	295	1.032e-5	76	2.426e-5	159	65.28181394394645	152.35774854700017
ENST00000380069	722	4.723e-5	170	9.315e-5	369	295.839399754471	582.6777725645303
ENST00000380071	356	8.572e-6	68	2.611e-5	186	54.36296647722206	163.91373699862493
ENST00000380079	459	1.099e-5	86	3.335e-5	209	69.46695570750785	209.13825396606458
ENST00000380084	469	1.496e-5	76	3.746e-5	71	94.26548227667021	234.81128776940395
ENST00000380094	361	1.639e-5	90	3.474e-5	187	103.19794902576396	217.8208615053935
ENST00000380095	251	1.052e-5	101	2.179e-5	198	66.53110999277074	136.92894234402004
ENST00000380097	516	1.347e-5	107	3.937e-5	315	84.95822671292918	246.742065035676
ENST00000380099	1012	4.595e-5	218	9.829e-5	493	287.84390504199547	614.7846810193148
ENST00000380110	389	1.081e-5	111	2.91e-5	159	68.34258926356598	182.59071292854821
ENST00000380113	194	9.137e-6	54	1.839e-5	105	57.89222781515071	115.69090951400695
ENST00000380118	394	1.248e-5	73	2.859e-5	212	78.77421127124889	179.40500800404624
ENST00000380122	528	1.737e-5	84	4.284e-5	183	109.31949966500304	268.41735148277763
ENST00000380130	243	7.806e-6	44	2.167e-5	85	49.578162610224986	136.17936471472547
ENST00000380133	243	7.806e-6	44	2.167e-5	85	49.578162610224986	136.17936471472547
ENST00000380149	867	3.586e-5	204	8.215e-5	472	224.81691937880956	513.9664898791939
ENST00000380152	3418	7.727e-5	605	2.149e-4	1812	483.48366628788085	1343.186742286323
ENST00000380155	352	1.22e-5	50	2.755e-5	84	77.02519680289487	172.9086685501599
ENST00000380167	224	7.85e-6	49	1.835e-5	119	49.853007740966326	115.44105030424208
ENST00000380171	284	1.251e-5	68	2.779e-5	195	78.96160567857254	174.40782380874904
ENST00000380172	283	9.276e-6	79	2.268e-5	156	58.7604885690836	142.48830976128818
ENST00000380175	140	4.332e-6	27	9.946e-6	69	27.8778902421469	62.945630332644996
ENST00000380183	676	2.588e-5	153	5.965e-5	376	162.47704654247698	373.42068438646004
ENST00000380184	475	1.13e-5	110	3.293e-5	282	71.40336458318552	206.51473226353355
ENST00000380191	445	1.226e-5	68	3.314e-5	162	77.39998561754216	207.82649311479906
ENST00000380198	211	7.307e-6	50	1.805e-5	74	46.46116896840836	113.56710623100565
ENST00000380200	79	1.708e-6	8	4.27e-6	15	11.487126081572082	27.490608467011363
ENST00000380205	189	4.719e-6	44	1.168e-5	116	30.29527809662192	73.7770270759517
ENST00000380206	188	4.21e-6	43	1.097e-5	121	27.115819652364078	69.34202610262543
ENST00000380210	189	4.214e-6	53	1.114e-5	110	27.14080557334056	70.40392774412608
ENST00000380211	314	7.74e-6	84	2.283e-5	246	49.16589491411297	143.42528179790642
ENST00000380216	189	4.645e-6	76	1.147e-5	175	29.833038558556932	72.46526622468618
ENST00000380219	312	7.338e-6	79	2.206e-5	245	46.654809855976126	138.61549200993286
ENST00000380222	189	4.001e-6	65	1.117e-5	185	25.810305281342686	70.59132215144972
ENST00000380224	310	8.193e-6	67	2.218e-5	204	51.9955504647	139.36506963922744
ENST00000380225	189	4.658e-6	56	1.144e-5	151	29.91424280173051	72.27787181736252
ENST00000380229	195	4.771e-6	53	1.263e-5	125	30.620095069316235	79.7111833078671
ENST00000380230	522	2.332e-5	153	4.861e-5	280	146.48605711752595	304.45954249135866
ENST00000380232	187	4.578e-6	52	1.157e-5	114	29.41452438220079	73.08991424909831
ENST00000380237	147	4.727e-6	38	1.003e-5	71	30.34524993857489	63.47033467315121
ENST00000380243	419	3.275e-5	67	5.812e-5	107	205.39036581959172	363.86356961295417
ENST00000380249	1801	4.598e-5	409	1.236e-4	1152	288.03129944931914	772.88309599803
ENST00000380250	3012	9.233e-5	682	2.319e-4	1128	577.5556587643507	1449.3769064363883
ENST00000380254	292	7.001e-6	61	2.207e-5	165	44.549746013707185	138.67795681237408
ENST00000380262	925	3.072e-5	212	8.31e-5	489	192.71001092402503	519.9006461111093
ENST00000380266	764	1.947e-5	159	5.479e-5	376	122.43710817765819	343.0627904000296
ENST00000380274	325	2.015e-5	96	4.374e-5	151	126.68471474366079	274.039183702487
ENST00000380276	240	1.06e-5	59	2.945e-5	31	67.03082841230047	184.77698101399076
ENST00000380283	231	1.21e-5	70	2.526e-5	103	76.40054877848272	158.60422879112164
ENST00000380289	384	1.301e-5	68	3.003e-5	130	82.08484580063329	188.3999395555812
ENST00000380293	164	1.396e-5	27	2.325e-5	39	88.01900203254871	146.04880350043743
ENST00000380299	147	4.179e-6	37	9.699e-6	100	26.92217876479631	61.40274971234699
ENST00000380310	694	3.359e-5	181	8.43e-5	189	210.63740922465377	527.3964224040551
ENST00000380317	242	1.013e-5	47	2.628e-5	114	64.09498269756335	164.9756386401256
ENST00000380320	1016	4.411e-5	247	1.034e-4	525	276.350381392812	646.7041950667757
ENST00000380324	520	1.684e-5	116	3.967e-5	175	106.00886513561863	248.61600910891246
ENST00000380325	205	1.216e-5	48	2.906e-5	108	76.77533759313	182.34085371878336
ENST00000380332	146	1.166e-5	56	1.823e-5	89	73.65209747106925	114.69147267494752
ENST00000380338	568	1.557e-5	142	3.984e-5	201	98.07583522558431	249.67791075041313
ENST00000380342	222	5.085e-6	20	1.472e-5	78	32.58148986597038	92.76632701808104
ENST00000380345	228	9.935e-6	58	2.114e-5	106	62.87691904995967	132.8687301853411
ENST00000380358	2059	7.859e-5	482	1.946e-4	575	491.7290202101213	1216.3831933306562
ENST00000380367	312	7.05e-6	65	2.142e-5	183	44.85582354566913	134.6177446536951
ENST00000380370	311	8.608e-6	94	2.504e-5	210	54.587839766010426	157.23000313741494
ENST00000380371	313	7.874e-6	62	1.994e-5	160	50.00292326682525	125.37295389239527
ENST00000380373	313	7.565e-6	73	2.021e-5	214	48.07276087139171	127.0595035583081
ENST00000380377	108	3.406e-6	15	9.377e-6	45	22.09364953609039	59.39138307373987
ENST00000380378	354	9.217e-6	93	2.542e-5	225	58.391946234680425	159.6036656301811
ENST00000380379	291	1.259e-5	60	2.769e-5	134	79.46132409810225	173.78317578433692
ENST00000380383	319	8.01e-6	82	2.264e-5	207	50.85244458002577	142.23845055152333
ENST00000380390	261	7.63e-6	53	1.835e-5	141	48.4787820872596	115.44105030424208
ENST00000380392	364	3.175e-5	56	6.414e-5	111	199.1438855754702	401.46738068256565
ENST00000380393	802	2.587e-5	169	6.573e-5	300	162.41458174003577	411.39928427071874
ENST00000380394	249	6.514e-6	87	2.336e-5	102	41.50771013482001	146.73591632729082
ENST00000380412	540	2.301e-5	169	5.664e-5	215	144.5496482418483	354.6187788516543
ENST00000380419	446	1.647e-5	117	3.832e-5	285	103.69766744529367	240.18326077934844
ENST00000380420	290	8.101e-6	42	2.115e-5	118	51.420874282240824	132.93119498778228
ENST00000380421	290	8.101e-6	42	2.115e-5	118	51.420874282240824	132.93119498778228
ENST00000380433	161	6.758e-6	48	1.414e-5	104	43.031851314385655	89.14336847649058
ENST00000380445	839	3.089e-5	191	7.719e-5	442	193.7719125655257	482.98394786835115
ENST00000380448	323	8.122e-6	74	2.35e-5	211	51.55205036736738	147.6104235614678
ENST00000380450	402	1.333e-5	97	3.217e-5	207	84.08371947875216	201.76740727800123
ENST00000380455	231	8.895e-6	65	1.845e-5	120	56.380579596073304	116.06569832865425
ENST00000380473	289	7.119e-6	67	1.94e-5	182	45.28683068251352	121.99985456056967
ENST00000380482	303	1.293e-5	52	2.678e-5	164	81.58512738110356	168.09887876218636
ENST00000380486	696	3.481e-5	206	6.651e-5	332	218.258115122482	416.27153886113354
ENST00000380488	294	9.3e-6	49	2.191e-5	82	58.910404094942514	137.67851997331462
ENST00000380490	161	6.136e-6	36	1.311e-5	65	39.14654060254208	82.70949382504543
ENST00000380492	518	1.208e-5	39	3.463e-5	112	76.27561917360029	217.13374867854012
ENST00000380495	274	1.332e-5	78	2.73e-5	116	84.02125467631095	171.34704848912952
ENST00000380502	955	2.481e-5	221	6.562e-5	603	155.793312681267	410.71217144386543
ENST00000380516	1034	2.93e-5	200	8.948e-5	405	183.84000897737252	559.7531900686045
ENST00000380518	1487	5.521e-5	372	1.37e-4	571	345.6863121025606	856.585931269258
ENST00000380520	376	1.406e-5	95	3.059e-5	212	88.64365005696085	191.89796849228924
ENST00000380523	242	8.835e-6	42	2.297e-5	92	56.00579078142601	144.29978903208342
ENST00000380525	831	3.138e-5	199	7.095e-5	398	196.83268788514525	444.00591114503305
ENST00000380527	313	1.343e-5	89	3.141e-5	63	84.70836750316431	197.02008229246889
ENST00000380534	474	1.426e-5	129	3.846e-5	405	89.89294610578516	241.05776801352548
ENST00000380542	375	1.148e-5	75	2.747e-5	166	72.52773102712739	172.40895013063016
ENST00000380548	1762	6.983e-5	553	1.613e-4	1122	437.0098532716169	1008.3754012014105
ENST00000380554	323	8.547e-6	84	2.517e-5	235	54.206804471119014	158.04204556915073
ENST00000380569	550	1.679e-5	141	4.35e-5	322	105.69654112341256	272.5400284438978
ENST00000380574	424	2.522e-5	130	4.544e-5	260	158.3543695813568	284.65820011749355
ENST00000380585	152	6.596e-6	42	1.404e-5	77	42.019921514837975	88.51872045207843
ENST00000380586	475	2.327e-5	142	4.644e-5	269	146.17373310531988	290.9046803616151
ENST00000380588	407	1.35e-5	80	3.54e-5	229	85.14562112025281	221.94353846651367
ENST00000380589	165	5.76e-6	56	1.301e-5	96	36.7978640307524	82.08484580063329
ENST00000380591	206	6.924e-6	37	1.8e-5	57	44.068767034909825	113.25478221879958
ENST00000380593	254	9.624e-6	61	2.219e-5	140	60.934263694037874	139.42753444166866
ENST00000380599	1013	4.131e-5	285	9.942e-5	508	258.86023670927176	621.8432036951721
ENST00000380602	554	1.761e-5	102	4.369e-5	187	110.81865492359218	273.7268596902809
ENST00000380605	734	3.291e-5	171	7.392e-5	356	206.38980265865115	462.55795747007386
ENST00000380607	352	9.271e-6	91	2.599e-5	146	58.729256167862985	163.16415936933035
ENST00000380610	1014	4.214e-5	259	9.715e-5	408	264.0448153118926	607.6636935410163
ENST00000380615	490	1.127e-5	81	3.606e-5	185	71.21597017586187	226.06621542763384
ENST00000380620	310	1.194e-5	87	2.613e-5	144	75.40111193942327	164.03866660350735
ENST00000380622	355	9.442e-6	50	2.421e-5	132	59.79740428960776	152.04542453479408
ENST00000380625	166	3.915e-6	20	1.09e-5	46	25.273107980348232	68.90477248553692
ENST00000380629	219	7.909e-6	55	1.703e-5	83	50.2215500753695	107.19569638200173
ENST00000380636	44	2.391e-6	12	3.998e-6	4	15.753472088307067	25.791565840610314
ENST00000380639	388	1.092e-5	88	2.739e-5	191	69.02970209041935	171.90923171110046
ENST00000380647	1406	3.518e-5	321	9.798e-5	840	220.56931281280694	612.8482721436371
ENST00000380648	598	4.027e-5	112	7.357e-5	193	252.36389725538538	460.37168938463134
ENST00000380649	763	2.208e-5	163	5.658e-5	341	138.7404216148153	354.24399003700705
ENST00000380656	515	1.524e-5	84	3.808e-5	265	96.01449674502423	238.6841055207593
ENST00000380659	1049	2.687e-5	160	6.808e-5	209	168.66106198415727	426.0785128444043
ENST00000380671	670	1.526e-5	127	4.236e-5	307	96.13942634990666	265.4190409655993
ENST00000380672	1099	3.391e-5	273	8.741e-5	588	212.63628290277262	546.8229759632729
ENST00000380680	117	3.235e-6	19	9.299e-6	35	21.025501414345612	58.90415761469839
ENST00000380682	1322	4.875e-5	269	1.088e-4	409	305.3340497255357	680.4351883850318
ENST00000380683	108	2.692e-6	27	7.816e-6	46	17.633662641787637	49.6406274126662
ENST00000380698	376	1.437e-5	87	2.929e-5	214	90.58005893263852	183.7775441749313
ENST00000380701	1326	3.217e-5	326	9.218e-5	888	201.76740727800123	576.6186867277324
ENST00000380702	886	4.421e-5	242	9.429e-5	388	276.9750294172241	589.7987600428288
ENST00000380707	294	8.969e-6	5	2.168e-5	8	56.842819134138296	136.24182951716668
ENST00000380712	205	6.855e-6	45	1.617e-5	59	43.63775989806544	101.82372337205722
ENST00000380728	327	9.459e-6	116	2.665e-5	128	59.90359445375783	167.28683633045054
ENST00000380733	530	1.212e-5	118	3.572e-5	248	76.52547838336514	223.94241214463253
ENST00000380738	530	1.212e-5	118	3.572e-5	248	76.52547838336514	223.94241214463253
ENST00000380739	379	1.283e-5	87	2.879e-5	179	80.96047935669142	180.65430405287057
ENST00000380743	294	8.965e-6	7	2.168e-5	7	56.817833213161805	136.24182951716668
ENST00000380747	116	5.42e-6	33	1.05e-5	85	34.674060747751085	66.40618038788831
ENST00000380749	100	4.677e-6	31	8.598e-6	71	30.03292592636882	54.52537496356921
ENST00000380750	110	2.183e-6	1	7.728e-6	6	14.454204197529796	49.09093715118351
ENST00000380752	629	2.803e-5	180	5.601e-5	204	175.90697906733823	350.6834962978578
ENST00000380753	323	9.19e-6	80	2.415e-5	173	58.22329126808914	151.6706357201468
ENST00000380773	665	4.168e-5	222	7.561e-5	379	261.1714343995967	473.11450908263924
ENST00000380779	667	2.458e-5	128	5.92e-5	151	154.35662222511903	370.6097682766054
ENST00000380789	776	1.997e-5	153	5.359e-5	412	125.56034829971892	335.56701410708376
ENST00000380794	267	1.775e-5	87	3.468e-5	190	111.6931621577692	217.4460726907462
ENST00000380814	463	1.175e-5	77	3.26e-5	221	74.21428069304018	204.45339378297348
ENST00000380815	372	1.471e-5	74	3.428e-5	136	92.70386221563983	214.94748059309757
ENST00000380817	1893	9.444e-5	766	2.08e-4	1153	590.7357320794471	1300.0860286018844
ENST00000380821	411	1.437e-5	91	3.381e-5	242	90.58005893263852	212.0116348783605
ENST00000380822	172	4.684e-6	42	1.175e-5	70	30.07665128807767	74.21428069304018
ENST00000380828	505	1.478e-5	97	4.055e-5	221	93.14111583272835	254.11291172373942
ENST00000380833	760	3.405e-5	159	7.057e-5	111	213.51079013694965	441.6322486522668
ENST00000380834	300	8.979e-6	76	2.369e-5	145	56.90528393657951	148.7972548078509
ENST00000380835	359	1.052e-5	76	2.566e-5	153	66.53110999277074	161.10282088877028
ENST00000380842	141	3.274e-6	26	9.13e-6	44	21.26911414386635	57.84850245344186
ENST00000380843	385	1.566e-5	91	3.527e-5	187	98.63801844755525	221.13149603477788
ENST00000380861	1092	5.194e-5	252	1.151e-4	424	325.2603217042833	719.7880139229973
ENST00000380871	234	1.43e-5	61	2.791e-5	136	90.14280531555002	175.15740143804362
ENST00000380872	323	8.977e-6	84	2.475e-5	211	56.89279097609127	155.4185238666197
ENST00000380874	553	5.232e-5	174	8.065e-5	215	327.6339841970495	504.5967695130115
ENST00000380876	914	3.353e-5	15	8.582e-5	21	210.26262041000646	536.8910723751197
ENST00000380880	2179	6.395e-5	601	1.566e-4	1464	400.28054943618247	979.0169440540395
ENST00000380887	508	2.306e-5	133	4.874e-5	225	144.86197225405436	305.27158492309445
ENST00000380903	669	4.995e-5	242	8.763e-5	436	312.8298260184815	548.1972016169797
ENST00000380907	278	1.686e-5	100	3.305e-5	217	106.13379474050106	207.26430989282812
ENST00000380911	267	8.163e-6	77	1.965e-5	207	51.80815605737636	123.56147462160004
ENST00000380913	1616	8.2e-5	361	1.69e-4	728	513.0295178425756	1056.473299081146
ENST00000380916	265	5.891e-6	78	1.962e-5	127	37.61615294273231	123.37408021427639
ENST00000380950	1710	3.974e-5	309	1.141e-4	816	249.053262726001	713.5415336788757
ENST00000380952	311	1.23e-5	79	2.629e-5	171	77.64984482730702	165.0381034425668
ENST00000380953	494	1.388e-5	115	3.816e-5	145	87.51928361301898	239.18382394028902
ENST00000380956	451	2.158e-5	118	4.47e-5	142	135.61718149275455	280.03580473684366
ENST00000380958	887	3.131e-5	151	7.249e-5	283	196.3954342680567	453.62549072098017
ENST00000380985	704	1.935e-5	118	5.259e-5	354	121.6875305483636	329.3205338629623
ENST00000380986	108	4.342e-6	27	8.454e-6	30	27.940355044588113	53.62588180841573
ENST00000380989	1038	4.173e-5	311	8.961e-5	641	261.4837584118028	560.5652325003402
ENST00000381003	332	9.653e-6	48	2.512e-5	141	61.1154116211174	157.72972155694464
ENST00000381006	620	1.567e-5	107	4.445e-5	186	98.70048324999648	278.47418467581326
ENST00000381007	304	7.497e-6	41	2.046e-5	82	47.648000214791445	128.62112361933845
ENST00000381020	313	2.196e-5	84	3.736e-5	127	137.9908439855207	234.18663974499182
ENST00000381031	469	2.134e-5	123	4.425e-5	269	134.11802623416537	277.22488862698896
ENST00000381032	246	1.123e-5	49	2.167e-5	122	70.966110966097	136.17936471472547
ENST00000381033	283	2.413e-5	107	4.141e-5	169	151.54570611526438	259.4848847336839
ENST00000381036	274	1.261e-5	95	2.401e-5	126	79.58625370298468	150.79612848596977
ENST00000381042	253	9.952e-6	45	2.043e-5	99	62.98310921410973	128.4337292120148
ENST00000381055	1117	2.773e-5	209	8.416e-5	398	174.03303499410177	526.521915169878
ENST00000381059	206	1.047e-5	54	1.94e-5	155	66.21878598056468	121.99985456056967
ENST00000381070	472	1.075e-5	63	3.223e-5	180	67.9678004489187	202.14219609264853
ENST00000381083	297	2.018e-5	56	3.845e-5	100	126.87210915098444	240.99530321108423
ENST00000381089	186	9.479e-6	46	1.756e-5	96	60.02852405864026	110.50633091138612
ENST00000381090	370	9.311e-6	62	2.566e-5	164	58.97911537762784	161.10282088877028
ENST00000381095	816	3.657e-5	201	7.596e-5	223	229.2519203521358	475.3007771680817
ENST00000381112	465	1.982e-5	135	4.135e-5	243	124.6233762631007	259.1100959190366
ENST00000381116	278	6.499e-6	52	1.921e-5	131	41.41401293115818	120.8130233141866
ENST00000381125	784	4.258e-5	338	8.415e-5	506	266.79326661930605	526.4594503674368
ENST00000381127	590	2.212e-5	142	5.105e-5	258	138.99028082458017	319.7009542870152
ENST00000381129	384	1.809e-5	107	3.811e-5	238	113.81696544077052	238.87149992808293
ENST00000381130	562	1.924e-5	89	4.696e-5	223	121.00041772151022	294.1528500885582
ENST00000381134	589	2.552e-5	116	5.373e-5	175	160.22831365459325	336.4415213412608
ENST00000381135	277	1.097e-5	54	2.449e-5	100	69.34202610262543	153.7944390031481
ENST00000381139	207	4.852e-6	35	1.327e-5	74	31.126059969090083	83.70893066410487
ENST00000381150	310	1.411e-5	95	2.791e-5	177	88.95597406916694	175.15740143804362
ENST00000381151	718	1.898e-5	173	5.31e-5	251	119.37633285803865	332.50623878746427
ENST00000381154	593	3.086e-5	116	5.886e-5	201	193.58451815820206	368.48596499360406
ENST00000381163	501	2.245e-5	99	4.294e-5	203	141.05161930514024	269.04199950718976
ENST00000381165	205	5.495e-6	56	1.455e-5	91	35.1425467660602	91.70442537658039
ENST00000381176	199	9.59e-6	66	2.104e-5	126	60.72188336573774	132.2440821609289
ENST00000381178	528	3.13e-5	169	6.047e-5	309	196.33296946561555	378.5427981866397
ENST00000381192	185	8.868e-6	46	1.758e-5	121	56.21192462948203	110.63126051626854
ENST00000381196	1912	5.648e-5	554	1.513e-4	1045	353.6193420125949	945.9105987601955
ENST00000381210	363	8.465e-6	66	2.454e-5	185	53.694593091101055	154.10676301535418
