ensembl_transcript_id	hgnc_symbol
ENST00000260746	ARL3
ENST00000226460	SMR3A
ENST00000251642	DHX58
ENST00000265404	STAP1
ENST00000268603	CDH11
ENST00000261921	LOXL1
ENST00000218224	PQBP1
ENST00000160373	CTTNBP2
ENST00000217254	SLC52A3
ENST00000221476	CKM
ENST00000246672	NR1D1
ENST00000254166	ZNF132
ENST00000255189	DMGDH
ENST00000261708	UTP6
ENST00000216099	APOBEC3D
ENST00000262144	WDR59
ENST00000000233	ARF5
ENST00000220509	VPS18
ENST00000215727	SERPIND1
ENST00000215730	SNAP29
ENST00000260453	MNS1
ENST00000222002	SULT2A1
ENST00000194130	SLC13A1
ENST00000215742	THAP7
ENST00000253799	AOC2
ENST00000265990	BTAF1
ENST00000246548	UBA2
ENST00000265441	WNT2
ENST00000234256	SLC1A4
ENST00000261622	SLC7A5
ENST00000005260	BAIAP2L1
ENST00000260270	FDX1
ENST00000185150	ERLEC1
ENST00000217109	CSTF1
ENST00000012443	PPP5C
ENST00000262608	CECR2
ENST00000225941	ABI3
ENST00000259782	TINAG
ENST00000265440	TFEC
ENST00000266022	RBM6
ENST00000264451	SLC30A9
ENST00000262065	MMD
ENST00000234392	VAX2
ENST00000262103	EFCAB1
ENST00000269122	CLTC
ENST00000220751	RIPK2
ENST00000265395	HIBADH
ENST00000263372	KCNK6
ENST00000262850	RRAGB
ENST00000244241	IL17C
ENST00000263549	PARP12
ENST00000244051	MOCS3
ENST00000263233	SYP
ENST00000261058	CCDC54
ENST00000247153	CFP
ENST00000264010	CTCF
ENST00000255977	MKRN1
ENST00000255006	RIN2
ENST00000264246	CD80
ENST00000261623	CYBA
ENST00000268695	GALNS
ENST00000255945	GIMAP4
ENST00000261531	SNW1
ENST00000260197	SORL1
ENST00000263921	CHIC2
ENST00000020673	PSD
ENST00000231524	TRIM23
ENST00000251089	ANGEL1
ENST00000216124	ARSA
ENST00000263657	PNO1
ENST00000248572	GNGT1
ENST00000222286	GAPDHS
ENST00000250535	CDO1
ENST00000261211	CDK17
ENST00000245960	CDC25B
ENST00000263116	RAB36
ENST00000199936	HSD17B2
ENST00000006053	CX3CL1
ENST00000244520	SNRPC
ENST00000265339	UBE2B
ENST00000268533	NUDT7
ENST00000265174	PAPSS1
ENST00000216071	C22orf31
ENST00000263593	SIAE
ENST00000263212	PPM1F
ENST00000254181	USP29
ENST00000236877	SLC8A2
ENST00000263735	EPCAM
ENST00000217423	CST4
ENST00000252032	C20orf194
ENST00000265148	CENPE
ENST00000258821	TTC5
ENST00000232603	MORC1
ENST00000261208	HAL
ENST00000262643	CCNE1
ENST00000260653	SIX3
ENST00000202816	ESF1
ENST00000244230	MPHOSPH10
ENST00000246553	FFAR1
ENST00000264389	COPS4
ENST00000264538	IFT57
ENST00000268489	ZFHX3
ENST00000235345	SLC35D1
ENST00000227348	CRTAM
ENST00000249016	MCHR1
ENST00000261733	ALDH2
ENST00000006777	RHBDD2
ENST00000262715	TEP1
ENST00000216039	JOSD1
ENST00000265708	ADAM2
ENST00000262554	SPTLC1
ENST00000219313	PSMD7
ENST00000264474	CSTA
ENST00000244869	EREG
ENST00000251775	SNX4
ENST00000219782	MAZ
ENST00000233838	GGCX
ENST00000257981	KCNH3
ENST00000261486	EPB41L4A
ENST00000003084	CFTR
ENST00000265340	PITX1
ENST00000262013	SPAG9
ENST00000206542	OSGEP
ENST00000267853	MYZAP
ENST00000023064	SLC7A9
ENST00000226317	CXCL6
ENST00000233735	REG1A
ENST00000265171	EGF
ENST00000216714	APEX1
ENST00000224337	BLNK
ENST00000265825	FSCN3
ENST00000230085	SNX3
ENST00000251810	RRM2B
ENST00000262878	SAMHD1
ENST00000267973	WDR61
ENST00000233027	NEK4
ENST00000234827	TCEANC2
ENST00000211998	VCL
ENST00000262551	OGN
ENST00000262428	COTL1
ENST00000219271	MMP15
ENST00000219400	CMC2
ENST00000258014	PKIB
ENST00000263095	ZNF264
ENST00000246662	KRT9
ENST00000263160	SLC17A6
ENST00000219252	POLR2C
ENST00000016171	COX15
ENST00000263181	KIF18A
ENST00000263354	NAPA
ENST00000263734	EPAS1
ENST00000262262	CD33
ENST00000264234	UPK1B
ENST00000267935	COMMD4
ENST00000262177	DNAJB6
ENST00000263369	MIA
ENST00000253719	NAPSA
ENST00000216297	SUPT16H
ENST00000262340	RPE65
ENST00000232905	EIF1B
ENST00000225726	CCDC47
ENST00000268099	SCAMP2
ENST00000265138	ARRDC3
ENST00000258098	RAB11FIP5
ENST00000233379	FAHD2A
ENST00000229554	RSPH4A
ENST00000266058	SLIT1
ENST00000264436	ADD2
ENST00000268679	CBFA2T3
ENST00000266077	SLC2A4RG
ENST00000265605	ALDH8A1
ENST00000249363	LRRC4
ENST00000261366	LMNB1
ENST00000259608	SIT1
ENST00000262426	FOXF1
ENST00000243108	HOXC6
ENST00000258034	TAAR5
ENST00000261226	TMCC3
ENST00000002829	SEMA3F
ENST00000263368	BLVRB
ENST00000251566	UGT2A3
ENST00000233143	TMSB10
ENST00000265175	SEC24B
ENST00000222008	RABAC1
ENST00000237455	RNF103
ENST00000260187	USP2
ENST00000261263	RAB21
ENST00000267119	KRT71
ENST00000257359	ADAMTS8
ENST00000259667	HINT2
ENST00000255192	BHMT2
ENST00000252825	HRC
ENST00000260102	MRPL15
ENST00000262300	PKMYT1
ENST00000244221	PAIP2B
ENST00000263408	C9
ENST00000256442	CCNB1
ENST00000003302	USP28
ENST00000239144	HOXB8
ENST00000238682	TGFB3
ENST00000225298	UTP18
ENST00000251527	ESYT2
ENST00000225235	TBC1D12
ENST00000220496	DNAJC17
ENST00000216554	EIF5
ENST00000253047	TMEM160
ENST00000222284	TMEM147
ENST00000265071	CDH6
ENST00000258091	CCT7
ENST00000225567	GOSR2
ENST00000222305	USF2
ENST00000261183	OSBPL8
ENST00000219069	ZNF263
ENST00000190165	DMRT3
ENST00000260130	SDCBP
ENST00000265342	FSTL4
ENST00000252996	TAF4
ENST00000246080	TCF15
ENST00000240423	NCAPH
ENST00000260505	TTLL7
ENST00000268655	ZNF174
ENST00000244333	LYPD3
ENST00000223167	MYL10
ENST00000217233	TRIB3
ENST00000237283	ADAT2
ENST00000254765	POPDC3
ENST00000249284	TAS2R16
ENST00000223136	FIS1
ENST00000253048	ZC3H4
ENST00000247879	TAS2R3
ENST00000262623	ATP4A
ENST00000264663	NNT
ENST00000223642	C5
ENST00000267890	TTBK2
ENST00000257627	OCM2
ENST00000236709	A4GNT
ENST00000246957	TRAP1
ENST00000222747	TSPAN12
ENST00000251038	ZC3H14
ENST00000263274	LIG1
ENST00000266483	ALG10
ENST00000259407	BAAT
ENST00000268919	KIF2B
ENST00000225577	RPS6KB1
ENST00000257181	PRPF38A
ENST00000265717	PRKAR2B
ENST00000217188	SRMS
ENST00000261751	CHRNB4
ENST00000268164	ST8SIA2
ENST00000251241	DHX40
ENST00000255631	HSPBP1
ENST00000218516	GLA
ENST00000219919	AQP9
ENST00000252530	FAM98C
ENST00000262219	ANXA13
ENST00000204517	TFAP4
ENST00000253401	ARHGEF9
ENST00000252826	TRPM4
ENST00000262366	GLIS2
ENST00000025008	RB1CC1
ENST00000263867	CAPG
ENST00000265334	CDKL3
ENST00000251166	CORO7
ENST00000240328	TBX2
ENST00000264363	NDST4
ENST00000239451	SLC25A2
ENST00000184266	NDUFB4
ENST00000217246	MACROD2
ENST00000264982	CEP70
ENST00000240285	RDH10
ENST00000258526	PLXNC1
ENST00000262375	DNAJA3
ENST00000006658	SPATA20
ENST00000228641	MYF6
ENST00000156084	OTUD5
ENST00000238018	GDA
ENST00000264245	ARHGAP31
ENST00000245923	RTN2
ENST00000226432	CWH43
ENST00000243253	SEC61A1
ENST00000264613	CP
ENST00000268220	SEC11A
ENST00000262646	RAB2A
ENST00000262843	MID2
ENST00000183605	CLDN18
ENST00000247225	SGPP1
ENST00000243167	FAAH
ENST00000258052	SMPD2
ENST00000239666	PDZD11
ENST00000260803	DBR1
ENST00000230050	RPS12
ENST00000258455	MRPS9
ENST00000231512	C5orf15
ENST00000262525	ZNF629
ENST00000263864	VAMP8
ENST00000215095	STX1B
ENST00000240922	NAA50
ENST00000238875	LGALSL
ENST00000201647	EPS8L1
ENST00000264995	MRPL3
ENST00000238788	TMEM214
ENST00000161863	YTHDC2
ENST00000172229	NGFR
ENST00000257818	LMO2
ENST00000227155	CD82
ENST00000221455	CLASRP
ENST00000265107	WDR70
ENST00000234313	PLEK
ENST00000228347	POLR3B
ENST00000267970	TSPAN3
ENST00000233969	SLC9A2
ENST00000230538	LAMA4
ENST00000264318	GABRA4
ENST00000268281	PRSS36
ENST00000262406	RGS9
ENST00000200135	ZW10
ENST00000263433	PPP1R12C
ENST00000253861	EXOC4
ENST00000186436	TMEM131
ENST00000247470	PYCARD
ENST00000245932	VASP
ENST00000243052	PDE1B
ENST00000232892	AADAC
ENST00000258457	C2orf49
ENST00000261523	RORA
ENST00000264031	UPK2
ENST00000257290	PDGFRA
ENST00000261369	SNX24
ENST00000262187	RHEB
ENST00000258787	MYO1G
ENST00000262138	CACNG4
ENST00000267884	SRP14
ENST00000231461	ST8SIA4
ENST00000205948	APOH
ENST00000242375	AKR1D1
ENST00000265333	VDAC1
ENST00000231173	PCDHB15
ENST00000257287	CEP135
ENST00000219162	MT4
ENST00000245185	MT2A
ENST00000194155	PCDHB2
ENST00000008527	CRY1
ENST00000219599	CRYM
ENST00000253577	ABCB7
ENST00000193322	OSTM1
ENST00000269080	ABCA8
ENST00000268389	IGSF6
ENST00000175091	LAPTM4A
ENST00000268379	UQCRC2
ENST00000266712	TMTC3
ENST00000198801	MOGAT2
ENST00000228027	DGAT2
ENST00000245255	PIWIL1
ENST00000265191	NME5
ENST00000264381	BCHE
ENST00000209668	ADH1A
ENST00000237696	RARRES1
ENST00000072644	YIPF1
ENST00000226021	CACNG1
ENST00000247883	TAS2R5
ENST00000262613	SLC9A3R1
ENST00000222462	WNT16
ENST00000223210	ZNF862
ENST00000229330	HCFC2
ENST00000239446	PCDHB10
ENST00000267845	HDC
ENST00000253188	SLC7A10
ENST00000260264	POU2F3
ENST00000265896	SQLE
ENST00000268042	ARRDC4
ENST00000243056	HOXC13
ENST00000265462	PRDX5
ENST00000258873	ACSBG1
ENST00000239165	HOXB7
ENST00000216780	PCK2
ENST00000256001	ACTR3B
ENST00000262290	LPO
ENST00000261819	ANAPC5
ENST00000265271	RBM27
ENST00000241261	TNFSF10
ENST00000265459	NRXN2
ENST00000242592	ACADS
ENST00000228740	LTA4H
ENST00000218008	ATP1B4
ENST00000247930	ZNF777
ENST00000254627	OC90
ENST00000231198	THG1L
ENST00000262213	TRAM1
ENST00000216802	PSME2
ENST00000264344	FAM13A
ENST00000239231	PANK3
ENST00000265272	JAKMIP2
ENST00000264265	LXN
ENST00000220616	TG
ENST00000085219	CD22
ENST00000164139	PYGM
ENST00000262570	CHCHD3
ENST00000261712	PSMD11
ENST00000250559	RAP1B
ENST00000258955	RSAD1
ENST00000002165	FUCA2
ENST00000176763	STK10
ENST00000263025	MAPK3
ENST00000264382	SI
ENST00000239174	HOXB1
ENST00000264360	PCDH10
ENST00000260408	ADAM10
ENST00000260526	ARHGAP29
ENST00000222673	OGDH
ENST00000229758	FBXO5
ENST00000253329	PPIL4
ENST00000221922	CCDC9
ENST00000262891	MARK4
ENST00000164133	PPP2R5B
ENST00000226067	HLF
ENST00000246747	ARL2
ENST00000219150	CORO1A
ENST00000220940	GML
ENST00000253008	PRDM12
ENST00000258456	GPR45
ENST00000251296	IGSF21
ENST00000221498	DKKL1
ENST00000251372	LILRA1
ENST00000221452	RELB
ENST00000261789	TM9SF1
ENST00000258499	USP44
ENST00000262990	ZNF330
ENST00000265343	AFF4
ENST00000259392	SLC31A2
ENST00000263370	ITPKC
ENST00000262193	PSMB1
ENST00000250495	NEDD8
ENST00000229708	ULBP1
ENST00000251303	SLX1A
ENST00000267415	TINF2
ENST00000229329	CMAS
ENST00000228506	MLEC
ENST00000212355	TGFBR3
ENST00000246515	SLURP1
ENST00000206765	TGM1
ENST00000261435	N4BP2
ENST00000222247	RPL18A
ENST00000262741	PIK3R3
ENST00000205061	GLG1
ENST00000216274	RIPK3
ENST00000227451	DTX4
ENST00000231368	LNPEP
ENST00000262178	VIPR2
ENST00000254730	EEFSEC
ENST00000256593	GSTM5
ENST00000220763	CPQ
ENST00000235090	WDR77
ENST00000254624	EFR3A
ENST00000241337	GSTM2
ENST00000251582	ADAMTS2
ENST00000264218	NMU
ENST00000266736	AMDHD1
ENST00000253814	NDFIP1
ENST00000239444	PCDHB8
ENST00000259512	DERL1
ENST00000263174	PALMD
ENST00000222574	HBP1
ENST00000262146	MTFR1
ENST00000253727	NR1H2
ENST00000268184	CRTC3
ENST00000262461	SLC12A2
ENST00000228644	MYF5
ENST00000026218	PIGQ
ENST00000265379	COL6A5
ENST00000243563	SNRPA
ENST00000231228	IL12B
ENST00000247665	PHPT1
ENST00000264431	RAPGEF2
ENST00000258534	DRAM1
ENST00000267260	SRRM4
ENST00000224073	EDF1
ENST00000254108	FUS
ENST00000243077	LRP1
ENST00000200691	MT3
ENST00000258106	EMX1
ENST00000219406	PDIA2
ENST00000160827	KIF22
ENST00000181839	CDK13
ENST00000268122	RHCG
ENST00000256637	SORT1
ENST00000216455	PSMA3
ENST00000256646	NOTCH2
ENST00000243103	HOXC12
ENST00000239223	DUSP1
ENST00000231137	PCDHB7
ENST00000221543	TBC1D17
ENST00000248089	HCFC1R1
ENST00000262839	TRPC5
ENST00000262633	RBM42
ENST00000198767	RRN3
ENST00000258436	MFSD9
ENST00000264047	SLC5A7
ENST00000262844	AMMECR1
ENST00000263341	IL1B
ENST00000262301	LMF1
ENST00000268043	PIF1
ENST00000230671	SLC6A7
ENST00000261721	BTBD1
ENST00000252854	OLFM1
ENST00000255266	PDE6A
ENST00000238831	YIPF4
ENST00000261942	FAF2
ENST00000262895	GRIK5
ENST00000264428	GLRB
ENST00000264771	TMEM175
ENST00000261637	UTP20
ENST00000231121	HAND1
ENST00000262932	CNPY4
ENST00000266674	LGR5
ENST00000239450	PCDHB12
ENST00000241808	PRM2
ENST00000259213	IL36B
ENST00000260643	PREB
ENST00000221265	PAF1
ENST00000198536	PILRA
ENST00000263238	ACTR3
ENST00000263239	DDX18
ENST00000251453	RPS16
ENST00000265594	MCCC1
ENST00000237281	FBXO30
ENST00000237264	TBPL1
ENST00000229135	IFNG
ENST00000211122	GSTA3
ENST00000259803	GCM1
ENST00000244623	OR2B6
ENST00000248211	ZNF10
ENST00000205143	DLL3
ENST00000230256	UNC93A
ENST00000239587	TTLL2
ENST00000216602	ZFYVE21
ENST00000248668	LRFN1
ENST00000234454	SPR
ENST00000156109	GPKOW
ENST00000264071	TUBB4A
ENST00000223528	FKTN
ENST00000259241	HS6ST1
ENST00000261636	ARL1
ENST00000262995	GAB1
ENST00000259205	IL36G
ENST00000245817	TNFSF9
ENST00000267812	MFAP1
ENST00000245903	CD70
ENST00000245907	C3
ENST00000264433	FNIP2
ENST00000003100	CYP51A1
ENST00000262043	PHF3
ENST00000243314	MAGEA9
ENST00000261892	SLC24A1
ENST00000264080	GPR108
ENST00000262077	NUP153
ENST00000220772	SFRP1
ENST00000233154	NCK2
ENST00000237853	ELL2
ENST00000261890	RAB11A
ENST00000264674	MECOM
ENST00000230122	ZBTB24
ENST00000216484	SPTLC2
ENST00000008391	TFAP2D
ENST00000259939	RNF144B
ENST00000245908	SH2D3A
ENST00000229447	IYD
ENST00000258930	CIB2
ENST00000245934	SYMPK
ENST00000253778	GFPT2
ENST00000258424	COX5B
ENST00000265056	MCM2
ENST00000037243	GABARAPL2
ENST00000261313	PEBP1
ENST00000265734	CDK6
ENST00000257552	MSI1
ENST00000261937	FLT4
ENST00000218006	GUCY2F
ENST00000265026	MAP3K13
ENST00000218004	NXT2
ENST00000263795	WDR76
ENST00000008938	PGLYRP1
ENST00000262494	GNAO1
ENST00000238558	GSC
ENST00000266744	ASCL1
ENST00000256996	DDB2
ENST00000221538	RSPH6A
ENST00000220584	FDFT1
ENST00000256649	TRIM45
ENST00000222792	CHN2
ENST00000230036	GPLD1
ENST00000257548	USP30
ENST00000239243	MSX2
ENST00000261726	CUX2
ENST00000247977	FBXL12
ENST00000250405	BCL2L2
ENST00000263277	EHD2
ENST00000230048	ACOT13
ENST00000262316	RHBDF1
ENST00000247881	TAS2R4
ENST00000265978	FAM160A2
ENST00000239440	ARAP3
ENST00000219431	MPG
ENST00000221996	CRX
ENST00000256383	EIF2S1
ENST00000216446	PLEK2
ENST00000230124	FIG4
ENST00000252951	HBZ
ENST00000238667	FLVCR2
ENST00000265709	ANK1
ENST00000251595	HBA2
ENST00000263708	PTPN4
ENST00000199708	HBQ1
ENST00000242591	IFT81
ENST00000259727	GMPR
ENST00000265598	LAMP3
ENST00000238628	IFT43
ENST00000061240	TLL1
ENST00000228476	DAO
ENST00000259239	IMP4
ENST00000054950	RCN1
ENST00000231509	NR3C1
ENST00000250340	CLEC11A
ENST00000004531	SLC7A2
ENST00000263056	MAP3K8
ENST00000263645	CD81
ENST00000265433	NBN
ENST00000263063	MTPAP
ENST00000241256	GHSR
ENST00000219345	PLA2G15
ENST00000261739	ANKRD13A
ENST00000263409	LIFR
ENST00000264596	NEIL3
ENST00000242465	SRGN
ENST00000266771	SLC15A4
ENST00000264690	KLKB1
ENST00000263997	SLC7A6OS
ENST00000210313	PSMD5
ENST00000259951	HLA-F
ENST00000216452	PIGH
ENST00000035307	CHPF2
ENST00000263168	CAPZA1
ENST00000261783	ARG2
ENST00000219334	SMPD3
ENST00000264108	HAT1
ENST00000231706	SLC7A14
ENST00000265000	GALNT7
ENST00000228841	MYL2
ENST00000256592	TSHB
ENST00000263665	CNTN3
ENST00000257663	TMEM60
ENST00000262430	MLYCD
ENST00000261655	RIMBP2
ENST00000221973	LIM2
ENST00000258829	NKX2-8
ENST00000219439	HSDL1
ENST00000268624	ADAD2
ENST00000261681	MPP5
ENST00000175756	PTPN18
ENST00000216442	ATP6V1D
ENST00000264977	PPP2R3A
ENST00000268296	ITGAX
ENST00000259199	CBWD2
ENST00000263228	UBE2R2
ENST00000259030	RTP4
ENST00000238616	NEK9
ENST00000268314	ARMC5
ENST00000013807	ERCC1
ENST00000182290	TSPAN32
ENST00000260818	DNAJC13
ENST00000263955	STK17B
ENST00000267406	CBLN3
ENST00000251343	KHNYN
ENST00000261609	HERC2
ENST00000250378	CMA1
ENST00000216338	GZMH
ENST00000005257	RALA
ENST00000216341	GZMB
ENST00000216336	CTSG
ENST00000244711	MEA1
ENST00000263270	AP2S1
ENST00000219789	CDIPT
ENST00000255681	MACROD1
ENST00000244496	RRP36
ENST00000259362	OR13C9
ENST00000259708	KLC4
ENST00000263519	ATP2B3
ENST00000206595	G2E3
ENST00000263390	MED26
ENST00000247970	PIN1
ENST00000262887	XRCC1
ENST00000265022	DGKG
ENST00000267205	RHOF
ENST00000260116	TTPA
ENST00000248071	KLF2
ENST00000229266	CHPT1
ENST00000260113	PI15
ENST00000243389	SLC36A1
ENST00000228945	ARHGDIB
ENST00000220822	GDAP1
ENST00000223293	GIMAP2
ENST00000257566	TBX3
ENST00000245787	INSIG2
ENST00000250416	PARP2
ENST00000264689	UFSP2
ENST00000262302	NUBP2
ENST00000262948	MAP2K2
ENST00000264595	AGA
ENST00000072869	ADCK2
ENST00000265354	SRF
ENST00000252050	CUL9
ENST00000259750	TTBK1
ENST00000261776	VAC14
ENST00000204726	GOLGA3
ENST00000232744	ABTB1
ENST00000239926	MYOT
ENST00000247306	CTAG2
ENST00000230361	GUCA1B
ENST00000053468	MRPS10
ENST00000265720	DUS4L
ENST00000263278	HSD17B14
ENST00000222481	CPA2
ENST00000229340	RAB35
ENST00000233809	IGFBP2
ENST00000263265	PLEKHA4
ENST00000222482	CPA4
ENST00000261796	IL17B
ENST00000011292	CPA1
ENST00000200453	PPP1R15A
ENST00000264156	MCM6
ENST00000221399	TULP2
ENST00000223215	MEST
ENST00000159060	NOX3
ENST00000259895	GTF2H4
ENST00000261507	MSMO1
ENST00000221403	DHDH
ENST00000229395	FGFR1OP2
ENST00000265572	OPRK1
ENST00000242728	BHLHE41
ENST00000206513	CEBPE
ENST00000261584	PALB2
ENST00000259870	C6orf15
ENST00000024061	SLC45A4
ENST00000259881	PSORS1C1
ENST00000259845	PSORS1C2
ENST00000247843	YEATS4
ENST00000168216	HSD17B10
ENST00000250894	MAPK8IP3
ENST00000242462	NEUROG3
ENST00000265007	SOX30
ENST00000232424	HES1
ENST00000231887	EHHADH
ENST00000242317	DNAI1
ENST00000233336	TTL
ENST00000259632	DCTN3
ENST00000222982	CYP3A5
ENST00000264563	IL11
ENST00000260731	KIF11
ENST00000263655	CNRIP1
ENST00000164640	PDZD4
ENST00000267622	TRIP11
ENST00000168148	SPP2
ENST00000264552	UBE2S
ENST00000085068	ISOC2
ENST00000233813	IGFBP5
ENST00000205194	NAT14
ENST00000264170	KYNU
ENST00000221665	FIZ1
ENST00000000412	M6PR
ENST00000222382	CYP3A43
ENST00000261336	PZP
ENST00000259631	CCL27
ENST00000226798	FRG1
ENST00000259607	CCL21
ENST00000268125	RLBP1
ENST00000227065	FAM149A
ENST00000233627	NDUFS7
ENST00000218099	F9
ENST00000265981	RNF141
ENST00000266646	INHBE
ENST00000228682	GLI1
ENST00000194152	PCDHB4
ENST00000241014	MAPK8IP1
ENST00000233078	DAZAP1
ENST00000241041	PEX16
ENST00000258383	MRPL44
ENST00000248553	HSPB1
ENST00000254090	FMO5
ENST00000264377	ADAM23
ENST00000265085	CPEB4
ENST00000259486	ENPP2
ENST00000156825	MBD3
ENST00000259056	GALNT5
ENST00000265986	IDE
ENST00000262188	SMARCD3
ENST00000261797	NDST1
ENST00000258416	EIF4E2
ENST00000157812	PSMC4
ENST00000262768	TIMP2
ENST00000264316	TXK
ENST00000231449	IL4
ENST00000264828	COL5A3
ENST00000248706	RASL11B
ENST00000262215	ARFGEF1
ENST00000261023	ITGAV
ENST00000253108	EIF3G
ENST00000254803	UTP3
ENST00000258062	REPS1
ENST00000253099	MRPL4
ENST00000257910	TSPAN31
ENST00000268720	CPNE7
ENST00000241502	FYTTD1
ENST00000257904	CDK4
ENST00000264832	ICAM1
ENST00000254799	GRSF1
ENST00000228606	CYP27B1
ENST00000221980	ICAM5
ENST00000261867	SLC30A4
ENST00000260983	HECW2
ENST00000160262	ICAM3
ENST00000265239	IQCG
ENST00000242285	CLTA
ENST00000219473	USP10
ENST00000196489	ZNF416
ENST00000240335	TBX4
ENST00000262429	ATP2C2
ENST00000267199	VPS33A
ENST00000266732	TMPO
ENST00000226413	GNRHR
ENST00000226730	IL2
ENST00000266560	RBP5
ENST00000266546	CLSTN3
ENST00000229583	ADTRP
ENST00000261854	SPPL2A
ENST00000258111	KCNMB4
ENST00000219596	MEFV
ENST00000223208	CEP41
ENST00000244766	NRN1
ENST00000264870	F13A1
ENST00000242310	TAF1L
ENST00000231134	PCDHB5
ENST00000243578	B9D2
ENST00000221233	EXOSC5
ENST00000257215	DAGLA
ENST00000205402	DLD
ENST00000199814	RBM22
ENST00000244527	SLC17A1
ENST00000228468	ASIC1
ENST00000262259	ZNF175
ENST00000222399	LAMB1
ENST00000222115	HAS1
ENST00000263257	NOVA2
ENST00000239940	PFN2
ENST00000252229	MICB
ENST00000263062	EPC1
ENST00000268124	POLG
ENST00000260810	TOPBP1
ENST00000262811	MAST3
ENST00000260753	KIF20B
ENST00000222254	PIK3R2
ENST00000033079	FAM13B
ENST00000222256	RAB3A
ENST00000250003	MYOD1
ENST00000265969	KCNC1
ENST00000254667	PTPRE
ENST00000265838	ACAT1
ENST00000029410	B4GALT7
ENST00000268459	NKD1
ENST00000258443	EDAR
ENST00000265881	REXO2
ENST00000252818	JUND
ENST00000239690	NUDCD1
ENST00000252809	GDF15
ENST00000244217	MCEE
ENST00000227752	IL10RA
ENST00000222803	FKBP14
ENST00000260947	BARD1
ENST00000223357	AEBP1
ENST00000237380	MED28
ENST00000216373	SOS2
ENST00000251496	NCAPG
ENST00000223364	MYL7
ENST00000225275	MPO
ENST00000258888	ALPK3
ENST00000267436	L2HGDH
ENST00000262291	VMP1
ENST00000234198	DLX2
ENST00000184956	HEATR6
ENST00000251250	DTWD1
ENST00000222812	STX1A
ENST00000257974	KRT82
ENST00000261891	DAPK2
ENST00000220913	CHRAC1
ENST00000261889	SNX1
ENST00000220849	EIF3E
ENST00000256366	SYNJ2BP
ENST00000223073	RBM28
ENST00000256389	ADAM20
ENST00000256379	MED6
ENST00000238823	FAM98A
ENST00000256367	TTC9
ENST00000083182	APPBP2
ENST00000251269	ZNF221
ENST00000265260	PCNP
ENST00000226279	CD38
ENST00000258341	LAMC1
ENST00000261884	TRIP4
ENST00000257696	HILPDA
ENST00000262432	METTL2B
ENST00000259989	FGFBP2
ENST00000233055	WDFY1
ENST00000265322	PECR
ENST00000216832	PNN
ENST00000269127	C17orf64
ENST00000256458	IRAK2
ENST00000216639	VRK1
ENST00000236979	TNP1
ENST00000216420	CGRRF1
ENST00000260403	TMEM62
ENST00000262940	RASA4
ENST00000258301	STX6
ENST00000233710	ACADL
ENST00000263346	TCF25
ENST00000259211	IL36A
ENST00000263314	P2RX3
ENST00000261407	LPCAT3
ENST00000260118	GGH
ENST00000262210	CSPP1
ENST00000006275	TRAPPC6A
ENST00000220420	TGM5
ENST00000254301	LGALS3
ENST00000230381	PRPH2
ENST00000247191	DLGAP5
ENST00000248244	TICAM1
ENST00000222511	GTPBP10
ENST00000263733	FAM20B
ENST00000268699	GAS8
ENST00000248701	SPINK2
ENST00000263650	OSBPL5
ENST00000264230	NOA1
ENST00000247178	ATG14
ENST00000247219	TBPL2
ENST00000265741	CDK14
ENST00000261799	PDGFRB
ENST00000231656	CDX1
ENST00000220809	PLAT
ENST00000264932	SDHA
ENST00000231790	MLH1
ENST00000259746	TMEM63B
ENST00000262764	PGS1
ENST00000216797	NFKBIA
ENST00000220478	SCG3
ENST00000264380	PIKFYVE
ENST00000264933	PDCD6
ENST00000216807	BRMS1L
ENST00000267838	LYSMD2
ENST00000261475	PPP2R3C
ENST00000200676	CETP
ENST00000265641	CPT1A
ENST00000265421	POLB
ENST00000056233	NFE2L3
ENST00000264938	SLC9A3
ENST00000262510	NLRC5
ENST00000264605	MLPH
ENST00000223321	PSMA2
ENST00000264499	BBS7
ENST00000264935	CEP72
ENST00000220812	DKK4
ENST00000268896	PCTP
ENST00000223324	MRPL32
ENST00000207157	TBX15
ENST00000262776	LGALS3BP
ENST00000265351	XPO5
ENST00000264824	LYL1
ENST00000255078	IGHMBP2
ENST00000263713	EPB41L5
ENST00000251363	CERS4
ENST00000265016	BST1
ENST00000266505	PLCZ1
ENST00000256474	VHL
ENST00000250863	DAZL
ENST00000226444	SULT1E1
ENST00000219204	ARL2BP
ENST00000246891	CSN1S1
ENST00000219207	PLLP
ENST00000225174	PPIF
ENST00000259254	GYPC
ENST00000269033	SSH2
ENST00000221130	GSR
ENST00000192314	GAL3ST2
ENST00000249636	PIAS1
ENST00000261172	EPYC
ENST00000266718	LUM
ENST00000052754	DCN
ENST00000246895	STATH
ENST00000219139	C16orf70
ENST00000261888	PARP16
ENST00000260682	CYP2C9
ENST00000258200	FBXL8
ENST00000229379	COX6A1
ENST00000221138	PPP2CB
ENST00000225504	SUPT4H1
ENST00000237654	CCNI
ENST00000253237	GRWD1
ENST00000238651	ACOT2
ENST00000229390	SRSF9
ENST00000267426	FITM1
ENST00000257408	KLB
ENST00000165524	PRLH
ENST00000261434	LIAS
ENST00000252034	ELN
ENST00000201586	SULT2B1
ENST00000258418	CAB39
ENST00000259324	LRRC8A
ENST00000064724	CLDN11
ENST00000260702	LOXL4
ENST00000245222	SPHK2
